surah,verse,surah_type,addressees,arabic,english
11,48,meccan,O_Noah,قيل يا نوح اهبط بسلام منا وبركات عليك وعلى أمم ممن معك ۚ وأمم سنمتعهم ثم يمسهم منا عذاب أليم,"It was said, ""O Noah, disembark in security from Us and blessings upon you and upon nations [descending] from those with you. But other nations [of them] We will grant enjoyment; then there will touch them from Us a painful punishment."""
11,50,meccan,O_my_people,وإلى عاد أخاهم هودا ۚ قال يا قوم اعبدوا الله ما لكم من إله غيره ۖ إن أنتم إلا مفترون,"And to 'Aad [We sent] their brother Hud. He said, ""O my people, worship Allah; you have no deity other than Him. You are not but inventors [of falsehood]."
11,51,meccan,O_my_people,يا قوم لا أسألكم عليه أجرا ۖ إن أجري إلا على الذي فطرني ۚ أفلا تعقلون,"O my people, I do not ask you for it any reward. My reward is only from the one who created me. Then will you not reason?"
11,52,meccan,O_my_people,ويا قوم استغفروا ربكم ثم توبوا إليه يرسل السماء عليكم مدرارا ويزدكم قوة إلى قوتكم ولا تتولوا مجرمين,"And O my people, ask forgiveness of your Lord and then repent to Him. He will send [rain from] the sky upon you in showers and increase you in strength [added] to your strength. And do not turn away, [being] criminals."""
11,53,meccan,O_Hud,قالوا يا هود ما جئتنا ببينة وما نحن بتاركي آلهتنا عن قولك وما نحن لك بمؤمنين,"They said, ""O Hud, you have not brought us clear evidence, and we are not ones to leave our gods on your say-so. Nor are we believers in you."
11,61,meccan,O_my_people,۞ وإلى ثمود أخاهم صالحا ۚ قال يا قوم اعبدوا الله ما لكم من إله غيره ۖ هو أنشأكم من الأرض واستعمركم فيها فاستغفروه ثم توبوا إليه ۚ إن ربي قريب مجيب,"And to Thamud [We sent] their brother Salih. He said, ""O my people, worship Allah; you have no deity other than Him. He has produced you from the earth and settled you in it, so ask forgiveness of Him and then repent to Him. Indeed, my Lord is near and responsive."""
11,62,meccan,O_Salih,قالوا يا صالح قد كنت فينا مرجوا قبل هذا ۖ أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب,"They said, ""O Salih, you were among us a man of promise before this. Do you forbid us to worship what our fathers worshipped? And indeed we are, about that to which you invite us, in disquieting doubt."""
11,63,meccan,O_my_people,قال يا قوم أرأيتم إن كنت على بينة من ربي وآتاني منه رحمة فمن ينصرني من الله إن عصيته ۖ فما تزيدونني غير تخسير,"He said, ""O my people, have you considered: if I should be upon clear evidence from my Lord and He has given me mercy from Himself, who would protect me from Allah if I disobeyed Him? So you would not increase me except in loss."
11,64,meccan,O_my_people,ويا قوم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب قريب,"And O my people, this is the she-camel of Allah - [she is] to you a sign. So let her feed upon Allah 's earth and do not touch her with harm, or you will be taken by an impending punishment."""
11,72,meccan,O_woe_LAMENT,قالت يا ويلتى أألد وأنا عجوز وهذا بعلي شيخا ۖ إن هذا لشيء عجيب,"She said, ""Woe to me! Shall I give birth while I am an old woman and this, my husband, is an old man? Indeed, this is an amazing thing!"""
11,76,meccan,O_Abraham,يا إبراهيم أعرض عن هذا ۖ إنه قد جاء أمر ربك ۖ وإنهم آتيهم عذاب غير مردود,"[The angels said], ""O Abraham, give up this [plea]. Indeed, the command of your Lord has come, and indeed, there will reach them a punishment that cannot be repelled."""
11,78,meccan,O_my_people,وجاءه قومه يهرعون إليه ومن قبل كانوا يعملون السيئات ۚ قال يا قوم هؤلاء بناتي هن أطهر لكم ۖ فاتقوا الله ولا تخزون في ضيفي ۖ أليس منكم رجل رشيد,"And his people came hastening to him, and before [this] they had been doing evil deeds. He said, ""O my people, these are my daughters; they are purer for you. So fear Allah and do not disgrace me concerning my guests. Is there not among you a man of reason?"""
11,81,meccan,O_Lot,قالوا يا لوط إنا رسل ربك لن يصلوا إليك ۖ فأسر بأهلك بقطع من الليل ولا يلتفت منكم أحد إلا امرأتك ۖ إنه مصيبها ما أصابهم ۚ إن موعدهم الصبح ۚ أليس الصبح بقريب,"The angels said, ""O Lot, indeed we are messengers of your Lord; [therefore], they will never reach you. So set out with your family during a portion of the night and let not any among you look back - except your wife; indeed, she will be struck by that which strikes them. Indeed, their appointment is [for] the morning. Is not the morning near?"""
11,84,meccan,O_my_people,۞ وإلى مدين أخاهم شعيبا ۚ قال يا قوم اعبدوا الله ما لكم من إله غيره ۖ ولا تنقصوا المكيال والميزان ۚ إني أراكم بخير وإني أخاف عليكم عذاب يوم محيط,"And to Madyan [We sent] their brother Shu'ayb. He said, ""O my people, worship Allah; you have no deity other than Him. And do not decrease from the measure and the scale. Indeed, I see you in prosperity, but indeed, I fear for you the punishment of an all-encompassing Day."
11,85,meccan,O_my_people,ويا قوم أوفوا المكيال والميزان بالقسط ۖ ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين,"And O my people, give full measure and weight in justice and do not deprive the people of their due and do not commit abuse on the earth, spreading corruption."
11,87,meccan,O_Shuayb,قالوا يا شعيب أصلاتك تأمرك أن نترك ما يعبد آباؤنا أو أن نفعل في أموالنا ما نشاء ۖ إنك لأنت الحليم الرشيد,"They said, ""O Shu'ayb, does your prayer command you that we should leave what our fathers worship or not do with our wealth what we please? Indeed, you are the forbearing, the discerning!"""
11,88,meccan,O_my_people,قال يا قوم أرأيتم إن كنت على بينة من ربي ورزقني منه رزقا حسنا ۚ وما أريد أن أخالفكم إلى ما أنهاكم عنه ۚ إن أريد إلا الإصلاح ما استطعت ۚ وما توفيقي إلا بالله ۚ عليه توكلت وإليه أنيب,"He said, ""O my people, have you considered: if I am upon clear evidence from my Lord and He has provided me with a good provision from Him...? And I do not intend to differ from you in that which I have forbidden you; I only intend reform as much as I am able. And my success is not but through Allah. Upon him I have relied, and to Him I return."
11,89,meccan,O_my_people,ويا قوم لا يجرمنكم شقاقي أن يصيبكم مثل ما أصاب قوم نوح أو قوم هود أو قوم صالح ۚ وما قوم لوط منكم ببعيد,"And O my people, let not [your] dissension from me cause you to be struck by that similar to what struck the people of Noah or the people of Hud or the people of Salih. And the people of Lot are not from you far away."
11,91,meccan,O_Shuayb,قالوا يا شعيب ما نفقه كثيرا مما تقول وإنا لنراك فينا ضعيفا ۖ ولولا رهطك لرجمناك ۖ وما أنت علينا بعزيز,"They said, ""O Shu'ayb, we do not understand much of what you say, and indeed, we consider you among us as weak. And if not for your family, we would have stoned you [to death]; and you are not to us one respected."""
11,92,meccan,O_my_people,قال يا قوم أرهطي أعز عليكم من الله واتخذتموه وراءكم ظهريا ۖ إن ربي بما تعملون محيط,"He said, ""O my people, is my family more respected for power by you than Allah? But you put Him behind your backs [in neglect]. Indeed, my Lord is encompassing of what you do."
11,93,meccan,O_my_people,ويا قوم اعملوا على مكانتكم إني عامل ۖ سوف تعلمون من يأتيه عذاب يخزيه ومن هو كاذب ۖ وارتقبوا إني معكم رقيب,"And O my people, work according to your position; indeed, I am working. You are going to know to whom will come a punishment that will disgrace him and who is a liar. So watch; indeed, I am with you a watcher, [awaiting the outcome]."""
12,4,meccan,O_my_father,إذ قال يوسف لأبيه يا أبت إني رأيت أحد عشر كوكبا والشمس والقمر رأيتهم لي ساجدين,"[Of these stories mention] when Joseph said to his father, ""O my father, indeed I have seen [in a dream] eleven stars and the sun and the moon; I saw them prostrating to me."""
12,5,meccan,O_my_son,قال يا بني لا تقصص رؤياك على إخوتك فيكيدوا لك كيدا ۖ إن الشيطان للإنسان عدو مبين,"He said, ""O my son, do not relate your vision to your brothers or they will contrive against you a plan. Indeed Satan, to man, is a manifest enemy."
12,11,meccan,O_our_father,قالوا يا أبانا ما لك لا تأمنا على يوسف وإنا له لناصحون,"They said, ""O our father, why do you not entrust us with Joseph while indeed, we are to him sincere counselors?"
12,17,meccan,O_our_father,قالوا يا أبانا إنا ذهبنا نستبق وتركنا يوسف عند متاعنا فأكله الذئب ۖ وما أنت بمؤمن لنا ولو كنا صادقين,"They said, ""O our father, indeed we went racing each other and left Joseph with our possessions, and a wolf ate him. But you would not believe us, even if we were truthful."""
12,19,meccan,O_good_news,وجاءت سيارة فأرسلوا واردهم فأدلى دلوه ۖ قال يا بشرى هذا غلام ۚ وأسروه بضاعة ۚ والله عليم بما يعملون,"And there came a company of travelers; then they sent their water drawer, and he let down his bucket. He said, ""Good news! Here is a boy."" And they concealed him, [taking him] as merchandise; and Allah was knowing of what they did."
12,39,meccan,O_two_companions_prison,يا صاحبي السجن أأرباب متفرقون خير أم الله الواحد القهار,"O [my] two companions of prison, are separate lords better or Allah, the One, the Prevailing?"
12,41,meccan,O_two_companions_prison,يا صاحبي السجن أما أحدكما فيسقي ربه خمرا ۖ وأما الآخر فيصلب فتأكل الطير من رأسه ۚ قضي الأمر الذي فيه تستفتيان,"O two companions of prison, as for one of you, he will give drink to his master of wine; but as for the other, he will be crucified, and the birds will eat from his head. The matter has been decreed about which you both inquire."""
12,43,meccan,O_chiefs,وقال الملك إني أرى سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات ۖ يا أيها الملأ أفتوني في رؤياي إن كنتم للرؤيا تعبرون,"And [subsequently] the king said, ""Indeed, I have seen [in a dream] seven fat cows being eaten by seven [that were] lean, and seven green spikes [of grain] and others [that were] dry. O eminent ones, explain to me my vision, if you should interpret visions."""
12,63,meccan,O_our_father,فلما رجعوا إلى أبيهم قالوا يا أبانا منع منا الكيل فأرسل معنا أخانا نكتل وإنا له لحافظون,"So when they returned to their father, they said, ""O our father, [further] measure has been denied to us, so send with us our brother [that] we will be given measure. And indeed, we will be his guardians."""
12,65,meccan,O_our_father,ولما فتحوا متاعهم وجدوا بضاعتهم ردت إليهم ۖ قالوا يا أبانا ما نبغي ۖ هذه بضاعتنا ردت إلينا ۖ ونمير أهلنا ونحفظ أخانا ونزداد كيل بعير ۖ ذلك كيل يسير,"And when they opened their baggage, they found their merchandise returned to them. They said, ""O our father, what [more] could we desire? This is our merchandise returned to us. And we will obtain supplies for our family and protect our brother and obtain an increase of a camel's load; that is an easy measurement."""
12,67,meccan,O_my_son,وقال يا بني لا تدخلوا من باب واحد وادخلوا من أبواب متفرقة ۖ وما أغني عنكم من الله من شيء ۖ إن الحكم إلا لله ۖ عليه توكلت ۖ وعليه فليتوكل المتوكلون,"And he said, ""O my sons, do not enter from one gate but enter from different gates; and I cannot avail you against [the decree of] Allah at all. The decision is only for Allah; upon Him I have relied, and upon Him let those who would rely [indeed] rely."""
12,78,meccan,O_Aziz,قالوا يا أيها العزيز إن له أبا شيخا كبيرا فخذ أحدنا مكانه ۖ إنا نراك من المحسنين,"They said, ""O 'Azeez, indeed he has a father [who is] an old man, so take one of us in place of him. Indeed, we see you as a doer of good."""
12,81,meccan,O_our_father,ارجعوا إلى أبيكم فقولوا يا أبانا إن ابنك سرق وما شهدنا إلا بما علمنا وما كنا للغيب حافظين,"Return to your father and say, ""O our father, indeed your son has stolen, and we did not testify except to what we knew. And we were not witnesses of the unseen,"
12,84,meccan,O_sorrow_LAMENT,وتولى عنهم وقال يا أسفى على يوسف وابيضت عيناه من الحزن فهو كظيم,"And he turned away from them and said, ""Oh, my sorrow over Joseph,"" and his eyes became white from grief, for he was [of that] a suppressor."
12,87,meccan,O_my_son,يا بني اذهبوا فتحسسوا من يوسف وأخيه ولا تيأسوا من روح الله ۖ إنه لا ييأس من روح الله إلا القوم الكافرون,"O my sons, go and find out about Joseph and his brother and despair not of relief from Allah. Indeed, no one despairs of relief from Allah except the disbelieving people."""
12,88,meccan,O_Aziz,فلما دخلوا عليه قالوا يا أيها العزيز مسنا وأهلنا الضر وجئنا ببضاعة مزجاة فأوف لنا الكيل وتصدق علينا ۖ إن الله يجزي المتصدقين,"So when they entered upon Joseph, they said, ""O 'Azeez, adversity has touched us and our family, and we have come with goods poor in quality, but give us full measure and be charitable to us. Indeed, Allah rewards the charitable."""
12,97,meccan,O_our_father,قالوا يا أبانا استغفر لنا ذنوبنا إنا كنا خاطئين,"They said, ""O our father, ask for us forgiveness of our sins; indeed, we have been sinners."""
12,100,meccan,O_my_father,ورفع أبويه على العرش وخروا له سجدا ۖ وقال يا أبت هذا تأويل رؤياي من قبل قد جعلها ربي حقا ۖ وقد أحسن بي إذ أخرجني من السجن وجاء بكم من البدو من بعد أن نزغ الشيطان بيني وبين إخوتي ۚ إن ربي لطيف لما يشاء ۚ إنه هو العليم الحكيم,"And he raised his parents upon the throne, and they bowed to him in prostration. And he said, ""O my father, this is the explanation of my vision of before. My Lord has made it reality. And He was certainly good to me when He took me out of prison and brought you [here] from bedouin life after Satan had induced [estrangement] between me and my brothers. Indeed, my Lord is Subtle in what He wills. Indeed, it is He who is the Knowing, the Wise."
15,32,meccan,O_Iblis,قال يا إبليس ما لك ألا تكون مع الساجدين,"[Allah] said, O Iblees, what is [the matter] with you that you are not with those who prostrate?"""
17,101,meccan,O_Moses,ولقد آتينا موسى تسع آيات بينات ۖ فاسأل بني إسرائيل إذ جاءهم فقال له فرعون إني لأظنك يا موسى مسحورا,"And We had certainly given Moses nine evident signs, so ask the Children of Israel [about] when he came to them and Pharaoh said to him, ""Indeed I think, O Moses, that you are affected by magic."""
17,102,meccan,O_Pharaoh,قال لقد علمت ما أنزل هؤلاء إلا رب السماوات والأرض بصائر وإني لأظنك يا فرعون مثبورا,"[Moses] said, ""You have already known that none has sent down these [signs] except the Lord of the heavens and the earth as evidence, and indeed I think, O Pharaoh, that you are destroyed."""
18,42,meccan,O_would_that_LAMENT,وأحيط بثمره فأصبح يقلب كفيه على ما أنفق فيها وهي خاوية على عروشها ويقول يا ليتني لم أشرك بربي أحدا,"And his fruits were encompassed [by ruin], so he began to turn his hands about [in dismay] over what he had spent on it, while it had collapsed upon its trellises, and said, ""Oh, I wish I had not associated with my Lord anyone."""
18,49,meccan,O_woe_LAMENT,ووضع الكتاب فترى المجرمين مشفقين مما فيه ويقولون يا ويلتنا مال هذا الكتاب لا يغادر صغيرة ولا كبيرة إلا أحصاها ۚ ووجدوا ما عملوا حاضرا ۗ ولا يظلم ربك أحدا,"And the record [of deeds] will be placed [open], and you will see the criminals fearful of that within it, and they will say, ""Oh, woe to us! What is this book that leaves nothing small or great except that it has enumerated it?"" And they will find what they did present [before them]. And your Lord does injustice to no one."
18,86,meccan,O_DhulQarnayn,حتى إذا بلغ مغرب الشمس وجدها تغرب في عين حمئة ووجد عندها قوما ۗ قلنا يا ذا القرنين إما أن تعذب وإما أن تتخذ فيهم حسنا,"Until, when he reached the setting of the sun, he found it [as if] setting in a spring of dark mud, and he found near it a people. Allah said, ""O Dhul-Qarnayn, either you punish [them] or else adopt among them [a way of] goodness."""
18,94,meccan,O_DhulQarnayn,قالوا يا ذا القرنين إن يأجوج ومأجوج مفسدون في الأرض فهل نجعل لك خرجا على أن تجعل بيننا وبينهم سدا,"They said, ""O Dhul-Qarnayn, indeed Gog and Magog are [great] corrupters in the land. So may we assign for you an expenditure that you might make between us and them a barrier?"""
19,7,meccan,O_Zechariah,يا زكريا إنا نبشرك بغلام اسمه يحيى لم نجعل له من قبل سميا,"[He was told], ""O Zechariah, indeed We give you good tidings of a boy whose name will be John. We have not assigned to any before [this] name."""
19,12,meccan,O_John,يا يحيى خذ الكتاب بقوة ۖ وآتيناه الحكم صبيا,"[Allah] said, ""O John, take the Scripture with determination."" And We gave him judgement [while yet] a boy"
19,23,meccan,O_would_that_LAMENT,فأجاءها المخاض إلى جذع النخلة قالت يا ليتني مت قبل هذا وكنت نسيا منسيا,"And the pains of childbirth drove her to the trunk of a palm tree. She said, ""Oh, I wish I had died before this and was in oblivion, forgotten."""
19,27,meccan,O_Mary,فأتت به قومها تحمله ۖ قالوا يا مريم لقد جئت شيئا فريا,"Then she brought him to her people, carrying him. They said, ""O Mary, you have certainly done a thing unprecedented."
19,28,meccan,O_sister_of_Aaron,يا أخت هارون ما كان أبوك امرأ سوء وما كانت أمك بغيا,"O sister of Aaron, your father was not a man of evil, nor was your mother unchaste."""
19,42,meccan,O_my_father,إذ قال لأبيه يا أبت لم تعبد ما لا يسمع ولا يبصر ولا يغني عنك شيئا,"[Mention] when he said to his father, ""O my father, why do you worship that which does not hear and does not see and will not benefit you at all?"
19,43,meccan,O_my_father,يا أبت إني قد جاءني من العلم ما لم يأتك فاتبعني أهدك صراطا سويا,"O my father, indeed there has come to me of knowledge that which has not come to you, so follow me; I will guide you to an even path."
19,44,meccan,O_my_father,يا أبت لا تعبد الشيطان ۖ إن الشيطان كان للرحمن عصيا,"O my father, do not worship Satan. Indeed Satan has ever been, to the Most Merciful, disobedient."
19,45,meccan,O_my_father,يا أبت إني أخاف أن يمسك عذاب من الرحمن فتكون للشيطان وليا,"O my father, indeed I fear that there will touch you a punishment from the Most Merciful so you would be to Satan a companion [in Hellfire]."""
19,46,meccan,O_Abraham,قال أراغب أنت عن آلهتي يا إبراهيم ۖ لئن لم تنته لأرجمنك ۖ واهجرني مليا,"[His father] said, ""Have you no desire for my gods, O Abraham? If you do not desist, I will surely stone you, so avoid me a prolonged time."""
20,11,meccan,O_Moses,فلما أتاها نودي يا موسى,"And when he came to it, he was called, ""O Moses,"
20,17,meccan,O_Moses,وما تلك بيمينك يا موسى,"And what is that in your right hand, O Moses?"""
20,19,meccan,O_Moses,قال ألقها يا موسى,"[Allah] said, ""Throw it down, O Moses."""
20,36,meccan,O_Moses,قال قد أوتيت سؤلك يا موسى,"[Allah] said, ""You have been granted your request, O Moses."
20,40,meccan,O_Moses,إذ تمشي أختك فتقول هل أدلكم على من يكفله ۖ فرجعناك إلى أمك كي تقر عينها ولا تحزن ۚ وقتلت نفسا فنجيناك من الغم وفتناك فتونا ۚ فلبثت سنين في أهل مدين ثم جئت على قدر يا موسى,"[And We favored you] when your sister went and said, 'Shall I direct you to someone who will be responsible for him?' So We restored you to your mother that she might be content and not grieve. And you killed someone, but We saved you from retaliation and tried you with a [severe] trial. And you remained [some] years among the people of Madyan. Then you came [here] at the decreed time, O Moses."
20,49,meccan,O_Moses,قال فمن ربكما يا موسى,"[Pharaoh] said, ""So who is the Lord of you two, O Moses?"""
20,57,meccan,O_Moses,قال أجئتنا لتخرجنا من أرضنا بسحرك يا موسى,"He said, ""Have you come to us to drive us out of our land with your magic, O Moses?"
20,65,meccan,O_Moses,قالوا يا موسى إما أن تلقي وإما أن نكون أول من ألقى,"They said, ""O Moses, either you throw or we will be the first to throw."""
20,80,meccan,O_children_of_Israel,يا بني إسرائيل قد أنجيناكم من عدوكم وواعدناكم جانب الطور الأيمن ونزلنا عليكم المن والسلوى,"O Children of Israel, We delivered you from your enemy, and We made an appointment with you at the right side of the mount, and We sent down to you manna and quails,"
20,83,meccan,O_Moses,۞ وما أعجلك عن قومك يا موسى,"[Allah] said, ""And what made you hasten from your people, O Moses?"""
20,86,meccan,O_my_people,فرجع موسى إلى قومه غضبان أسفا ۚ قال يا قوم ألم يعدكم ربكم وعدا حسنا ۚ أفطال عليكم العهد أم أردتم أن يحل عليكم غضب من ربكم فأخلفتم موعدي,"So Moses returned to his people, angry and grieved. He said, ""O my people, did your Lord not make you a good promise? Then, was the time [of its fulfillment] too long for you, or did you wish that wrath from your Lord descend upon you, so you broke your promise [of obedience] to me?"""
20,90,meccan,O_my_people,ولقد قال لهم هارون من قبل يا قوم إنما فتنتم به ۖ وإن ربكم الرحمن فاتبعوني وأطيعوا أمري,"And Aaron had already told them before [the return of Moses], ""O my people, you are only being tested by it, and indeed, your Lord is the Most Merciful, so follow me and obey my order."""
20,92,meccan,O_Aaron,قال يا هارون ما منعك إذ رأيتهم ضلوا,"[Moses] said, ""O Aaron, what prevented you, when you saw them going astray,"
20,94,meccan,O_son_of_mother,قال يا ابن أم لا تأخذ بلحيتي ولا برأسي ۖ إني خشيت أن تقول فرقت بين بني إسرائيل ولم ترقب قولي,"[Aaron] said, ""O son of my mother, do not seize [me] by my beard or by my head. Indeed, I feared that you would say, 'You caused division among the Children of Israel, and you did not observe [or await] my word.' """
20,95,meccan,O_Samiri,قال فما خطبك يا سامري,"[Moses] said, ""And what is your case, O Samiri?"""
20,117,meccan,O_Adam,فقلنا يا آدم إن هذا عدو لك ولزوجك فلا يخرجنكما من الجنة فتشقى,"So We said, ""O Adam, indeed this is an enemy to you and to your wife. Then let him not remove you from Paradise so you would suffer."
20,120,meccan,O_Adam,فوسوس إليه الشيطان قال يا آدم هل أدلك على شجرة الخلد وملك لا يبلى,"Then Satan whispered to him; he said, ""O Adam, shall I direct you to the tree of eternity and possession that will not deteriorate?"""
21,14,meccan,O_woe_LAMENT,قالوا يا ويلنا إنا كنا ظالمين,"They said, ""O woe to us! Indeed, we were wrongdoers."""
21,46,meccan,O_woe_LAMENT,ولئن مستهم نفحة من عذاب ربك ليقولن يا ويلنا إنا كنا ظالمين,"And if [as much as] a whiff of the punishment of your Lord should touch them, they would surely say, ""O woe to us! Indeed, we have been wrongdoers."""
21,62,meccan,O_Abraham,قالوا أأنت فعلت هذا بآلهتنا يا إبراهيم,"They said, ""Have you done this to our gods, O Abraham?"""
21,69,meccan,O_fire,قلنا يا نار كوني بردا وسلاما على إبراهيم,"Allah said, ""O fire, be coolness and safety upon Abraham."""
21,97,meccan,O_woe_LAMENT,واقترب الوعد الحق فإذا هي شاخصة أبصار الذين كفروا يا ويلنا قد كنا في غفلة من هذا بل كنا ظالمين,"And [when] the true promise has approached; then suddenly the eyes of those who disbelieved will be staring [in horror, while they say], ""O woe to us; we had been unmindful of this; rather, we were wrongdoers."""
22,1,medinan,O_people,يا أيها الناس اتقوا ربكم ۚ إن زلزلة الساعة شيء عظيم,"O mankind, fear your Lord. Indeed, the convulsion of the [final] Hour is a terrible thing."
22,5,medinan,O_people,يا أيها الناس إن كنتم في ريب من البعث فإنا خلقناكم من تراب ثم من نطفة ثم من علقة ثم من مضغة مخلقة وغير مخلقة لنبين لكم ۚ ونقر في الأرحام ما نشاء إلى أجل مسمى ثم نخرجكم طفلا ثم لتبلغوا أشدكم ۖ ومنكم من يتوفى ومنكم من يرد إلى أرذل العمر لكيلا يعلم من بعد علم شيئا ۚ وترى الأرض هامدة فإذا أنزلنا عليها الماء اهتزت وربت وأنبتت من كل زوج بهيج,"O People, if you should be in doubt about the Resurrection, then [consider that] indeed, We created you from dust, then from a sperm-drop, then from a clinging clot, and then from a lump of flesh, formed and unformed - that We may show you. And We settle in the wombs whom We will for a specified term, then We bring you out as a child, and then [We develop you] that you may reach your [time of] maturity. And among you is he who is taken in [early] death, and among you is he who is returned to the most decrepit [old] age so that he knows, after [once having] knowledge, nothing. And you see the earth barren, but when We send down upon it rain, it quivers and swells and grows [something] of every beautiful kind."
22,49,medinan,O_people,قل يا أيها الناس إنما أنا لكم نذير مبين,"Say, ""O people, I am only to you a clear warner."""
22,73,medinan,O_people,يا أيها الناس ضرب مثل فاستمعوا له ۚ إن الذين تدعون من دون الله لن يخلقوا ذبابا ولو اجتمعوا له ۖ وإن يسلبهم الذباب شيئا لا يستنقذوه منه ۚ ضعف الطالب والمطلوب,"O people, an example is presented, so listen to it. Indeed, those you invoke besides Allah will never create [as much as] a fly, even if they gathered together for that purpose. And if the fly should steal away from them a [tiny] thing, they could not recover it from him. Weak are the pursuer and pursued."
22,77,medinan,O_believers,يا أيها الذين آمنوا اركعوا واسجدوا واعبدوا ربكم وافعلوا الخير لعلكم تفلحون ۩,"O you who have believed, bow and prostrate and worship your Lord and do good - that you may succeed."
23,23,meccan,O_my_people,ولقد أرسلنا نوحا إلى قومه فقال يا قوم اعبدوا الله ما لكم من إله غيره ۖ أفلا تتقون,"And We had certainly sent Noah to his people, and he said, ""O my people, worship Allah; you have no deity other than Him; then will you not fear Him?"""
23,51,meccan,O_messengers,يا أيها الرسل كلوا من الطيبات واعملوا صالحا ۖ إني بما تعملون عليم,"[Allah said], ""O messengers, eat from the good foods and work righteousness. Indeed, I, of what you do, am Knowing."
24,21,medinan,O_believers,۞ يا أيها الذين آمنوا لا تتبعوا خطوات الشيطان ۚ ومن يتبع خطوات الشيطان فإنه يأمر بالفحشاء والمنكر ۚ ولولا فضل الله عليكم ورحمته ما زكى منكم من أحد أبدا ولكن الله يزكي من يشاء ۗ والله سميع عليم,"O you who have believed, do not follow the footsteps of Satan. And whoever follows the footsteps of Satan - indeed, he enjoins immorality and wrongdoing. And if not for the favor of Allah upon you and His mercy, not one of you would have been pure, ever, but Allah purifies whom He wills, and Allah is Hearing and Knowing."
24,27,medinan,O_believers,يا أيها الذين آمنوا لا تدخلوا بيوتا غير بيوتكم حتى تستأنسوا وتسلموا على أهلها ۚ ذلكم خير لكم لعلكم تذكرون,"O you who have believed, do not enter houses other than your own houses until you ascertain welcome and greet their inhabitants. That is best for you; perhaps you will be reminded."
24,58,medinan,O_believers,يا أيها الذين آمنوا ليستأذنكم الذين ملكت أيمانكم والذين لم يبلغوا الحلم منكم ثلاث مرات ۚ من قبل صلاة الفجر وحين تضعون ثيابكم من الظهيرة ومن بعد صلاة العشاء ۚ ثلاث عورات لكم ۚ ليس عليكم ولا عليهم جناح بعدهن ۚ طوافون عليكم بعضكم على بعض ۚ كذلك يبين الله لكم الآيات ۗ والله عليم حكيم,"O you who have believed, let those whom your right hands possess and those who have not [yet] reached puberty among you ask permission of you [before entering] at three times: before the dawn prayer and when you put aside your clothing [for rest] at noon and after the night prayer. [These are] three times of privacy for you. There is no blame upon you nor upon them beyond these [periods], for they continually circulate among you - some of you, among others. Thus does Allah make clear to you the verses; and Allah is Knowing and Wise."
25,27,meccan,O_would_that_LAMENT,ويوم يعض الظالم على يديه يقول يا ليتني اتخذت مع الرسول سبيلا,"And the Day the wrongdoer will bite on his hands [in regret] he will say, ""Oh, I wish I had taken with the Messenger a way."
25,28,meccan,O_woe_LAMENT,يا ويلتى ليتني لم أتخذ فلانا خليلا,"Oh, woe to me! I wish I had not taken that one as a friend."
25,30,meccan,O_my_Lord,وقال الرسول يا رب إن قومي اتخذوا هذا القرآن مهجورا,"And the Messenger has said, ""O my Lord, indeed my people have taken this Qur'an as [a thing] abandoned."""
26,16,meccan,O_Pharaoh,فأتيا فرعون فقولا إنا رسول رب العالمين,"Go to Pharaoh and say, 'We are the messengers of the Lord of the worlds,"
26,116,meccan,O_Noah,قالوا لئن لم تنته يا نوح لتكونن من المرجومين,"They said, ""If you do not desist, O Noah, you will surely be of those who are stoned."""
26,167,meccan,O_Lot,قالوا لئن لم تنته يا لوط لتكونن من المخرجين,"They said, ""If you do not desist, O Lot, you will surely be of those evicted."""
27,9,meccan,O_Moses,يا موسى إنه أنا الله العزيز الحكيم,"O Moses, indeed it is I - Allah, the Exalted in Might, the Wise."""
27,10,meccan,O_Moses,وألق عصاك ۚ فلما رآها تهتز كأنها جان ولى مدبرا ولم يعقب ۚ يا موسى لا تخف إني لا يخاف لدي المرسلون,"And [he was told], ""Throw down your staff."" But when he saw it writhing as if it were a snake, he turned in flight and did not return. [Allah said], ""O Moses, fear not. Indeed, in My presence the messengers do not fear."
27,16,meccan,O_people,وورث سليمان داوود ۖ وقال يا أيها الناس علمنا منطق الطير وأوتينا من كل شيء ۖ إن هذا لهو الفضل المبين,"And Solomon inherited David. He said, ""O people, we have been taught the language of birds, and we have been given from all things. Indeed, this is evident bounty."""
27,18,meccan,O_ants,حتى إذا أتوا على واد النمل قالت نملة يا أيها النمل ادخلوا مساكنكم لا يحطمنكم سليمان وجنوده وهم لا يشعرون,"Until, when they came upon the valley of the ants, an ant said, ""O ants, enter your dwellings that you not be crushed by Solomon and his soldiers while they perceive not."""
27,29,meccan,O_chiefs,قالت يا أيها الملأ إني ألقي إلي كتاب كريم,"She said, ""O eminent ones, indeed, to me has been delivered a noble letter."
27,32,meccan,O_chiefs,قالت يا أيها الملأ أفتوني في أمري ما كنت قاطعة أمرا حتى تشهدون,"She said, ""O eminent ones, advise me in my affair. I would not decide a matter until you witness [for] me."""
