count,kind,item_buck,item_arabic,pos_summary,sample_translations
25,root,$ry,شري,,"Those are the ones who have purchased error [in exchange] for guidance, so their transaction has brought no profit, nor were they guided. || And believe in what I have sent down confirming that which is [already] with you, and be not the first to disbelieve in it. And do not exchange My signs for a "
25,root,Hwl,حول,,"Their example is that of one who kindled a fire, but when it illuminated what was around him, Allah took away their light and left them in darkness [so] they could not see. || Mothers may breastfeed their children two complete years for whoever wishes to complete the nursing [period]. Upon the fathe"
25,root,sqy,سقي,,"And [recall] when Moses prayed for water for his people, so We said, ""Strike with your staff the stone."" And there gushed forth from it twelve springs, and every people knew its watering place. ""Eat and drink from the provision of Allah, and do not commit abuse on the earth, spreading corruption."" |"
25,root,wEZ,وعظ,,"And We made it a deterrent punishment for those who were present and those who succeeded [them] and a lesson for those who fear Allah. || And when you divorce women and they have [nearly] fulfilled their term, either retain them according to acceptable terms or release them according to acceptable t"
25,root,HDr,حضر,,"Or were you witnesses when death approached Jacob, when he said to his sons, ""What will you worship after me?"" They said, ""We will worship your God and the God of your fathers, Abraham and Ishmael and Isaac - one God. And we are Muslims [in submission] to Him."" || Prescribed for you when death appro"
25,root,flk,فلك,,"Indeed, in the creation of the heavens and earth, and the alternation of the night and the day, and the [great] ships which sail through the sea with that which benefits people, and what Allah has sent down from the heavens of rain, giving life thereby to the earth after its lifelessness and dispers"
25,root,bTn,بطن,,"Indeed, they who conceal what Allah has sent down of the Book and exchange it for a small price - those consume not into their bellies except the Fire. And Allah will not speak to them on the Day of Resurrection, nor will He purify them. And they will have a painful punishment. || [Mention, O Muhamm"
25,root,Hdd,حدد,,"It has been made permissible for you the night preceding fasting to go to your wives [for sexual relations]. They are clothing for you and you are clothing for them. Allah knows that you used to deceive yourselves, so He accepted your repentance and forgave you. So now, have relations with them and "
25,root,bsT,بسط,,"Who is it that would loan Allah a goodly loan so He may multiply it for him many times over? And it is Allah who withholds and grants abundance, and to Him you will be returned. || And their prophet said to them, ""Indeed, Allah has sent to you Saul as a king."" They said, ""How can he have kingship ov"
25,root,qsT,قسط,,"O you who have believed, when you contract a debt for a specified term, write it down. And let a scribe write [it] between you in justice. Let no scribe refuse to write as Allah has taught him. So let him write and let the one who has the obligation dictate. And let him fear Allah, his Lord, and not"
25,root,whb,وهب,,"[Who say], ""Our Lord, let not our hearts deviate after You have guided us and grant us from Yourself mercy. Indeed, You are the Bestower. || [Who say], ""Our Lord, let not our hearts deviate after You have guided us and grant us from Yourself mercy. Indeed, You are the Bestower."
25,root,lsn,لسن,,"And indeed, there is among them a party who alter the Scripture with their tongues so you may think it is from the Scripture, but it is not from the Scripture. And they say, ""This is from Allah,"" but it is not from Allah. And they speak untruth about Allah while they know. || Among the Jews are thos"
25,root,Sly,صلي,,"Indeed, those who devour the property of orphans unjustly are only consuming into their bellies fire. And they will be burned in a Blaze. || And whoever does that in aggression and injustice - then We will drive him into a Fire. And that, for Allah, is [always] easy."
24,lemma,<iy~aA,إِيَّا,PRON:24,It is You we worship and You we ask for help. || It is You we worship and You we ask for help.
24,lemma,kaAda,كَادَ,V:24,"The lightning almost snatches away their sight. Every time it lights [the way] for them, they walk therein; but when darkness comes over them, they stand [still]. And if Allah had willed, He could have taken away their hearing and their sight. Indeed, Allah is over all things competent. || He said, "
24,lemma,TaEaAm,طَعَام,N:24,"And [recall] when you said, ""O Moses, we can never endure one [kind of] food. So call upon your Lord to bring forth for us from the earth its green herbs and its cucumbers and its garlic and its lentils and its onions."" [Moses] said, ""Would you exchange what is better for what is less? Go into [any]"
24,lemma,waraA^',وَرَا^ء,"LOC:12,N:12","And when it is said to them, ""Believe in what Allah has revealed,"" they say, ""We believe [only] in what was revealed to us."" And they disbelieve in what came after it, while it is the truth confirming that which is with them. Say, ""Then why did you kill the prophets of Allah before, if you are [inde"
24,lemma,Hay~,حَيّ,"N:23,ADJ:1","And do not say about those who are killed in the way of Allah, ""They are dead."" Rather, they are alive, but you perceive [it] not. || Allah - there is no deity except Him, the Ever-Living, the Sustainer of [all] existence. Neither drowsiness overtakes Him nor sleep. To Him belongs whatever is in the"
24,lemma,>unvaY`,أُنثَىٰ,N:24,"O you who have believed, prescribed for you is legal retribution for those murdered - the free for the free, the slave for the slave, and the female for the female. But whoever overlooks from his brother anything, then there should be a suitable follow-up and payment to him with good conduct. This i"
24,lemma,>akobar,أَكْبَر,"N:13,ADJ:11","They ask you about the sacred month - about fighting therein. Say, ""Fighting therein is great [sin], but averting [people] from the way of Allah and disbelief in Him and [preventing access to] al-Masjid al-Haram and the expulsion of its people therefrom are greater [evil] in the sight of Allah. And "
24,lemma,tawaf~aY`,تَوَفَّىٰ,V:24,"And those who are taken in death among you and leave wives behind - they, [the wives, shall] wait four months and ten [days]. And when they have fulfilled their term, then there is no blame upon you for what they do with themselves in an acceptable manner. And Allah is [fully] Acquainted with what y"
24,lemma,ganiY~,غَنِىّ,"N:20,ADJ:4","Kind speech and forgiveness are better than charity followed by injury. And Allah is Free of need and Forbearing. || O you who have believed, spend from the good things which you have earned and from that which We have produced for you from the earth. And do not aim toward the defective therefrom, s"
24,lemma,TaA^}ifap,طَا^ئِفَة,"N:23,ADJ:1","A faction of the people of the Scripture wish they could mislead you. But they do not mislead except themselves, and they perceive [it] not. || And a faction of the People of the Scripture say [to each other], ""Believe in that which was revealed to the believers at the beginning of the day and rejec"
24,lemma,wakiyl,وَكِيل,N:24,"Those to whom hypocrites said, ""Indeed, the people have gathered against you, so fear them."" But it [merely] increased them in faith, and they said, ""Sufficient for us is Allah, and [He is] the best Disposer of affairs."" || And they say, ""[We pledge] obedience."" But when they leave you, a group of t"
24,lemma,liqaA^',لِقَا^ء,N:24,"Those will have lost who deny the meeting with Allah, until when the Hour [of resurrection] comes upon them unexpectedly, they will say, ""Oh, [how great is] our regret over what we neglected concerning it,"" while they bear their burdens on their backs. Unquestionably, evil is that which they bear. |"
24,lemma,EaAd2,عَاد²,PN:24,"And to the 'Aad [We sent] their brother Hud. He said, ""O my people, worship Allah; you have no deity other than Him. Then will you not fear Him?"" || And remember when He made you successors after the 'Aad and settled you in the land, [and] you take for yourselves palaces from its plains and carve fr"
24,root,gDb,غضب,,"The path of those upon whom You have bestowed favor, not of those who have evoked [Your] anger or of those who are astray. || And [recall] when you said, ""O Moses, we can never endure one [kind of] food. So call upon your Lord to bring forth for us from the earth its green herbs and its cucumbers an"
24,root,mrD,مرض,,"In their hearts is disease, so Allah has increased their disease; and for them is a painful punishment because they [habitually] used to lie. || In their hearts is disease, so Allah has increased their disease; and for them is a painful punishment because they [habitually] used to lie."
24,root,kwd,كود,,"The lightning almost snatches away their sight. Every time it lights [the way] for them, they walk therein; but when darkness comes over them, they stand [still]. And if Allah had willed, He could have taken away their hearing and their sight. Indeed, Allah is over all things competent. || He said, "
24,root,vmr,ثمر,,"[He] who made for you the earth a bed [spread out] and the sky a ceiling and sent down from the sky, rain and brought forth thereby fruits as provision for you. So do not attribute to Allah equals while you know [that there is nothing similar to Him]. || And give good tidings to those who believe an"
24,root,fjr,فجر,,"And [recall] when Moses prayed for water for his people, so We said, ""Strike with your staff the stone."" And there gushed forth from it twelve springs, and every people knew its watering place. ""Eat and drink from the provision of Allah, and do not commit abuse on the earth, spreading corruption."" |"
24,root,*ll,ذلل,,"And [recall] when you said, ""O Moses, we can never endure one [kind of] food. So call upon your Lord to bring forth for us from the earth its green herbs and its cucumbers and its garlic and its lentils and its onions."" [Moses] said, ""Would you exchange what is better for what is less? Go into [any]"
24,root,jhl,جهل,,"And [recall] when Moses said to his people, ""Indeed, Allah commands you to slaughter a cow."" They said, ""Do you take us in ridicule?"" He said, ""I seek refuge in Allah from being among the ignorant."" || [Charity is] for the poor who have been restricted for the cause of Allah, unable to move about in"
24,root,Emr,عمر,,"And you will surely find them the most greedy of people for life - [even] more than those who associate others with Allah. One of them wishes that he could be granted life a thousand years, but it would not remove him in the least from the [coming] punishment that he should be granted life. And Alla"
24,root,fH$,فحش,,"He only orders you to evil and immorality and to say about Allah what you do not know. || Satan threatens you with poverty and orders you to immorality, while Allah promises you forgiveness from Him and bounty. And Allah is all-Encompassing and Knowing."
24,root,rqb,رقب,,"Righteousness is not that you turn your faces toward the east or the west, but [true] righteousness is [in] one who believes in Allah, the Last Day, the angels, the Book, and the prophets and gives wealth, in spite of love for it, to relatives, orphans, the needy, the traveler, those who ask [for he"
24,root,A*y,اذي,,"And complete the Hajj and 'umrah for Allah. But if you are prevented, then [offer] what can be obtained with ease of sacrificial animals. And do not shave your heads until the sacrificial animal has reached its place of slaughter. And whoever among you is ill or has an ailment of the head [making sh"
24,root,wqE,وقع,,And whoever emigrates for the cause of Allah will find on the earth many [alternative] locations and abundance. And whoever leaves his home as an emigrant to Allah and His Messenger and then death overtakes him - his reward has already become incumbent upon Allah. And Allah is ever Forgiving and Mer
23,lemma,Zuluma`t,ظُلُمَٰت,"N:22,ADJ:1","Their example is that of one who kindled a fire, but when it illuminated what was around him, Allah took away their light and left them in darkness [so] they could not see. || Or [it is] like a rainstorm from the sky within which is darkness, thunder and lightning. They put their fingers in their ea"
23,lemma,saboE,سَبْع,"N:22,T:1","It is He who created for you all of that which is on the earth. Then He directed Himself to the heaven, [His being above all creation], and made them seven heavens, and He is Knowing of all things. || The example of those who spend their wealth in the way of Allah is like a seed [of grain] which gro"
23,lemma,<im~aA,إِمَّا,"EXL:22,COND:1","We said, ""Go down from it, all of you. And when guidance comes to you from Me, whoever follows My guidance - there will be no fear concerning them, nor will they grieve. || They said, ""O Moses, either you throw [your staff], or we will be the ones to throw [first]."""
23,lemma,>anjaY`,أَنجَىٰ,V:23,"And [recall] when We parted the sea for you and saved you and drowned the people of Pharaoh while you were looking on. || Say, ""Who rescues you from the darknesses of the land and sea [when] you call upon Him imploring [aloud] and privately, 'If He should save us from this [crisis], we will surely b"
23,lemma,saAjid,سَاجِد,"N:18,ADJ:5","And [recall] when We said, ""Enter this city and eat from it wherever you will in [ease and] abundance, and enter the gate bowing humbly and say, 'Relieve us of our burdens.' We will [then] forgive your sins for you, and We will increase the doers of good [in goodness and reward]."" || And We raised o"
23,lemma,bad~ala,بَدَّلَ,V:23,"But those who wronged changed [those words] to a statement other than that which had been said to them, so We sent down upon those who wronged a punishment from the sky because they were defiantly disobeying. || Then whoever alters the bequest after he has heard it - the sin is only upon those who h"
23,lemma,yatiym,يَتِيم,"N:21,ADJ:2","And [recall] when We took the covenant from the Children of Israel, [enjoining upon them], ""Do not worship except Allah; and to parents do good and to relatives, orphans, and the needy. And speak to people good [words] and establish prayer and give zakah."" Then you turned away, except a few of you, "
23,lemma,misokiyn,مِسْكِين,"N:22,ADJ:1","And [recall] when We took the covenant from the Children of Israel, [enjoining upon them], ""Do not worship except Allah; and to parents do good and to relatives, orphans, and the needy. And speak to people good [words] and establish prayer and give zakah."" Then you turned away, except a few of you, "
23,lemma,laEana,لَعَنَ,V:23,"And they said, ""Our hearts are wrapped."" But, [in fact], Allah has cursed them for their disbelief, so little is it that they believe. || Indeed, those who conceal what We sent down of clear proofs and guidance after We made it clear for the people in the Scripture - those are cursed by Allah and cu"
23,lemma,$aha`dap,شَهَٰدَة,N:23,"Or do you say that Abraham and Ishmael and Isaac and Jacob and the Descendants were Jews or Christians? Say, ""Are you more knowing or is Allah?"" And who is more unjust than one who conceals a testimony he has from Allah? And Allah is not unaware of what you do. || O you who have believed, when you c"
23,lemma,fulok,فُلْك,N:23,"Indeed, in the creation of the heavens and earth, and the alternation of the night and the day, and the [great] ships which sail through the sea with that which benefits people, and what Allah has sent down from the heavens of rain, giving life thereby to the earth after its lifelessness and dispers"
23,lemma,*aA,ذَا,"N:18,DEM:5","Who is it that would loan Allah a goodly loan so He may multiply it for him many times over? And it is Allah who withholds and grants abundance, and to Him you will be returned. || Allah - there is no deity except Him, the Ever-Living, the Sustainer of [all] existence. Neither drowsiness overtakes H"
23,lemma,>a*ina,أَذِنَ,V:23,"And if you do not, then be informed of a war [against you] from Allah and His Messenger. But if you repent, you may have your principal - [thus] you do no wrong, nor are you wronged. || Said Pharaoh, ""You believed in him before I gave you permission. Indeed, this is a conspiracy which you conspired "
23,lemma,fatanu,فَتَنُ,V:23,"And when you travel throughout the land, there is no blame upon you for shortening the prayer, [especially] if you fear that those who disbelieve may disrupt [or attack] you. Indeed, the disbelievers are ever to you a clear enemy. || And judge, [O Muhammad], between them by what Allah has revealed a"
23,lemma,qaron,قَرْن,N:23,Have they not seen how many generations We destroyed before them which We had established upon the earth as We have not established you? And We sent [rain from] the sky upon them in showers and made rivers flow beneath them; then We destroyed them for their sins and brought forth after them a genera
23,lemma,*ikoraY`,ذِكْرَىٰ,N:23,"And when you see those who engage in [offensive] discourse concerning Our verses, then turn away from them until they enter into another conversation. And if Satan should cause you to forget, then do not remain after the reminder with the wrongdoing people. || And those who fear Allah are not held a"
23,root,m$y,مشي,,"The lightning almost snatches away their sight. Every time it lights [the way] for them, they walk therein; but when darkness comes over them, they stand [still]. And if Allah had willed, He could have taken away their hearing and their sight. Indeed, Allah is over all things competent. || And is on"
23,root,lbs,لبس,,"And do not mix the truth with falsehood or conceal the truth while you know [it]. || It has been made permissible for you the night preceding fasting to go to your wives [for sexual relations]. They are clothing for you and you are clothing for them. Allah knows that you used to deceive yourselves, "
23,root,grq,غرق,,"And [recall] when We parted the sea for you and saved you and drowned the people of Pharaoh while you were looking on. || But they denied him, so We saved him and those who were with him in the ship. And We drowned those who denied Our signs. Indeed, they were a blind people."
23,root,ytm,يتم,,"And [recall] when We took the covenant from the Children of Israel, [enjoining upon them], ""Do not worship except Allah; and to parents do good and to relatives, orphans, and the needy. And speak to people good [words] and establish prayer and give zakah."" Then you turned away, except a few of you, "
23,root,srE,سرع,,"Those will have a share of what they have earned, and Allah is swift in account. || Indeed, the religion in the sight of Allah is Islam. And those who were given the Scripture did not differ except after knowledge had come to them - out of jealous animosity between themselves. And whoever disbelieve"
23,root,nkH,نكح,,"And do not marry polytheistic women until they believe. And a believing slave woman is better than a polytheist, even though she might please you. And do not marry polytheistic men [to your women] until they believe. And a believing slave is better than a polytheist, even though he might please you."
23,root,Tlq,طلق,,"And if they decide on divorce - then indeed, Allah is Hearing and Knowing. || Divorced women remain in waiting for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them "
23,root,srf,سرف,,"And their words were not but that they said, ""Our Lord, forgive us our sins and the excess [committed] in our affairs and plant firmly our feet and give us victory over the disbelieving people."" || And test the orphans [in their abilities] until they reach marriageable age. Then if you perceive in t"
23,root,wzn,وزن,,"And do not approach the orphan's property except in a way that is best until he reaches maturity. And give full measure and weight in justice. We do not charge any soul except [with that within] its capacity. And when you testify, be just, even if [it concerns] a near relative. And the covenant of A"
22,lemma,samoE,سَمْع,N:22,"Allah has set a seal upon their hearts and upon their hearing, and over their vision is a veil. And for them is a great punishment. || The lightning almost snatches away their sight. Every time it lights [the way] for them, they walk therein; but when darkness comes over them, they stand [still]. An"
22,lemma,rafaEa,رَفَعَ,V:22,"And [recall] when We took your covenant, [O Children of Israel, to abide by the Torah] and We raised over you the mount, [saying], ""Take what We have given you with determination and remember what is in it that perhaps you may become righteous."" || And [recall] when We took your covenant and raised "
22,lemma,xalof,خَلْف,"N:17,LOC:5","And We made it a deterrent punishment for those who were present and those who succeeded [them] and a lesson for those who fear Allah. || Allah - there is no deity except Him, the Ever-Living, the Sustainer of [all] existence. Neither drowsiness overtakes Him nor sleep. To Him belongs whatever is in"
22,lemma,balaY`,بَلَىٰ,ANS:22,"Yes, whoever earns evil and his sin has encompassed him - those are the companions of the Fire; they will abide therein eternally. || Yes [on the contrary], whoever submits his face in Islam to Allah while being a doer of good will have his reward with his Lord. And no fear will there be concerning "
22,lemma,say~i}ap,سَيِّئَة,"N:21,ADJ:1","Yes, whoever earns evil and his sin has encompassed him - those are the companions of the Fire; they will abide therein eternally. || If good touches you, it distresses them; but if harm strikes you, they rejoice at it. And if you are patient and fear Allah, their plot will not harm you at all. Inde"
22,lemma,>asolama,أَسْلَمَ,V:22,"Yes [on the contrary], whoever submits his face in Islam to Allah while being a doer of good will have his reward with his Lord. And no fear will there be concerning them, nor will they grieve. || When his Lord said to him, ""Submit"", he said ""I have submitted [in Islam] to the Lord of the worlds."""
22,lemma,duEaA^',دُعَا^ء,N:22,"The example of those who disbelieve is like that of one who shouts at what hears nothing but calls and cries cattle or sheep - deaf, dumb and blind, so they do not understand. || At that, Zechariah called upon his Lord, saying, ""My Lord, grant me from Yourself a good offspring. Indeed, You are the H"
22,lemma,naSor,نَصْر,N:22,"Or do you think that you will enter Paradise while such [trial] has not yet come to you as came to those who passed on before you? They were touched by poverty and hardship and were shaken until [even their] messenger and those who believed with him said, ""When is the help of Allah?"" Unquestionably,"
22,lemma,yarojuwA@,يَرْجُوا@,V:22,"Indeed, those who have believed and those who have emigrated and fought in the cause of Allah - those expect the mercy of Allah. And Allah is Forgiving and Merciful. || And do not weaken in pursuit of the enemy. If you should be suffering - so are they suffering as you are suffering, but you expect "
22,lemma,wahaba,وَهَبَ,V:22,"[Who say], ""Our Lord, let not our hearts deviate after You have guided us and grant us from Yourself mercy. Indeed, You are the Bestower. || At that, Zechariah called upon his Lord, saying, ""My Lord, grant me from Yourself a good offspring. Indeed, You are the Hearer of supplication."""
22,lemma,jamaEa,جَمَعَ,V:22,"So how will it be when We assemble them for a Day about which there is no doubt? And each soul will be compensated [in full for] what it earned, and they will not be wronged. || And if you are killed in the cause of Allah or die - then forgiveness from Allah and mercy are better than whatever they a"
22,lemma,makara,مَكَرَ,V:22,"And the disbelievers planned, but Allah planned. And Allah is the best of planners. || And the disbelievers planned, but Allah planned. And Allah is the best of planners."
22,lemma,ma>owaY`,مَأْوَىٰ,N:22,"We will cast terror into the hearts of those who disbelieve for what they have associated with Allah of which He had not sent down [any] authority. And their refuge will be the Fire, and wretched is the residence of the wrongdoers. || So is one who pursues the pleasure of Allah like one who brings u"
22,lemma,bar~,بَرّ,"N:21,ADJ:1","Our Lord, indeed we have heard a caller calling to faith, [saying], 'Believe in your Lord,' and we have believed. Our Lord, so forgive us our sins and remove from us our misdeeds and cause us to die with the righteous. || But those who feared their Lord will have gardens beneath which rivers flow, a"
22,lemma,m~u&omina`t,مُّؤْمِنَٰت,"N:18,ADJ:4","And whoever among you cannot [find] the means to marry free, believing women, then [he may marry] from those whom your right hands possess of believing slave girls. And Allah is most knowing about your faith. You [believers] are of one another. So marry them with the permission of their people and g"
22,lemma,>a*aAqa,أَذَاقَ,V:22,"Say, ""He is the [one] Able to send upon you affliction from above you or from beneath your feet or to confuse you [so you become] sects and make you taste the violence of one another."" Look how We diversify the signs that they might understand. || And when We give the people a taste of mercy after a"
22,lemma,jin~,جِنّ,N:22,"But they have attributed to Allah partners - the jinn, while He has created them - and have fabricated for Him sons and daughters. Exalted is He and high above what they describe || And thus We have made for every prophet an enemy - devils from mankind and jinn, inspiring to one another decorative s"
22,lemma,sa`Hir,سَٰحِر,N:22,"Said the eminent among the people of Pharaoh, ""Indeed, this is a learned magician || Who will bring you every learned magician."""
22,lemma,sax~ara,سَخَّرَ,V:22,"It is Allah who erected the heavens without pillars that you [can] see; then He established Himself above the Throne and made subject the sun and the moon, each running [its course] for a specified term. He arranges [each] matter; He details the signs that you may, of the meeting with your Lord, be "
22,root,rbE,ربع,,"And [recall] when We made an appointment with Moses for forty nights. Then you took [for worship] the calf after him, while you were wrongdoers. || For those who swear not to have sexual relations with their wives is a waiting time of four months, but if they return [to normal relations] - then inde"
22,root,xTA,خطا,,"And [recall] when We said, ""Enter this city and eat from it wherever you will in [ease and] abundance, and enter the gate bowing humbly and say, 'Relieve us of our burdens.' We will [then] forgive your sins for you, and We will increase the doers of good [in goodness and reward]."" || Yes, whoever ea"
22,root,Alf,الف,,"And you will surely find them the most greedy of people for life - [even] more than those who associate others with Allah. One of them wishes that he could be granted life a thousand years, but it would not remove him in the least from the [coming] punishment that he should be granted life. And Alla"
22,root,tmm,تمم,,"And [mention, O Muhammad], when Abraham was tried by his Lord with commands and he fulfilled them. [Allah] said, ""Indeed, I will make you a leader for the people."" [Abraham] said, ""And of my descendants?"" [Allah] said, ""My covenant does not include the wrongdoers."" || And from wherever you go out [f"
22,root,gwy,غوي,,"There shall be no compulsion in [acceptance of] the religion. The right course has become clear from the wrong. So whoever disbelieves in Taghut and believes in Allah has grasped the most trustworthy handhold with no break in it. And Allah is Hearing and Knowing. || [Satan] said, ""Because You have p"
22,root,trb,ترب,,"O you who have believed, do not invalidate your charities with reminders or injury as does one who spends his wealth [only] to be seen by the people and does not believe in Allah and the Last Day. His example is like that of a [large] smooth stone upon which is dust and is hit by a downpour that lea"
22,root,frH,فرح,,"If good touches you, it distresses them; but if harm strikes you, they rejoice at it. And if you are patient and fear Allah, their plot will not harm you at all. Indeed, Allah is encompassing of what they do. || Rejoicing in what Allah has bestowed upon them of His bounty, and they receive good tidi"
22,root,Erb,عرب,,"And those with excuses among the bedouins came to be permitted [to remain], and they who had lied to Allah and His Messenger sat [at home]. There will strike those who disbelieved among them a painful punishment. || The bedouins are stronger in disbelief and hypocrisy and more likely not to know the"
21,lemma,mufosid,مُفْسِد,N:21,"Unquestionably, it is they who are the corrupters, but they perceive [it] not. || And [recall] when Moses prayed for water for his people, so We said, ""Strike with your staff the stone."" And there gushed forth from it twelve springs, and every people knew its watering place. ""Eat and drink from the "
21,lemma,{sotuhozi}a,ٱسْتُهْزِئَ,V:21,"[But] Allah mocks them and prolongs them in their transgression [while] they wander blindly. || And it has already come down to you in the Book that when you hear the verses of Allah [recited], they are denied [by them] and ridiculed; so do not sit with them until they enter into another conversatio"
21,lemma,{$otaraY`,ٱشْتَرَىٰ,V:21,"Those are the ones who have purchased error [in exchange] for guidance, so their transaction has brought no profit, nor were they guided. || And believe in what I have sent down confirming that which is [already] with you, and be not the first to disbelieve in it. And do not exchange My signs for a "
21,lemma,>aEomaY`,أَعْمَىٰ,"N:18,ADJ:3","Deaf, dumb and blind - so they will not return [to the right path]. || The example of those who disbelieve is like that of one who shouts at what hears nothing but calls and cries cattle or sheep - deaf, dumb and blind, so they do not understand."
21,lemma,m~a$a,مَّشَ,V:21,"The lightning almost snatches away their sight. Every time it lights [the way] for them, they walk therein; but when darkness comes over them, they stand [still]. And if Allah had willed, He could have taken away their hearing and their sight. Indeed, Allah is over all things competent. || And is on"
21,lemma,>amaAta,أَمَاتَ,V:21,"How can you disbelieve in Allah when you were lifeless and He brought you to life; then He will cause you to die, then He will bring you [back] to life, and then to Him you will be returned. || Have you not considered the one who argued with Abraham about his Lord [merely] because Allah had given hi"
21,lemma,katama,كَتَمَ,V:21,"He said, ""O Adam, inform them of their names."" And when he had informed them of their names, He said, ""Did I not tell you that I know the unseen [aspects] of the heavens and the earth? And I know what you reveal and what you have concealed."" || And do not mix the truth with falsehood or conceal the "
21,lemma,Tay~iba`t,طَيِّبَٰت,N:21,"And We shaded you with clouds and sent down to you manna and quails, [saying], ""Eat from the good things with which We have provided you."" And they wronged Us not - but they were [only] wronging themselves. || O you who have believed, eat from the good things which We have provided for you and be gr"
21,lemma,ruwH,رُوح,N:21,"And We did certainly give Moses the Torah and followed up after him with messengers. And We gave Jesus, the son of Mary, clear proofs and supported him with the Pure Spirit. But is it [not] that every time a messenger came to you, [O Children of Israel], with what your souls did not desire, you were"
21,lemma,$ahor,شَهْر,N:21,"The month of Ramadhan [is that] in which was revealed the Qur'an, a guidance for the people and clear proofs of guidance and criterion. So whoever sights [the new moon of] the month, let him fast it; and whoever is ill or on a journey - then an equal number of other days. Allah intends for you ease "
21,lemma,>aHosana,أَحْسَنَ,V:21,"And spend in the way of Allah and do not throw [yourselves] with your [own] hands into destruction [by refraining]. And do good; indeed, Allah loves the doers of good. || Those [believers] who responded to Allah and the Messenger after injury had struck them. For those who did good among them and fe"
21,lemma,naSiyb,نَصِيب,N:21,"Those will have a share of what they have earned, and Allah is swift in account. || Do you not consider, [O Muhammad], those who were given a portion of the Scripture? They are invited to the Scripture of Allah that it should arbitrate between them; then a party of them turns away, and they are refu"
21,lemma,kam,كَم,"INTG:20,N:1","Ask the Children of Israel how many a sign of evidence We have given them. And whoever exchanges the favor of Allah [for disbelief] after it has come to him - then indeed, Allah is severe in penalty. || And when Saul went forth with the soldiers, he said, ""Indeed, Allah will be testing you with a ri"
21,lemma,Hasan,حَسَن,"ADJ:20,N:1","Who is it that would loan Allah a goodly loan so He may multiply it for him many times over? And it is Allah who withholds and grants abundance, and to Him you will be returned. || So her Lord accepted her with good acceptance and caused her to grow in a good manner and put her in the care of Zechar"
21,lemma,m~usam~FY,مُّسَمًّى,"N:16,ADJ:5","O you who have believed, when you contract a debt for a specified term, write it down. And let a scribe write [it] between you in justice. Let no scribe refuse to write as Allah has taught him. So let him write and let the one who has the obligation dictate. And let him fear Allah, his Lord, and not"
21,lemma,waDaEa,وَضَعَ,V:21,"But when she delivered her, she said, ""My Lord, I have delivered a female."" And Allah was most knowing of what she delivered, ""And the male is not like the female. And I have named her Mary, and I seek refuge for her in You and [for] her descendants from Satan, the expelled [from the mercy of Allah]"
21,lemma,$aAhid,شَاهِد,"N:19,ADJ:2","Our Lord, we have believed in what You revealed and have followed the messenger Jesus, so register us among the witnesses [to truth]."" || And [recall, O People of the Scripture], when Allah took the covenant of the prophets, [saying], ""Whatever I give you of the Scripture and wisdom and then there c"
21,lemma,m~uka*~ibiyn,مُّكَذِّبِين,N:21,"Similar situations [as yours] have passed on before you, so proceed throughout the earth and observe how was the end of those who denied. || Say, ""Travel through the land; then observe how was the end of the deniers."""
21,lemma,Zan~,ظَنّ,N:21,"Then after distress, He sent down upon you security [in the form of] drowsiness, overcoming a faction of you, while another faction worried about themselves, thinking of Allah other than the truth - the thought of ignorance, saying, ""Is there anything for us [to have done] in this matter?"" Say, ""Ind"
21,root,H*r,حذر,,"Or [it is] like a rainstorm from the sky within which is darkness, thunder and lightning. They put their fingers in their ears against the thunderclaps in dread of death. But Allah is encompassing of the disbelievers. || There is no blame upon you for that to which you [indirectly] allude concerning"
21,root,Hjr,حجر,,"But if you do not - and you will never be able to - then fear the Fire, whose fuel is men and stones, prepared for the disbelievers. || And [recall] when Moses prayed for water for his people, so We said, ""Strike with your staff the stone."" And there gushed forth from it twelve springs, and every pe"
21,root,ktm,كتم,,"He said, ""O Adam, inform them of their names."" And when he had informed them of their names, He said, ""Did I not tell you that I know the unseen [aspects] of the heavens and the earth? And I know what you reveal and what you have concealed."" || And do not mix the truth with falsehood or conceal the "
21,root,hwd,هود,,"Indeed, those who believed and those who were Jews or Christians or Sabeans [before Prophet Muhammad] - those [among them] who believed in Allah and the Last Day and did righteousness - will have their reward with their Lord, and no fear will there be concerning them, nor will they grieve. || And th"
21,root,mny,مني,,"And among them are unlettered ones who do not know the Scripture except in wishful thinking, but they are only assuming. || Say, [O Muhammad], ""If the home of the Hereafter with Allah is for you alone and not the [other] people, then wish for death, if you should be truthful."
21,root,$hr,شهر,,"The month of Ramadhan [is that] in which was revealed the Qur'an, a guidance for the people and clear proofs of guidance and criterion. So whoever sights [the new moon of] the month, let him fast it; and whoever is ill or on a journey - then an equal number of other days. Allah intends for you ease "
21,root,Hlm,حلم,,"Allah does not impose blame upon you for what is unintentional in your oaths, but He imposes blame upon you for what your hearts have earned. And Allah is Forgiving and Forbearing. || There is no blame upon you for that to which you [indirectly] allude concerning a proposal to women or for what you "
21,root,bqy,بقي,,"And their prophet said to them, ""Indeed, a sign of his kingship is that the chest will come to you in which is assurance from your Lord and a remnant of what the family of Moses and the family of Aaron had left, carried by the angels. Indeed in that is a sign for you, if you are believers."" || O you"
