surah_id,verse_id,n_letters,abjad_total,text
3,70,36,3066,يا أهل الكتاب لم تكفرون بآيات الله وأنتم تشهدون
3,71,50,3485,يا أهل الكتاب لم تلبسون الحق بالباطل وتكتمون الحق وأنتم تعلمون
3,72,71,5055,وقالت طائفة من أهل الكتاب آمنوا بالذي أنزل على الذين آمنوا وجه النهار واكفروا آخره لعلهم يرجعون
3,73,101,6383,ولا تؤمنوا إلا لمن تبع دينكم قل إن الهدى هدى الله أن يؤتى أحد مثل ما أوتيتم أو يحاجوكم عند ربكم ۗ قل إن الفضل بيد الله يؤتيه من يشاء ۗ والله واسع عليم
3,74,33,4926,يختص برحمته من يشاء ۗ والله ذو الفضل العظيم
3,75,130,6550,۞ ومن أهل الكتاب من إن تأمنه بقنطار يؤده إليك ومنهم من إن تأمنه بدينار لا يؤده إليك إلا ما دمت عليه قائما ۗ ذلك بأنهم قالوا ليس علينا في الأميين سبيل ويقولون على الله الكذب وهم يعلمون
3,76,31,1648,بلى من أوفى بعهده واتقى فإن الله يحب المتقين
3,77,107,7513,إن الذين يشترون بعهد الله وأيمانهم ثمنا قليلا أولئك لا خلاق لهم في الآخرة ولا يكلمهم الله ولا ينظر إليهم يوم القيامة ولا يزكيهم ولهم عذاب أليم
3,78,117,5633,وإن منهم لفريقا يلوون ألسنتهم بالكتاب لتحسبوه من الكتاب وما هو من الكتاب ويقولون هو من عند الله وما هو من عند الله ويقولون على الله الكذب وهم يعلمون
3,79,117,6507,ما كان لبشر أن يؤتيه الله الكتاب والحكم والنبوة ثم يقول للناس كونوا عبادا لي من دون الله ولكن كونوا ربانيين بما كنتم تعلمون الكتاب وبما كنتم تدرسون
3,80,58,5126,ولا يأمركم أن تتخذوا الملائكة والنبيين أربابا ۗ أيأمركم بالكفر بعد إذ أنتم مسلمون
3,81,133,13129,وإذ أخذ الله ميثاق النبيين لما آتيتكم من كتاب وحكمة ثم جاءكم رسول مصدق لما معكم لتؤمنن به ولتنصرنه ۚ قال أأقررتم وأخذتم على ذلكم إصري ۖ قالوا أقررنا ۚ قال فاشهدوا وأنا معكم من الشاهدين
3,82,26,1941,فمن تولى بعد ذلك فأولئك هم الفاسقون
3,83,58,5123,أفغير دين الله يبغون وله أسلم من في السماوات والأرض طوعا وكرها وإليه يرجعون
3,84,114,4023,قل آمنا بالله وما أنزل علينا وما أنزل على إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى والنبيون من ربهم لا نفرق بين أحد منهم ونحن له مسلمون
3,85,49,5322,ومن يبتغ غير الإسلام دينا فلن يقبل منه وهو في الآخرة من الخاسرين
3,86,80,3608,كيف يهدي الله قوما كفروا بعد إيمانهم وشهدوا أن الرسول حق وجاءهم البينات ۚ والله لا يهدي القوم الظالمين
3,87,39,982,أولئك جزاؤهم أن عليهم لعنة الله والملائكة والناس أجمعين
3,88,37,3859,خالدين فيها لا يخفف عنهم العذاب ولا هم ينظرون
3,89,40,4029,إلا الذين تابوا من بعد ذلك وأصلحوا فإن الله غفور رحيم
3,90,58,4725,إن الذين كفروا بعد إيمانهم ثم ازدادوا كفرا لن تقبل توبتهم وأولئك هم الضالون
3,91,83,6343,إن الذين كفروا وماتوا وهم كفار فلن يقبل من أحدهم ملء الأرض ذهبا ولو افتدى به ۗ أولئك لهم عذاب أليم وما لهم من ناصرين
3,92,53,3830,لن تنالوا البر حتى تنفقوا مما تحبون ۚ وما تنفقوا من شيء فإن الله به عليم
3,93,88,5612,۞ كل الطعام كان حلا لبني إسرائيل إلا ما حرم إسرائيل على نفسه من قبل أن تنزل التوراة ۗ قل فأتوا بالتوراة فاتلوها إن كنتم صادقين
3,94,40,3925,فمن افترى على الله الكذب من بعد ذلك فأولئك هم الظالمون
3,95,45,2286,قل صدق الله ۗ فاتبعوا ملة إبراهيم حنيفا وما كان من المشركين
3,96,38,2879,إن أول بيت وضع للناس للذي ببكة مباركا وهدى للعالمين
3,97,93,5855,فيه آيات بينات مقام إبراهيم ۖ ومن دخله كان آمنا ۗ ولله على الناس حج البيت من استطاع إليه سبيلا ۚ ومن كفر فإن الله غني عن العالمين
3,98,47,3063,قل يا أهل الكتاب لم تكفرون بآيات الله والله شهيد على ما تعملون
3,99,73,6001,قل يا أهل الكتاب لم تصدون عن سبيل الله من آمن تبغونها عوجا وأنتم شهداء ۗ وما الله بغافل عما تعملون
3,100,64,4478,يا أيها الذين آمنوا إن تطيعوا فريقا من الذين أوتوا الكتاب يردوكم بعد إيمانكم كافرين
3,101,69,5259,وكيف تكفرون وأنتم تتلى عليكم آيات الله وفيكم رسوله ۗ ومن يعتصم بالله فقد هدي إلى صراط مستقيم
3,102,50,4189,يا أيها الذين آمنوا اتقوا الله حق تقاته ولا تموتن إلا وأنتم مسلمون
3,103,147,12192,واعتصموا بحبل الله جميعا ولا تفرقوا ۚ واذكروا نعمت الله عليكم إذ كنتم أعداء فألف بين قلوبكم فأصبحتم بنعمته إخوانا وكنتم على شفا حفرة من النار فأنقذكم منها ۗ كذلك يبين الله لكم آياته لعلكم تهتدون
3,104,63,3388,ولتكن منكم أمة يدعون إلى الخير ويأمرون بالمعروف وينهون عن المنكر ۚ وأولئك هم المفلحون
3,105,62,5922,ولا تكونوا كالذين تفرقوا واختلفوا من بعد ما جاءهم البينات ۚ وأولئك لهم عذاب عظيم
3,106,78,7215,يوم تبيض وجوه وتسود وجوه ۚ فأما الذين اسودت وجوههم أكفرتم بعد إيمانكم فذوقوا العذاب بما كنتم تكفرون
3,107,41,3432,وأما الذين ابيضت وجوههم ففي رحمة الله هم فيها خالدون
3,108,48,3259,تلك آيات الله نتلوها عليك بالحق ۗ وما الله يريد ظلما للعالمين
3,109,40,2961,ولله ما في السماوات وما في الأرض ۚ وإلى الله ترجع الأمور
3,110,104,8516,كنتم خير أمة أخرجت للناس تأمرون بالمعروف وتنهون عن المنكر وتؤمنون بالله ۗ ولو آمن أهل الكتاب لكان خيرا لهم ۚ منهم المؤمنون وأكثرهم الفاسقون
3,111,43,3877,لن يضروكم إلا أذى ۖ وإن يقاتلوكم يولوكم الأدبار ثم لا ينصرون
3,112,143,12723,ضربت عليهم الذلة أين ما ثقفوا إلا بحبل من الله وحبل من الناس وباءوا بغضب من الله وضربت عليهم المسكنة ۚ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون الأنبياء بغير حق ۚ ذلك بما عصوا وكانوا يعتدون
3,113,50,2243,۞ ليسوا سواء ۗ من أهل الكتاب أمة قائمة يتلون آيات الله آناء الليل وهم يسجدون
3,114,79,4584,يؤمنون بالله واليوم الآخر ويأمرون بالمعروف وينهون عن المنكر ويسارعون في الخيرات وأولئك من الصالحين
3,115,40,2480,وما يفعلوا من خير فلن يكفروه ۗ والله عليم بالمتقين
3,116,70,4842,إن الذين كفروا لن تغني عنهم أموالهم ولا أولادهم من الله شيئا ۖ وأولئك أصحاب النار ۚ هم فيها خالدون
3,117,93,8651,مثل ما ينفقون في هذه الحياة الدنيا كمثل ريح فيها صر أصابت حرث قوم ظلموا أنفسهم فأهلكته ۚ وما ظلمهم الله ولكن أنفسهم يظلمون
3,118,116,10954,يا أيها الذين آمنوا لا تتخذوا بطانة من دونكم لا يألونكم خبالا ودوا ما عنتم قد بدت البغضاء من أفواههم وما تخفي صدورهم أكبر ۚ قد بينا لكم الآيات ۖ إن كنتم تعقلون
3,119,118,12241,ها أنتم أولاء تحبونهم ولا يحبونكم وتؤمنون بالكتاب كله وإذا لقوكم قالوا آمنا وإذا خلوا عضوا عليكم الأنامل من الغيظ ۚ قل موتوا بغيظكم ۗ إن الله عليم بذات الصدور
3,120,79,5875,إن تمسسكم حسنة تسؤهم وإن تصبكم سيئة يفرحوا بها ۖ وإن تصبروا وتتقوا لا يضركم كيدهم شيئا ۗ إن الله بما يعملون محيط
3,121,45,4098,وإذ غدوت من أهلك تبوئ المؤمنين مقاعد للقتال ۗ والله سميع عليم
3,122,52,3826,إذ همت طائفتان منكم أن تفشلا والله وليهما ۗ وعلى الله فليتوكل المؤمنون
3,123,44,3860,ولقد نصركم الله ببدر وأنتم أذلة ۖ فاتقوا الله لعلكم تشكرون
3,124,52,3715,إذ تقول للمؤمنين ألن يكفيكم أن يمدكم ربكم بثلاثة آلاف من الملائكة منزلين
3,125,62,4914,بلى ۚ إن تصبروا وتتقوا ويأتوكم من فورهم هذا يمددكم ربكم بخمسة آلاف من الملائكة مسومين
3,126,64,2547,وما جعله الله إلا بشرى لكم ولتطمئن قلوبكم به ۗ وما النصر إلا من عند الله العزيز الحكيم
3,127,41,3122,ليقطع طرفا من الذين كفروا أو يكبتهم فينقلبوا خائبين
3,128,40,3435,ليس لك من الأمر شيء أو يتوب عليهم أو يعذبهم فإنهم ظالمون
3,129,58,6435,ولله ما في السماوات وما في الأرض ۚ يغفر لمن يشاء ويعذب من يشاء ۚ والله غفور رحيم
3,130,57,4924,يا أيها الذين آمنوا لا تأكلوا الربا أضعافا مضاعفة ۖ واتقوا الله لعلكم تفلحون
3,131,26,2132,واتقوا النار التي أعدت للكافرين
3,132,28,1395,وأطيعوا الله والرسول لعلكم ترحمون
3,133,49,5891,۞ وسارعوا إلى مغفرة من ربكم وجنة عرضها السماوات والأرض أعدت للمتقين
3,134,69,6357,الذين ينفقون في السراء والضراء والكاظمين الغيظ والعافين عن الناس ۗ والله يحب المحسنين
3,135,98,10186,والذين إذا فعلوا فاحشة أو ظلموا أنفسهم ذكروا الله فاستغفروا لذنوبهم ومن يغفر الذنوب إلا الله ولم يصروا على ما فعلوا وهم يعلمون
3,136,64,5425,أولئك جزاؤهم مغفرة من ربهم وجنات تجري من تحتها الأنهار خالدين فيها ۚ ونعم أجر العاملين
3,137,52,5499,قد خلت من قبلكم سنن فسيروا في الأرض فانظروا كيف كان عاقبة المكذبين
3,138,27,2637,هذا بيان للناس وهدى وموعظة للمتقين
3,139,37,2441,ولا تهنوا ولا تحزنوا وأنتم الأعلون إن كنتم مؤمنين
3,140,101,7272,إن يمسسكم قرح فقد مس القوم قرح مثله ۚ وتلك الأيام نداولها بين الناس وليعلم الله الذين آمنوا ويتخذ منكم شهداء ۗ والله لا يحب الظالمين
3,141,32,1694,وليمحص الله الذين آمنوا ويمحق الكافرين
3,142,57,3519,أم حسبتم أن تدخلوا الجنة ولما يعلم الله الذين جاهدوا منكم ويعلم الصابرين
3,143,48,5433,ولقد كنتم تمنون الموت من قبل أن تلقوه فقد رأيتموه وأنتم تنظرون
3,144,99,7107,وما محمد إلا رسول قد خلت من قبله الرسل ۚ أفإن مات أو قتل انقلبتم على أعقابكم ۚ ومن ينقلب على عقبيه فلن يضر الله شيئا ۗ وسيجزي الله الشاكرين
3,145,91,6996,وما كان لنفس أن تموت إلا بإذن الله كتابا مؤجلا ۗ ومن يرد ثواب الدنيا نؤته منها ومن يرد ثواب الآخرة نؤته منها ۚ وسنجزي الشاكرين
3,146,86,4604,وكأين من نبي قاتل معه ربيون كثير فما وهنوا لما أصابهم في سبيل الله وما ضعفوا وما استكانوا ۗ والله يحب الصابرين
3,147,81,5892,وما كان قولهم إلا أن قالوا ربنا اغفر لنا ذنوبنا وإسرافنا في أمرنا وثبت أقدامنا وانصرنا على القوم الكافرين
3,148,47,3002,فآتاهم الله ثواب الدنيا وحسن ثواب الآخرة ۗ والله يحب المحسنين
3,149,59,4762,يا أيها الذين آمنوا إن تطيعوا الذين كفروا يردوكم على أعقابكم فتنقلبوا خاسرين
3,150,26,1494,بل الله مولاكم ۖ وهو خير الناصرين
3,151,80,4939,سنلقي في قلوب الذين كفروا الرعب بما أشركوا بالله ما لم ينزل به سلطانا ۖ ومأواهم النار ۚ وبئس مثوى الظالمين
3,152,156,13474,ولقد صدقكم الله وعده إذ تحسونهم بإذنه ۖ حتى إذا فشلتم وتنازعتم في الأمر وعصيتم من بعد ما أراكم ما تحبون ۚ منكم من يريد الدنيا ومنكم من يريد الآخرة ۚ ثم صرفكم عنهم ليبتليكم ۖ ولقد عفا عنكم ۗ والله ذو فضل على المؤمنين
3,153,99,9120,۞ إذ تصعدون ولا تلوون على أحد والرسول يدعوكم في أخراكم فأثابكم غما بغم لكيلا تحزنوا على ما فاتكم ولا ما أصابكم ۗ والله خبير بما تعملون
3,154,271,20519,ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طائفة منكم ۖ وطائفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية ۖ يقولون هل لنا من الأمر من شيء ۗ قل إن الأمر كله لله ۗ يخفون في أنفسهم ما لا يبدون لك ۖ يقولون لو كان لنا من الأمر شيء ما قتلنا هاهنا ۗ قل لو كنتم في بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم ۖ وليبتلي الله ما في صدوركم وليمحص ما في قلوبكم ۗ والله عليم بذات الصدور
3,155,85,6267,إن الذين تولوا منكم يوم التقى الجمعان إنما استزلهم الشيطان ببعض ما كسبوا ۖ ولقد عفا الله عنهم ۗ إن الله غفور حليم
3,156,149,11796,يا أيها الذين آمنوا لا تكونوا كالذين كفروا وقالوا لإخوانهم إذا ضربوا في الأرض أو كانوا غزى لو كانوا عندنا ما ماتوا وما قتلوا ليجعل الله ذلك حسرة في قلوبهم ۗ والله يحيي ويميت ۗ والله بما تعملون بصير
3,157,49,4630,ولئن قتلتم في سبيل الله أو متم لمغفرة من الله ورحمة خير مما يجمعون
3,158,24,2632,ولئن متم أو قتلتم لإلى الله تحشرون
3,159,116,11660,فبما رحمة من الله لنت لهم ۖ ولو كنت فظا غليظ القلب لانفضوا من حولك ۖ فاعف عنهم واستغفر لهم وشاورهم في الأمر ۖ فإذا عزمت فتوكل على الله ۚ إن الله يحب المتوكلين
3,160,71,6374,إن ينصركم الله فلا غالب لكم ۖ وإن يخذلكم فمن ذا الذي ينصركم من بعده ۗ وعلى الله فليتوكل المؤمنون
3,161,64,7094,وما كان لنبي أن يغل ۚ ومن يغلل يأت بما غل يوم القيامة ۚ ثم توفى كل نفس ما كسبت وهم لا يظلمون
3,162,49,3301,أفمن اتبع رضوان الله كمن باء بسخط من الله ومأواه جهنم ۚ وبئس المصير
3,163,32,1466,هم درجات عند الله ۗ والله بصير بما يعملون
3,164,100,5954,لقد من الله على المؤمنين إذ بعث فيهم رسولا من أنفسهم يتلو عليهم آياته ويزكيهم ويعلمهم الكتاب والحكمة وإن كانوا من قبل لفي ضلال مبين
3,165,63,4815,أولما أصابتكم مصيبة قد أصبتم مثليها قلتم أنى هذا ۖ قل هو من عند أنفسكم ۗ إن الله على كل شيء قدير
3,166,43,2287,وما أصابكم يوم التقى الجمعان فبإذن الله وليعلم المؤمنين
3,167,145,7713,وليعلم الذين نافقوا ۚ وقيل لهم تعالوا قاتلوا في سبيل الله أو ادفعوا ۖ قالوا لو نعلم قتالا لاتبعناكم ۗ هم للكفر يومئذ أقرب منهم للإيمان ۚ يقولون بأفواههم ما ليس في قلوبهم ۗ والله أعلم بما يكتمون
3,168,69,4683,الذين قالوا لإخوانهم وقعدوا لو أطاعونا ما قتلوا ۗ قل فادرءوا عن أنفسكم الموت إن كنتم صادقين
3,169,51,3386,ولا تحسبن الذين قتلوا في سبيل الله أمواتا ۚ بل أحياء عند ربهم يرزقون
3,170,76,5937,فرحين بما آتاهم الله من فضله ويستبشرون بالذين لم يلحقوا بهم من خلفهم ألا خوف عليهم ولا هم يحزنون
3,171,43,3729,۞ يستبشرون بنعمة من الله وفضل وأن الله لا يضيع أجر المؤمنين
3,172,66,5164,الذين استجابوا لله والرسول من بعد ما أصابهم القرح ۚ للذين أحسنوا منهم واتقوا أجر عظيم
3,173,75,3510,الذين قال لهم الناس إن الناس قد جمعوا لكم فاخشوهم فزادهم إيمانا وقالوا حسبنا الله ونعم الوكيل
3,174,62,6172,فانقلبوا بنعمة من الله وفضل لم يمسسهم سوء واتبعوا رضوان الله ۗ والله ذو فضل عظيم
3,175,49,4766,إنما ذلكم الشيطان يخوف أولياءه فلا تخافوهم وخافون إن كنتم مؤمنين
3,176,82,7523,ولا يحزنك الذين يسارعون في الكفر ۚ إنهم لن يضروا الله شيئا ۗ يريد الله ألا يجعل لهم حظا في الآخرة ۖ ولهم عذاب عظيم
3,177,49,4622,إن الذين اشتروا الكفر بالإيمان لن يضروا الله شيئا ولهم عذاب أليم
3,178,70,4495,ولا يحسبن الذين كفروا أنما نملي لهم خير لأنفسهم ۚ إنما نملي لهم ليزدادوا إثما ۚ ولهم عذاب مهين
3,179,136,10169,ما كان الله ليذر المؤمنين على ما أنتم عليه حتى يميز الخبيث من الطيب ۗ وما كان الله ليطلعكم على الغيب ولكن الله يجتبي من رسله من يشاء ۖ فآمنوا بالله ورسله ۚ وإن تؤمنوا وتتقوا فلكم أجر عظيم
3,180,119,9818,ولا يحسبن الذين يبخلون بما آتاهم الله من فضله هو خيرا لهم ۖ بل هو شر لهم ۖ سيطوقون ما بخلوا به يوم القيامة ۗ ولله ميراث السماوات والأرض ۗ والله بما تعملون خبير
3,181,90,7949,لقد سمع الله قول الذين قالوا إن الله فقير ونحن أغنياء ۘ سنكتب ما قالوا وقتلهم الأنبياء بغير حق ونقول ذوقوا عذاب الحريق
3,182,35,2762,ذلك بما قدمت أيديكم وأن الله ليس بظلام للعبيد
3,183,111,8304,الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار ۗ قل قد جاءكم رسل من قبلي بالبينات وبالذي قلتم فلم قتلتموهم إن كنتم صادقين
3,184,53,3860,فإن كذبوك فقد كذب رسل من قبلك جاءوا بالبينات والزبر والكتاب المنير
3,185,90,6434,كل نفس ذائقة الموت ۗ وإنما توفون أجوركم يوم القيامة ۖ فمن زحزح عن النار وأدخل الجنة فقد فاز ۗ وما الحياة الدنيا إلا متاع الغرور
3,186,99,9564,۞ لتبلون في أموالكم وأنفسكم ولتسمعن من الذين أوتوا الكتاب من قبلكم ومن الذين أشركوا أذى كثيرا ۚ وإن تصبروا وتتقوا فإن ذلك من عزم الأمور
3,187,94,11095,وإذ أخذ الله ميثاق الذين أوتوا الكتاب لتبيننه للناس ولا تكتمونه فنبذوه وراء ظهورهم واشتروا به ثمنا قليلا ۖ فبئس ما يشترون
3,188,82,5291,لا تحسبن الذين يفرحون بما أتوا ويحبون أن يحمدوا بما لم يفعلوا فلا تحسبنهم بمفازة من العذاب ۖ ولهم عذاب أليم
3,189,35,2583,ولله ملك السماوات والأرض ۗ والله على كل شيء قدير
3,190,52,4541,إن في خلق السماوات والأرض واختلاف الليل والنهار لآيات لأولي الألباب
3,191,98,9162,الذين يذكرون الله قياما وقعودا وعلى جنوبهم ويتفكرون في خلق السماوات والأرض ربنا ما خلقت هذا باطلا سبحانك فقنا عذاب النار
3,192,42,4504,ربنا إنك من تدخل النار فقد أخزيته ۖ وما للظالمين من أنصار
3,193,88,6039,ربنا إننا سمعنا مناديا ينادي للإيمان أن آمنوا بربكم فآمنا ۚ ربنا فاغفر لنا ذنوبنا وكفر عنا سيئاتنا وتوفنا مع الأبرار
3,194,54,4392,ربنا وآتنا ما وعدتنا على رسلك ولا تخزنا يوم القيامة ۗ إنك لا تخلف الميعاد
3,195,177,15725,فاستجاب لهم ربهم أني لا أضيع عمل عامل منكم من ذكر أو أنثى ۖ بعضكم من بعض ۖ فالذين هاجروا وأخرجوا من ديارهم وأوذوا في سبيلي وقاتلوا وقتلوا لأكفرن عنهم سيئاتهم ولأدخلنهم جنات تجري من تحتها الأنهار ثوابا من عند الله ۗ والله عنده حسن الثواب
3,196,29,3099,لا يغرنك تقلب الذين كفروا في البلاد
3,197,28,1560,متاع قليل ثم مأواهم جهنم ۚ وبئس المهاد
3,198,83,6648,لكن الذين اتقوا ربهم لهم جنات تجري من تحتها الأنهار خالدين فيها نزلا من عند الله ۗ وما عند الله خير للأبرار
3,199,109,6018,وإن من أهل الكتاب لمن يؤمن بالله وما أنزل إليكم وما أنزل إليهم خاشعين لله لا يشترون بآيات الله ثمنا قليلا ۗ أولئك لهم أجرهم عند ربهم ۗ إن الله سريع الحساب
3,200,55,3090,يا أيها الذين آمنوا اصبروا وصابروا ورابطوا واتقوا الله لعلكم تفلحون
4,1,119,8181,يا أيها الناس اتقوا ربكم الذي خلقكم من نفس واحدة وخلق منها زوجها وبث منهما رجالا كثيرا ونساء ۚ واتقوا الله الذي تساءلون به والأرحام ۚ إن الله كان عليكم رقيبا
4,2,73,4253,وآتوا اليتامى أموالهم ۖ ولا تتبدلوا الخبيث بالطيب ۖ ولا تأكلوا أموالهم إلى أموالكم ۚ إنه كان حوبا كبيرا
4,3,102,8739,وإن خفتم ألا تقسطوا في اليتامى فانكحوا ما طاب لكم من النساء مثنى وثلاث ورباع ۖ فإن خفتم ألا تعدلوا فواحدة أو ما ملكت أيمانكم ۚ ذلك أدنى ألا تعولوا
4,4,51,2748,وآتوا النساء صدقاتهن نحلة ۚ فإن طبن لكم عن شيء منه نفسا فكلوه هنيئا مريئا
4,5,76,3367,ولا تؤتوا السفهاء أموالكم التي جعل الله لكم قياما وارزقوهم فيها واكسوهم وقولوا لهم قولا معروفا
4,6,170,11882,وابتلوا اليتامى حتى إذا بلغوا النكاح فإن آنستم منهم رشدا فادفعوا إليهم أموالهم ۖ ولا تأكلوها إسرافا وبدارا أن يكبروا ۚ ومن كان غنيا فليستعفف ۖ ومن كان فقيرا فليأكل بالمعروف ۚ فإذا دفعتم إليهم أموالهم فأشهدوا عليهم ۚ وكفى بالله حسيبا
4,7,87,5525,للرجال نصيب مما ترك الوالدان والأقربون وللنساء نصيب مما ترك الوالدان والأقربون مما قل منه أو كثر ۚ نصيبا مفروضا
4,8,65,4319,وإذا حضر القسمة أولو القربى واليتامى والمساكين فارزقوهم منه وقولوا لهم قولا معروفا
4,9,70,7048,وليخش الذين لو تركوا من خلفهم ذرية ضعافا خافوا عليهم فليتقوا الله وليقولوا قولا سديدا
4,10,57,3741,إن الذين يأكلون أموال اليتامى ظلما إنما يأكلون في بطونهم نارا ۖ وسيصلون سعيرا
4,11,246,16270,يوصيكم الله في أولادكم ۖ للذكر مثل حظ الأنثيين ۚ فإن كن نساء فوق اثنتين فلهن ثلثا ما ترك ۖ وإن كانت واحدة فلها النصف ۚ ولأبويه لكل واحد منهما السدس مما ترك إن كان له ولد ۚ فإن لم يكن له ولد وورثه أبواه فلأمه الثلث ۚ فإن كان له إخوة فلأمه السدس ۚ من بعد وصية يوصي بها أو دين ۗ آباؤكم وأبناؤكم لا تدرون أيهم أقرب لكم نفعا ۚ فريضة من الله ۗ إن الله كان عليما حكيما
4,12,275,18835,۞ ولكم نصف ما ترك أزواجكم إن لم يكن لهن ولد ۚ فإن كان لهن ولد فلكم الربع مما تركن ۚ من بعد وصية يوصين بها أو دين ۚ ولهن الربع مما تركتم إن لم يكن لكم ولد ۚ فإن كان لكم ولد فلهن الثمن مما تركتم ۚ من بعد وصية توصون بها أو دين ۗ وإن كان رجل يورث كلالة أو امرأة وله أخ أو أخت فلكل واحد منهما السدس ۚ فإن كانوا أكثر من ذلك فهم شركاء في الثلث ۚ من بعد وصية يوصى بها أو دين غير مضار ۚ وصية من الله ۗ والله عليم حليم
4,13,78,6725,تلك حدود الله ۚ ومن يطع الله ورسوله يدخله جنات تجري من تحتها الأنهار خالدين فيها ۚ وذلك الفوز العظيم
4,14,55,3708,ومن يعص الله ورسوله ويتعد حدوده يدخله نارا خالدا فيها وله عذاب مهين
4,15,98,6129,واللاتي يأتين الفاحشة من نسائكم فاستشهدوا عليهن أربعة منكم ۖ فإن شهدوا فأمسكوهن في البيوت حتى يتوفاهن الموت أو يجعل الله لهن سبيلا
4,16,64,5125,واللذان يأتيانها منكم فآذوهما ۖ فإن تابا وأصلحا فأعرضوا عنهما ۗ إن الله كان توابا رحيما
4,17,83,4424,إنما التوبة على الله للذين يعملون السوء بجهالة ثم يتوبون من قريب فأولئك يتوب الله عليهم ۗ وكان الله عليما حكيما
4,18,95,9401,وليست التوبة للذين يعملون السيئات حتى إذا حضر أحدهم الموت قال إني تبت الآن ولا الذين يموتون وهم كفار ۚ أولئك أعتدنا لهم عذابا أليما
4,19,143,12969,يا أيها الذين آمنوا لا يحل لكم أن ترثوا النساء كرها ۖ ولا تعضلوهن لتذهبوا ببعض ما آتيتموهن إلا أن يأتين بفاحشة مبينة ۚ وعاشروهن بالمعروف ۚ فإن كرهتموهن فعسى أن تكرهوا شيئا ويجعل الله فيه خيرا كثيرا
4,20,74,7720,وإن أردتم استبدال زوج مكان زوج وآتيتم إحداهن قنطارا فلا تأخذوا منه شيئا ۚ أتأخذونه بهتانا وإثما مبينا
4,21,43,8800,وكيف تأخذونه وقد أفضى بعضكم إلى بعض وأخذن منكم ميثاقا غليظا
4,22,56,2514,ولا تنكحوا ما نكح آباؤكم من النساء إلا ما قد سلف ۚ إنه كان فاحشة ومقتا وساء سبيلا
4,23,244,22414,حرمت عليكم أمهاتكم وبناتكم وأخواتكم وعماتكم وخالاتكم وبنات الأخ وبنات الأخت وأمهاتكم اللاتي أرضعنكم وأخواتكم من الرضاعة وأمهات نسائكم وربائبكم اللاتي في حجوركم من نسائكم اللاتي دخلتم بهن فإن لم تكونوا دخلتم بهن فلا جناح عليكم وحلائل أبنائكم الذين من أصلابكم وأن تجمعوا بين الأختين إلا ما قد سلف ۗ إن الله كان غفورا رحيما
4,24,173,14658,۞ والمحصنات من النساء إلا ما ملكت أيمانكم ۖ كتاب الله عليكم ۚ وأحل لكم ما وراء ذلكم أن تبتغوا بأموالكم محصنين غير مسافحين ۚ فما استمتعتم به منهن فآتوهن أجورهن فريضة ۚ ولا جناح عليكم فيما تراضيتم به من بعد الفريضة ۚ إن الله كان عليما حكيما
4,25,246,24191,ومن لم يستطع منكم طولا أن ينكح المحصنات المؤمنات فمن ما ملكت أيمانكم من فتياتكم المؤمنات ۚ والله أعلم بإيمانكم ۚ بعضكم من بعض ۚ فانكحوهن بإذن أهلهن وآتوهن أجورهن بالمعروف محصنات غير مسافحات ولا متخذات أخدان ۚ فإذا أحصن فإن أتين بفاحشة فعليهن نصف ما على المحصنات من العذاب ۚ ذلك لمن خشي العنت منكم ۚ وأن تصبروا خير لكم ۗ والله غفور رحيم
4,26,61,2704,يريد الله ليبين لكم ويهديكم سنن الذين من قبلكم ويتوب عليكم ۗ والله عليم حكيم
4,27,58,4875,والله يريد أن يتوب عليكم ويريد الذين يتبعون الشهوات أن تميلوا ميلا عظيما
4,28,32,3179,يريد الله أن يخفف عنكم ۚ وخلق الإنسان ضعيفا
4,29,90,6301,يا أيها الذين آمنوا لا تأكلوا أموالكم بينكم بالباطل إلا أن تكون تجارة عن تراض منكم ۚ ولا تقتلوا أنفسكم ۚ إن الله كان بكم رحيما
4,30,52,4082,ومن يفعل ذلك عدوانا وظلما فسوف نصليه نارا ۚ وكان ذلك على الله يسيرا
4,31,53,4569,إن تجتنبوا كبائر ما تنهون عنه نكفر عنكم سيئاتكم وندخلكم مدخلا كريما
4,32,103,7697,ولا تتمنوا ما فضل الله به بعضكم على بعض ۚ للرجال نصيب مما اكتسبوا ۖ وللنساء نصيب مما اكتسبن ۚ واسألوا الله من فضله ۗ إن الله كان بكل شيء عليما
4,33,82,4773,ولكل جعلنا موالي مما ترك الوالدان والأقربون ۚ والذين عقدت أيمانكم فآتوهم نصيبهم ۚ إن الله كان على كل شيء شهيدا
4,34,184,17431,الرجال قوامون على النساء بما فضل الله بعضهم على بعض وبما أنفقوا من أموالهم ۚ فالصالحات قانتات حافظات للغيب بما حفظ الله ۚ واللاتي تخافون نشوزهن فعظوهن واهجروهن في المضاجع واضربوهن ۖ فإن أطعنكم فلا تبغوا عليهن سبيلا ۗ إن الله كان عليا كبيرا
