surah,verse,root_bw,root_ar,count,verse_text
3,37,End,عند,2,فتقبلها ربها بقبول حسن وأنبتها نباتا حسنا وكفلها زكريا ۖ كلما دخل عليها زكريا المحراب وجد عندها رزقا ۖ قال يا مريم أنى لك هذا ۖ قالت هو من عند الله ۖ إن الله يرزق من يشاء بغير حساب
3,37,rzq,رزق,2,فتقبلها ربها بقبول حسن وأنبتها نباتا حسنا وكفلها زكريا ۖ كلما دخل عليها زكريا المحراب وجد عندها رزقا ۖ قال يا مريم أنى لك هذا ۖ قالت هو من عند الله ۖ إن الله يرزق من يشاء بغير حساب
3,37,qwl,قول,2,فتقبلها ربها بقبول حسن وأنبتها نباتا حسنا وكفلها زكريا ۖ كلما دخل عليها زكريا المحراب وجد عندها رزقا ۖ قال يا مريم أنى لك هذا ۖ قالت هو من عند الله ۖ إن الله يرزق من يشاء بغير حساب
3,37,Alh,اله,2,فتقبلها ربها بقبول حسن وأنبتها نباتا حسنا وكفلها زكريا ۖ كلما دخل عليها زكريا المحراب وجد عندها رزقا ۖ قال يا مريم أنى لك هذا ۖ قالت هو من عند الله ۖ إن الله يرزق من يشاء بغير حساب
3,38,dEw,دعو,2,هنالك دعا زكريا ربه ۖ قال رب هب لي من لدنك ذرية طيبة ۖ إنك سميع الدعاء
3,38,rbb,ربب,2,هنالك دعا زكريا ربه ۖ قال رب هب لي من لدنك ذرية طيبة ۖ إنك سميع الدعاء
3,39,Alh,اله,2,فنادته الملائكة وهو قائم يصلي في المحراب أن الله يبشرك بيحيى مصدقا بكلمة من الله وسيدا وحصورا ونبيا من الصالحين
3,40,qwl,قول,2,قال رب أنى يكون لي غلام وقد بلغني الكبر وامرأتي عاقر ۖ قال كذلك الله يفعل ما يشاء
3,41,qwl,قول,2,قال رب اجعل لي آية ۖ قال آيتك ألا تكلم الناس ثلاثة أيام إلا رمزا ۗ واذكر ربك كثيرا وسبح بالعشي والإبكار
3,41,rbb,ربب,2,قال رب اجعل لي آية ۖ قال آيتك ألا تكلم الناس ثلاثة أيام إلا رمزا ۗ واذكر ربك كثيرا وسبح بالعشي والإبكار
3,41,Ayy,ايي,2,قال رب اجعل لي آية ۖ قال آيتك ألا تكلم الناس ثلاثة أيام إلا رمزا ۗ واذكر ربك كثيرا وسبح بالعشي والإبكار
3,42,Sfw,صفو,2,وإذ قالت الملائكة يا مريم إن الله اصطفاك وطهرك واصطفاك على نساء العالمين
3,43,rkE,ركع,2,يا مريم اقنتي لربك واسجدي واركعي مع الراكعين
3,44,kwn,كون,2,ذلك من أنباء الغيب نوحيه إليك ۚ وما كنت لديهم إذ يلقون أقلامهم أيهم يكفل مريم وما كنت لديهم إذ يختصمون
3,49,Ayy,ايي,2,ورسولا إلى بني إسرائيل أني قد جئتكم بآية من ربكم ۖ أني أخلق لكم من الطين كهيئة الطير فأنفخ فيه فيكون طيرا بإذن الله ۖ وأبرئ الأكمه والأبرص وأحيي الموتى بإذن الله ۖ وأنبئكم بما تأكلون وما تدخرون في بيوتكم ۚ إن في ذلك لآية لكم إن كنتم مؤمنين
3,49,Tyr,طير,2,ورسولا إلى بني إسرائيل أني قد جئتكم بآية من ربكم ۖ أني أخلق لكم من الطين كهيئة الطير فأنفخ فيه فيكون طيرا بإذن الله ۖ وأبرئ الأكمه والأبرص وأحيي الموتى بإذن الله ۖ وأنبئكم بما تأكلون وما تدخرون في بيوتكم ۚ إن في ذلك لآية لكم إن كنتم مؤمنين
3,49,kwn,كون,2,ورسولا إلى بني إسرائيل أني قد جئتكم بآية من ربكم ۖ أني أخلق لكم من الطين كهيئة الطير فأنفخ فيه فيكون طيرا بإذن الله ۖ وأبرئ الأكمه والأبرص وأحيي الموتى بإذن الله ۖ وأنبئكم بما تأكلون وما تدخرون في بيوتكم ۚ إن في ذلك لآية لكم إن كنتم مؤمنين
3,49,A*n,اذن,2,ورسولا إلى بني إسرائيل أني قد جئتكم بآية من ربكم ۖ أني أخلق لكم من الطين كهيئة الطير فأنفخ فيه فيكون طيرا بإذن الله ۖ وأبرئ الأكمه والأبرص وأحيي الموتى بإذن الله ۖ وأنبئكم بما تأكلون وما تدخرون في بيوتكم ۚ إن في ذلك لآية لكم إن كنتم مؤمنين
3,49,Alh,اله,2,ورسولا إلى بني إسرائيل أني قد جئتكم بآية من ربكم ۖ أني أخلق لكم من الطين كهيئة الطير فأنفخ فيه فيكون طيرا بإذن الله ۖ وأبرئ الأكمه والأبرص وأحيي الموتى بإذن الله ۖ وأنبئكم بما تأكلون وما تدخرون في بيوتكم ۚ إن في ذلك لآية لكم إن كنتم مؤمنين
3,51,rbb,ربب,2,إن الله ربي وربكم فاعبدوه ۗ هذا صراط مستقيم
3,52,qwl,قول,2,۞ فلما أحس عيسى منهم الكفر قال من أنصاري إلى الله ۖ قال الحواريون نحن أنصار الله آمنا بالله واشهد بأنا مسلمون
3,52,nSr,نصر,2,۞ فلما أحس عيسى منهم الكفر قال من أنصاري إلى الله ۖ قال الحواريون نحن أنصار الله آمنا بالله واشهد بأنا مسلمون
3,54,Alh,اله,2,ومكروا ومكر الله ۖ والله خير الماكرين
3,55,kfr,كفر,2,إذ قال الله يا عيسى إني متوفيك ورافعك إلي ومطهرك من الذين كفروا وجاعل الذين اتبعوك فوق الذين كفروا إلى يوم القيامة ۖ ثم إلي مرجعكم فأحكم بينكم فيما كنتم فيه تختلفون
3,56,E*b,عذب,2,فأما الذين كفروا فأعذبهم عذابا شديدا في الدنيا والآخرة وما لهم من ناصرين
3,59,mvl,مثل,2,إن مثل عيسى عند الله كمثل آدم ۖ خلقه من تراب ثم قال له كن فيكون
3,59,kwn,كون,2,إن مثل عيسى عند الله كمثل آدم ۖ خلقه من تراب ثم قال له كن فيكون
3,61,bny,بني,2,فمن حاجك فيه من بعد ما جاءك من العلم فقل تعالوا ندع أبناءنا وأبناءكم ونساءنا ونساءكم وأنفسنا وأنفسكم ثم نبتهل فنجعل لعنت الله على الكاذبين
3,61,nsw,نسو,2,فمن حاجك فيه من بعد ما جاءك من العلم فقل تعالوا ندع أبناءنا وأبناءكم ونساءنا ونساءكم وأنفسنا وأنفسكم ثم نبتهل فنجعل لعنت الله على الكاذبين
3,61,nfs,نفس,2,فمن حاجك فيه من بعد ما جاءك من العلم فقل تعالوا ندع أبناءنا وأبناءكم ونساءنا ونساءكم وأنفسنا وأنفسكم ثم نبتهل فنجعل لعنت الله على الكاذبين
3,64,qwl,قول,2,قل يا أهل الكتاب تعالوا إلى كلمة سواء بيننا وبينكم ألا نعبد إلا الله ولا نشرك به شيئا ولا يتخذ بعضنا بعضا أربابا من دون الله ۚ فإن تولوا فقولوا اشهدوا بأنا مسلمون
3,64,byn,بين,2,قل يا أهل الكتاب تعالوا إلى كلمة سواء بيننا وبينكم ألا نعبد إلا الله ولا نشرك به شيئا ولا يتخذ بعضنا بعضا أربابا من دون الله ۚ فإن تولوا فقولوا اشهدوا بأنا مسلمون
3,64,Alh,اله,2,قل يا أهل الكتاب تعالوا إلى كلمة سواء بيننا وبينكم ألا نعبد إلا الله ولا نشرك به شيئا ولا يتخذ بعضنا بعضا أربابا من دون الله ۚ فإن تولوا فقولوا اشهدوا بأنا مسلمون
3,64,bED,بعض,2,قل يا أهل الكتاب تعالوا إلى كلمة سواء بيننا وبينكم ألا نعبد إلا الله ولا نشرك به شيئا ولا يتخذ بعضنا بعضا أربابا من دون الله ۚ فإن تولوا فقولوا اشهدوا بأنا مسلمون
3,66,Hjj,حجج,2,ها أنتم هؤلاء حاججتم فيما لكم به علم فلم تحاجون فيما ليس لكم به علم ۚ والله يعلم وأنتم لا تعلمون
3,68,wly,ولي,2,إن أولى الناس بإبراهيم للذين اتبعوه وهذا النبي والذين آمنوا ۗ والله ولي المؤمنين
3,68,Amn,امن,2,إن أولى الناس بإبراهيم للذين اتبعوه وهذا النبي والذين آمنوا ۗ والله ولي المؤمنين
3,69,Dll,ضلل,2,ودت طائفة من أهل الكتاب لو يضلونكم وما يضلون إلا أنفسهم وما يشعرون
3,71,Hqq,حقق,2,يا أهل الكتاب لم تلبسون الحق بالباطل وتكتمون الحق وأنتم تعلمون
3,72,Amn,امن,2,وقالت طائفة من أهل الكتاب آمنوا بالذي أنزل على الذين آمنوا وجه النهار واكفروا آخره لعلهم يرجعون
3,73,qwl,قول,2,ولا تؤمنوا إلا لمن تبع دينكم قل إن الهدى هدى الله أن يؤتى أحد مثل ما أوتيتم أو يحاجوكم عند ربكم ۗ قل إن الفضل بيد الله يؤتيه من يشاء ۗ والله واسع عليم
3,73,hdy,هدي,2,ولا تؤمنوا إلا لمن تبع دينكم قل إن الهدى هدى الله أن يؤتى أحد مثل ما أوتيتم أو يحاجوكم عند ربكم ۗ قل إن الفضل بيد الله يؤتيه من يشاء ۗ والله واسع عليم
3,75,Amn,امن,2,۞ ومن أهل الكتاب من إن تأمنه بقنطار يؤده إليك ومنهم من إن تأمنه بدينار لا يؤده إليك إلا ما دمت عليه قائما ۗ ذلك بأنهم قالوا ليس علينا في الأميين سبيل ويقولون على الله الكذب وهم يعلمون
3,75,Ady,ادي,2,۞ ومن أهل الكتاب من إن تأمنه بقنطار يؤده إليك ومنهم من إن تأمنه بدينار لا يؤده إليك إلا ما دمت عليه قائما ۗ ذلك بأنهم قالوا ليس علينا في الأميين سبيل ويقولون على الله الكذب وهم يعلمون
3,75,qwl,قول,2,۞ ومن أهل الكتاب من إن تأمنه بقنطار يؤده إليك ومنهم من إن تأمنه بدينار لا يؤده إليك إلا ما دمت عليه قائما ۗ ذلك بأنهم قالوا ليس علينا في الأميين سبيل ويقولون على الله الكذب وهم يعلمون
3,76,wqy,وقي,2,بلى من أوفى بعهده واتقى فإن الله يحب المتقين
3,77,Alh,اله,2,إن الذين يشترون بعهد الله وأيمانهم ثمنا قليلا أولئك لا خلاق لهم في الآخرة ولا يكلمهم الله ولا ينظر إليهم يوم القيامة ولا يزكيهم ولهم عذاب أليم
3,78,qwl,قول,2,وإن منهم لفريقا يلوون ألسنتهم بالكتاب لتحسبوه من الكتاب وما هو من الكتاب ويقولون هو من عند الله وما هو من عند الله ويقولون على الله الكذب وهم يعلمون
3,78,End,عند,2,وإن منهم لفريقا يلوون ألسنتهم بالكتاب لتحسبوه من الكتاب وما هو من الكتاب ويقولون هو من عند الله وما هو من عند الله ويقولون على الله الكذب وهم يعلمون
3,79,Alh,اله,2,ما كان لبشر أن يؤتيه الله الكتاب والحكم والنبوة ثم يقول للناس كونوا عبادا لي من دون الله ولكن كونوا ربانيين بما كنتم تعلمون الكتاب وبما كنتم تدرسون
3,79,ktb,كتب,2,ما كان لبشر أن يؤتيه الله الكتاب والحكم والنبوة ثم يقول للناس كونوا عبادا لي من دون الله ولكن كونوا ربانيين بما كنتم تعلمون الكتاب وبما كنتم تدرسون
3,80,Amr,امر,2,ولا يأمركم أن تتخذوا الملائكة والنبيين أربابا ۗ أيأمركم بالكفر بعد إذ أنتم مسلمون
3,81,Ax*,اخذ,2,وإذ أخذ الله ميثاق النبيين لما آتيتكم من كتاب وحكمة ثم جاءكم رسول مصدق لما معكم لتؤمنن به ولتنصرنه ۚ قال أأقررتم وأخذتم على ذلكم إصري ۖ قالوا أقررنا ۚ قال فاشهدوا وأنا معكم من الشاهدين
3,81,qrr,قرر,2,وإذ أخذ الله ميثاق النبيين لما آتيتكم من كتاب وحكمة ثم جاءكم رسول مصدق لما معكم لتؤمنن به ولتنصرنه ۚ قال أأقررتم وأخذتم على ذلكم إصري ۖ قالوا أقررنا ۚ قال فاشهدوا وأنا معكم من الشاهدين
3,81,$hd,شهد,2,وإذ أخذ الله ميثاق النبيين لما آتيتكم من كتاب وحكمة ثم جاءكم رسول مصدق لما معكم لتؤمنن به ولتنصرنه ۚ قال أأقررتم وأخذتم على ذلكم إصري ۖ قالوا أقررنا ۚ قال فاشهدوا وأنا معكم من الشاهدين
3,84,nzl,نزل,2,قل آمنا بالله وما أنزل علينا وما أنزل على إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى والنبيون من ربهم لا نفرق بين أحد منهم ونحن له مسلمون
3,86,hdy,هدي,2,كيف يهدي الله قوما كفروا بعد إيمانهم وشهدوا أن الرسول حق وجاءهم البينات ۚ والله لا يهدي القوم الظالمين
3,86,Alh,اله,2,كيف يهدي الله قوما كفروا بعد إيمانهم وشهدوا أن الرسول حق وجاءهم البينات ۚ والله لا يهدي القوم الظالمين
3,86,qwm,قوم,2,كيف يهدي الله قوما كفروا بعد إيمانهم وشهدوا أن الرسول حق وجاءهم البينات ۚ والله لا يهدي القوم الظالمين
3,90,kfr,كفر,2,إن الذين كفروا بعد إيمانهم ثم ازدادوا كفرا لن تقبل توبتهم وأولئك هم الضالون
3,91,kfr,كفر,2,إن الذين كفروا وماتوا وهم كفار فلن يقبل من أحدهم ملء الأرض ذهبا ولو افتدى به ۗ أولئك لهم عذاب أليم وما لهم من ناصرين
3,92,nfq,نفق,2,لن تنالوا البر حتى تنفقوا مما تحبون ۚ وما تنفقوا من شيء فإن الله به عليم
3,93,kwn,كون,2,۞ كل الطعام كان حلا لبني إسرائيل إلا ما حرم إسرائيل على نفسه من قبل أن تنزل التوراة ۗ قل فأتوا بالتوراة فاتلوها إن كنتم صادقين
3,97,Alh,اله,2,فيه آيات بينات مقام إبراهيم ۖ ومن دخله كان آمنا ۗ ولله على الناس حج البيت من استطاع إليه سبيلا ۚ ومن كفر فإن الله غني عن العالمين
3,98,Alh,اله,2,قل يا أهل الكتاب لم تكفرون بآيات الله والله شهيد على ما تعملون
3,99,Alh,اله,2,قل يا أهل الكتاب لم تصدون عن سبيل الله من آمن تبغونها عوجا وأنتم شهداء ۗ وما الله بغافل عما تعملون
3,100,Amn,امن,2,يا أيها الذين آمنوا إن تطيعوا فريقا من الذين أوتوا الكتاب يردوكم بعد إيمانكم كافرين
3,101,Alh,اله,2,وكيف تكفرون وأنتم تتلى عليكم آيات الله وفيكم رسوله ۗ ومن يعتصم بالله فقد هدي إلى صراط مستقيم
3,102,wqy,وقي,2,يا أيها الذين آمنوا اتقوا الله حق تقاته ولا تموتن إلا وأنتم مسلمون
3,103,nEm,نعم,2,واعتصموا بحبل الله جميعا ولا تفرقوا ۚ واذكروا نعمت الله عليكم إذ كنتم أعداء فألف بين قلوبكم فأصبحتم بنعمته إخوانا وكنتم على شفا حفرة من النار فأنقذكم منها ۗ كذلك يبين الله لكم آياته لعلكم تهتدون
3,103,kwn,كون,2,واعتصموا بحبل الله جميعا ولا تفرقوا ۚ واذكروا نعمت الله عليكم إذ كنتم أعداء فألف بين قلوبكم فأصبحتم بنعمته إخوانا وكنتم على شفا حفرة من النار فأنقذكم منها ۗ كذلك يبين الله لكم آياته لعلكم تهتدون
3,103,byn,بين,2,واعتصموا بحبل الله جميعا ولا تفرقوا ۚ واذكروا نعمت الله عليكم إذ كنتم أعداء فألف بين قلوبكم فأصبحتم بنعمته إخوانا وكنتم على شفا حفرة من النار فأنقذكم منها ۗ كذلك يبين الله لكم آياته لعلكم تهتدون
3,106,swd,سود,2,يوم تبيض وجوه وتسود وجوه ۚ فأما الذين اسودت وجوههم أكفرتم بعد إيمانكم فذوقوا العذاب بما كنتم تكفرون
3,106,kfr,كفر,2,يوم تبيض وجوه وتسود وجوه ۚ فأما الذين اسودت وجوههم أكفرتم بعد إيمانكم فذوقوا العذاب بما كنتم تكفرون
3,108,Alh,اله,2,تلك آيات الله نتلوها عليك بالحق ۗ وما الله يريد ظلما للعالمين
3,109,Alh,اله,2,ولله ما في السماوات وما في الأرض ۚ وإلى الله ترجع الأمور
3,110,kwn,كون,2,كنتم خير أمة أخرجت للناس تأمرون بالمعروف وتنهون عن المنكر وتؤمنون بالله ۗ ولو آمن أهل الكتاب لكان خيرا لهم ۚ منهم المؤمنون وأكثرهم الفاسقون
3,110,xyr,خير,2,كنتم خير أمة أخرجت للناس تأمرون بالمعروف وتنهون عن المنكر وتؤمنون بالله ۗ ولو آمن أهل الكتاب لكان خيرا لهم ۚ منهم المؤمنون وأكثرهم الفاسقون
3,112,Drb,ضرب,2,ضربت عليهم الذلة أين ما ثقفوا إلا بحبل من الله وحبل من الناس وباءوا بغضب من الله وضربت عليهم المسكنة ۚ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون الأنبياء بغير حق ۚ ذلك بما عصوا وكانوا يعتدون
3,112,Hbl,حبل,2,ضربت عليهم الذلة أين ما ثقفوا إلا بحبل من الله وحبل من الناس وباءوا بغضب من الله وضربت عليهم المسكنة ۚ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون الأنبياء بغير حق ۚ ذلك بما عصوا وكانوا يعتدون
3,112,kwn,كون,2,ضربت عليهم الذلة أين ما ثقفوا إلا بحبل من الله وحبل من الناس وباءوا بغضب من الله وضربت عليهم المسكنة ۚ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون الأنبياء بغير حق ۚ ذلك بما عصوا وكانوا يعتدون
3,117,mvl,مثل,2,مثل ما ينفقون في هذه الحياة الدنيا كمثل ريح فيها صر أصابت حرث قوم ظلموا أنفسهم فأهلكته ۚ وما ظلمهم الله ولكن أنفسهم يظلمون
3,117,nfs,نفس,2,مثل ما ينفقون في هذه الحياة الدنيا كمثل ريح فيها صر أصابت حرث قوم ظلموا أنفسهم فأهلكته ۚ وما ظلمهم الله ولكن أنفسهم يظلمون
3,119,Hbb,حبب,2,ها أنتم أولاء تحبونهم ولا يحبونكم وتؤمنون بالكتاب كله وإذا لقوكم قالوا آمنا وإذا خلوا عضوا عليكم الأنامل من الغيظ ۚ قل موتوا بغيظكم ۗ إن الله عليم بذات الصدور
3,119,Amn,امن,2,ها أنتم أولاء تحبونهم ولا يحبونكم وتؤمنون بالكتاب كله وإذا لقوكم قالوا آمنا وإذا خلوا عضوا عليكم الأنامل من الغيظ ۚ قل موتوا بغيظكم ۗ إن الله عليم بذات الصدور
3,119,qwl,قول,2,ها أنتم أولاء تحبونهم ولا يحبونكم وتؤمنون بالكتاب كله وإذا لقوكم قالوا آمنا وإذا خلوا عضوا عليكم الأنامل من الغيظ ۚ قل موتوا بغيظكم ۗ إن الله عليم بذات الصدور
3,119,gyZ,غيظ,2,ها أنتم أولاء تحبونهم ولا يحبونكم وتؤمنون بالكتاب كله وإذا لقوكم قالوا آمنا وإذا خلوا عضوا عليكم الأنامل من الغيظ ۚ قل موتوا بغيظكم ۗ إن الله عليم بذات الصدور
3,120,swA,سوا,2,إن تمسسكم حسنة تسؤهم وإن تصبكم سيئة يفرحوا بها ۖ وإن تصبروا وتتقوا لا يضركم كيدهم شيئا ۗ إن الله بما يعملون محيط
3,122,Alh,اله,2,إذ همت طائفتان منكم أن تفشلا والله وليهما ۗ وعلى الله فليتوكل المؤمنون
3,123,Alh,اله,2,ولقد نصركم الله ببدر وأنتم أذلة ۖ فاتقوا الله لعلكم تشكرون
3,126,Alh,اله,2,وما جعله الله إلا بشرى لكم ولتطمئن قلوبكم به ۗ وما النصر إلا من عند الله العزيز الحكيم
3,129,Alh,اله,2,ولله ما في السماوات وما في الأرض ۚ يغفر لمن يشاء ويعذب من يشاء ۚ والله غفور رحيم
3,129,gfr,غفر,2,ولله ما في السماوات وما في الأرض ۚ يغفر لمن يشاء ويعذب من يشاء ۚ والله غفور رحيم
3,129,$yA,شيا,2,ولله ما في السماوات وما في الأرض ۚ يغفر لمن يشاء ويعذب من يشاء ۚ والله غفور رحيم
3,130,DEf,ضعف,2,يا أيها الذين آمنوا لا تأكلوا الربا أضعافا مضاعفة ۖ واتقوا الله لعلكم تفلحون
3,135,fEl,فعل,2,والذين إذا فعلوا فاحشة أو ظلموا أنفسهم ذكروا الله فاستغفروا لذنوبهم ومن يغفر الذنوب إلا الله ولم يصروا على ما فعلوا وهم يعلمون
3,135,Alh,اله,2,والذين إذا فعلوا فاحشة أو ظلموا أنفسهم ذكروا الله فاستغفروا لذنوبهم ومن يغفر الذنوب إلا الله ولم يصروا على ما فعلوا وهم يعلمون
3,135,gfr,غفر,2,والذين إذا فعلوا فاحشة أو ظلموا أنفسهم ذكروا الله فاستغفروا لذنوبهم ومن يغفر الذنوب إلا الله ولم يصروا على ما فعلوا وهم يعلمون
3,135,*nb,ذنب,2,والذين إذا فعلوا فاحشة أو ظلموا أنفسهم ذكروا الله فاستغفروا لذنوبهم ومن يغفر الذنوب إلا الله ولم يصروا على ما فعلوا وهم يعلمون
3,140,mss,مسس,2,إن يمسسكم قرح فقد مس القوم قرح مثله ۚ وتلك الأيام نداولها بين الناس وليعلم الله الذين آمنوا ويتخذ منكم شهداء ۗ والله لا يحب الظالمين
3,140,qrH,قرح,2,إن يمسسكم قرح فقد مس القوم قرح مثله ۚ وتلك الأيام نداولها بين الناس وليعلم الله الذين آمنوا ويتخذ منكم شهداء ۗ والله لا يحب الظالمين
3,140,Alh,اله,2,إن يمسسكم قرح فقد مس القوم قرح مثله ۚ وتلك الأيام نداولها بين الناس وليعلم الله الذين آمنوا ويتخذ منكم شهداء ۗ والله لا يحب الظالمين
3,142,Elm,علم,2,أم حسبتم أن تدخلوا الجنة ولما يعلم الله الذين جاهدوا منكم ويعلم الصابرين
3,144,rsl,رسل,2,وما محمد إلا رسول قد خلت من قبله الرسل ۚ أفإن مات أو قتل انقلبتم على أعقابكم ۚ ومن ينقلب على عقبيه فلن يضر الله شيئا ۗ وسيجزي الله الشاكرين
3,144,qlb,قلب,2,وما محمد إلا رسول قد خلت من قبله الرسل ۚ أفإن مات أو قتل انقلبتم على أعقابكم ۚ ومن ينقلب على عقبيه فلن يضر الله شيئا ۗ وسيجزي الله الشاكرين
3,144,Eqb,عقب,2,وما محمد إلا رسول قد خلت من قبله الرسل ۚ أفإن مات أو قتل انقلبتم على أعقابكم ۚ ومن ينقلب على عقبيه فلن يضر الله شيئا ۗ وسيجزي الله الشاكرين
3,144,Alh,اله,2,وما محمد إلا رسول قد خلت من قبله الرسل ۚ أفإن مات أو قتل انقلبتم على أعقابكم ۚ ومن ينقلب على عقبيه فلن يضر الله شيئا ۗ وسيجزي الله الشاكرين
3,145,rwd,رود,2,وما كان لنفس أن تموت إلا بإذن الله كتابا مؤجلا ۗ ومن يرد ثواب الدنيا نؤته منها ومن يرد ثواب الآخرة نؤته منها ۚ وسنجزي الشاكرين
3,145,vwb,ثوب,2,وما كان لنفس أن تموت إلا بإذن الله كتابا مؤجلا ۗ ومن يرد ثواب الدنيا نؤته منها ومن يرد ثواب الآخرة نؤته منها ۚ وسنجزي الشاكرين
3,145,Aty,اتي,2,وما كان لنفس أن تموت إلا بإذن الله كتابا مؤجلا ۗ ومن يرد ثواب الدنيا نؤته منها ومن يرد ثواب الآخرة نؤته منها ۚ وسنجزي الشاكرين
3,146,Alh,اله,2,وكأين من نبي قاتل معه ربيون كثير فما وهنوا لما أصابهم في سبيل الله وما ضعفوا وما استكانوا ۗ والله يحب الصابرين
3,147,qwl,قول,2,وما كان قولهم إلا أن قالوا ربنا اغفر لنا ذنوبنا وإسرافنا في أمرنا وثبت أقدامنا وانصرنا على القوم الكافرين
3,148,Alh,اله,2,فآتاهم الله ثواب الدنيا وحسن ثواب الآخرة ۗ والله يحب المحسنين
3,148,vwb,ثوب,2,فآتاهم الله ثواب الدنيا وحسن ثواب الآخرة ۗ والله يحب المحسنين
3,148,Hsn,حسن,2,فآتاهم الله ثواب الدنيا وحسن ثواب الآخرة ۗ والله يحب المحسنين
3,152,Alh,اله,2,ولقد صدقكم الله وعده إذ تحسونهم بإذنه ۖ حتى إذا فشلتم وتنازعتم في الأمر وعصيتم من بعد ما أراكم ما تحبون ۚ منكم من يريد الدنيا ومنكم من يريد الآخرة ۚ ثم صرفكم عنهم ليبتليكم ۖ ولقد عفا عنكم ۗ والله ذو فضل على المؤمنين
3,152,rwd,رود,2,ولقد صدقكم الله وعده إذ تحسونهم بإذنه ۖ حتى إذا فشلتم وتنازعتم في الأمر وعصيتم من بعد ما أراكم ما تحبون ۚ منكم من يريد الدنيا ومنكم من يريد الآخرة ۚ ثم صرفكم عنهم ليبتليكم ۖ ولقد عفا عنكم ۗ والله ذو فضل على المؤمنين
3,153,gmm,غمم,2,۞ إذ تصعدون ولا تلوون على أحد والرسول يدعوكم في أخراكم فأثابكم غما بغم لكيلا تحزنوا على ما فاتكم ولا ما أصابكم ۗ والله خبير بما تعملون
3,154,Twf,طوف,2,ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طائفة منكم ۖ وطائفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية ۖ يقولون هل لنا من الأمر من شيء ۗ قل إن الأمر كله لله ۗ يخفون في أنفسهم ما لا يبدون لك ۖ يقولون لو كان لنا من الأمر شيء ما قتلنا هاهنا ۗ قل لو كنتم في بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم ۖ وليبتلي الله ما في صدوركم وليمحص ما في قلوبكم ۗ والله عليم بذات الصدور
3,154,nfs,نفس,2,ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طائفة منكم ۖ وطائفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية ۖ يقولون هل لنا من الأمر من شيء ۗ قل إن الأمر كله لله ۗ يخفون في أنفسهم ما لا يبدون لك ۖ يقولون لو كان لنا من الأمر شيء ما قتلنا هاهنا ۗ قل لو كنتم في بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم ۖ وليبتلي الله ما في صدوركم وليمحص ما في قلوبكم ۗ والله عليم بذات الصدور
3,154,Znn,ظنن,2,ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طائفة منكم ۖ وطائفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية ۖ يقولون هل لنا من الأمر من شيء ۗ قل إن الأمر كله لله ۗ يخفون في أنفسهم ما لا يبدون لك ۖ يقولون لو كان لنا من الأمر شيء ما قتلنا هاهنا ۗ قل لو كنتم في بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم ۖ وليبتلي الله ما في صدوركم وليمحص ما في قلوبكم ۗ والله عليم بذات الصدور
3,154,$yA,شيا,2,ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طائفة منكم ۖ وطائفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية ۖ يقولون هل لنا من الأمر من شيء ۗ قل إن الأمر كله لله ۗ يخفون في أنفسهم ما لا يبدون لك ۖ يقولون لو كان لنا من الأمر شيء ما قتلنا هاهنا ۗ قل لو كنتم في بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم ۖ وليبتلي الله ما في صدوركم وليمحص ما في قلوبكم ۗ والله عليم بذات الصدور
3,154,kwn,كون,2,ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طائفة منكم ۖ وطائفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية ۖ يقولون هل لنا من الأمر من شيء ۗ قل إن الأمر كله لله ۗ يخفون في أنفسهم ما لا يبدون لك ۖ يقولون لو كان لنا من الأمر شيء ما قتلنا هاهنا ۗ قل لو كنتم في بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم ۖ وليبتلي الله ما في صدوركم وليمحص ما في قلوبكم ۗ والله عليم بذات الصدور
3,154,qtl,قتل,2,ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طائفة منكم ۖ وطائفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية ۖ يقولون هل لنا من الأمر من شيء ۗ قل إن الأمر كله لله ۗ يخفون في أنفسهم ما لا يبدون لك ۖ يقولون لو كان لنا من الأمر شيء ما قتلنا هاهنا ۗ قل لو كنتم في بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم ۖ وليبتلي الله ما في صدوركم وليمحص ما في قلوبكم ۗ والله عليم بذات الصدور
