surah,verse,fasila_2char,fasila_3char,ends_in_letter
7,107,ين,بين,ن
7,108,ين,رين,ن
7,109,يم,ليم,م
7,110,ون,رون,ن
7,111,ين,رين,ن
7,112,يم,ليم,م
7,113,ين,بين,ن
7,114,ين,بين,ن
7,115,ين,قين,ن
7,116,يم,ظيم,م
7,117,ون,كون,ن
7,118,ون,لون,ن
7,119,ين,رين,ن
7,120,ين,دين,ن
7,121,ين,مين,ن
7,122,ون,رون,ن
7,123,ون,مون,ن
7,124,ين,عين,ن
7,125,ون,بون,ن
7,126,ين,مين,ن
7,127,ون,رون,ن
7,128,ين,قين,ن
7,129,ون,لون,ن
7,130,ون,رون,ن
7,131,ون,مون,ن
7,132,ين,نين,ن
7,133,ين,مين,ن
7,134,يل,ءيل,ل
7,135,ون,ثون,ن
7,136,ين,لين,ن
7,137,ون,شون,ن
7,138,ون,لون,ن
7,139,ون,لون,ن
7,140,ين,مين,ن
7,141,يم,ظيم,م
7,142,ين,دين,ن
7,143,ين,نين,ن
7,144,ين,رين,ن
7,145,ين,قين,ن
7,146,ين,لين,ن
7,147,ون,لون,ن
7,148,ين,مين,ن
7,149,ين,رين,ن
7,150,ين,مين,ن
7,151,ين,مين,ن
7,152,ين,رين,ن
7,153,يم,حيم,م
7,154,ون,بون,ن
7,155,ين,رين,ن
7,156,ون,نون,ن
7,157,ون,حون,ن
7,158,ون,دون,ن
7,159,ون,لون,ن
7,160,ون,مون,ن
7,161,ين,نين,ن
7,162,ون,مون,ن
7,163,ون,قون,ن
7,164,ون,قون,ن
7,165,ون,قون,ن
7,166,ين,سين,ن
7,167,يم,حيم,م
7,168,ون,عون,ن
7,169,ون,لون,ن
7,170,ين,حين,ن
7,171,ون,قون,ن
7,172,ين,لين,ن
7,173,ون,لون,ن
7,174,ون,عون,ن
7,175,ين,وين,ن
7,176,ون,رون,ن
7,177,ون,مون,ن
7,178,ون,رون,ن
7,179,ون,لون,ن
7,180,ون,لون,ن
7,181,ون,لون,ن
7,182,ون,مون,ن
7,183,ين,تين,ن
7,184,ين,بين,ن
7,185,ون,نون,ن
7,186,ون,هون,ن
7,187,ون,مون,ن
7,188,ون,نون,ن
7,189,ين,رين,ن
7,190,ون,كون,ن
7,191,ون,قون,ن
7,192,ون,رون,ن
7,193,ون,تون,ن
7,194,ين,قين,ن
7,195,ون,رون,ن
7,196,ين,حين,ن
7,197,ون,رون,ن
7,198,ون,رون,ن
7,199,ين,لين,ن
7,200,يم,ليم,م
7,201,ون,رون,ن
7,202,ون,رون,ن
7,203,ون,نون,ن
7,204,ون,مون,ن
7,205,ين,لين,ن
7,206,ون,دون,ن
8,1,ين,نين,ن
8,2,ون,لون,ن
8,3,ون,قون,ن
8,4,يم,ريم,م
8,5,ون,هون,ن
8,6,ون,رون,ن
8,7,ين,رين,ن
8,8,ون,مون,ن
8,9,ين,فين,ن
8,10,يم,كيم,م
8,11,ام,دام,م
8,12,ان,نان,ن
8,13,اب,قاب,ب
8,14,ار,نار,ر
8,15,ار,بار,ر
8,16,ير,صير,ر
8,17,يم,ليم,م
8,18,ين,رين,ن
8,19,ين,نين,ن
8,20,ون,عون,ن
8,21,ون,عون,ن
8,22,ون,لون,ن
8,23,ون,ضون,ن
8,24,ون,رون,ن
8,25,اب,قاب,ب
8,26,ون,رون,ن
8,27,ون,مون,ن
8,28,يم,ظيم,م
8,29,يم,ظيم,م
8,30,ين,رين,ن
8,31,ين,لين,ن
8,32,يم,ليم,م
8,33,ون,رون,ن
8,34,ون,مون,ن
8,35,ون,رون,ن
8,36,ون,رون,ن
8,37,ون,رون,ن
8,38,ين,لين,ن
8,39,ير,صير,ر
8,40,ير,صير,ر
8,41,ير,دير,ر
8,42,يم,ليم,م
8,43,ور,دور,ر
8,44,ور,مور,ر
8,45,ون,حون,ن
8,46,ين,رين,ن
8,47,يط,حيط,ط
8,48,اب,قاب,ب
8,49,يم,كيم,م
8,50,يق,ريق,ق
8,51,يد,بيد,د
8,52,اب,قاب,ب
8,53,يم,ليم,م
8,54,ين,مين,ن
8,55,ون,نون,ن
8,56,ون,قون,ن
8,57,ون,رون,ن
8,58,ين,نين,ن
8,59,ون,زون,ن
8,60,ون,مون,ن
8,61,يم,ليم,م
8,62,ين,نين,ن
8,63,يم,كيم,م
8,64,ين,نين,ن
8,65,ون,هون,ن
8,66,ين,رين,ن
8,67,يم,كيم,م
8,68,يم,ظيم,م
8,69,يم,حيم,م
8,70,يم,حيم,م
8,71,يم,كيم,م
8,72,ير,صير,ر
8,73,ير,بير,ر
8,74,يم,ريم,م
8,75,يم,ليم,م
9,1,ين,كين,ن
9,2,ين,رين,ن
9,3,يم,ليم,م
9,4,ين,قين,ن
9,5,يم,حيم,م
9,6,ون,مون,ن
9,7,ين,قين,ن
9,8,ون,قون,ن
9,9,ون,لون,ن
9,10,ون,دون,ن
9,11,ون,مون,ن
9,12,ون,هون,ن
9,13,ين,نين,ن
9,14,ين,نين,ن
9,15,يم,كيم,م
9,16,ون,لون,ن
9,17,ون,دون,ن
9,18,ين,دين,ن
9,19,ين,مين,ن
9,20,ون,زون,ن
9,21,يم,قيم,م
9,22,يم,ظيم,م
9,23,ون,مون,ن
9,24,ين,قين,ن
9,25,ين,رين,ن
9,26,ين,رين,ن
9,27,يم,حيم,م
9,28,يم,كيم,م
9,29,ون,رون,ن
9,30,ون,كون,ن
9,31,ون,كون,ن
9,32,ون,رون,ن
9,33,ون,كون,ن
9,34,يم,ليم,م
9,35,ون,زون,ن
9,36,ين,قين,ن
9,37,ين,رين,ن
9,38,يل,ليل,ل
9,39,ير,دير,ر
9,40,يم,كيم,م
9,41,ون,مون,ن
9,42,ون,بون,ن
9,43,ين,بين,ن
9,44,ين,قين,ن
9,45,ون,دون,ن
9,46,ين,دين,ن
9,47,ين,مين,ن
9,48,ون,هون,ن
9,49,ين,رين,ن
9,50,ون,حون,ن
9,51,ون,نون,ن
9,52,ون,صون,ن
9,53,ين,قين,ن
9,54,ون,هون,ن
9,55,ون,رون,ن
9,56,ون,قون,ن
9,57,ون,حون,ن
9,58,ون,طون,ن
9,59,ون,بون,ن
9,60,يم,كيم,م
9,61,يم,ليم,م
9,62,ين,نين,ن
9,63,يم,ظيم,م
9,64,ون,رون,ن
9,65,ون,ءون,ن
9,66,ين,مين,ن
9,67,ون,قون,ن
9,68,يم,قيم,م
9,69,ون,رون,ن
9,70,ون,مون,ن
9,71,يم,كيم,م
9,72,يم,ظيم,م
9,73,ير,صير,ر
9,74,ير,صير,ر
9,75,ين,حين,ن
9,76,ون,ضون,ن
9,77,ون,بون,ن
9,78,وب,يوب,ب
9,79,يم,ليم,م
9,80,ين,قين,ن
9,81,ون,هون,ن
9,82,ون,بون,ن
9,83,ين,فين,ن
9,84,ون,قون,ن
9,85,ون,رون,ن
9,86,ين,دين,ن
9,87,ون,هون,ن
9,88,ون,حون,ن
9,89,يم,ظيم,م
9,90,يم,ليم,م
9,91,يم,حيم,م
9,92,ون,قون,ن
9,93,ون,مون,ن
9,94,ون,لون,ن
9,95,ون,بون,ن
9,96,ين,قين,ن
9,97,يم,كيم,م
9,98,يم,ليم,م
9,99,يم,حيم,م
9,100,يم,ظيم,م
9,101,يم,ظيم,م
9,102,يم,حيم,م
9,103,يم,ليم,م
9,104,يم,حيم,م
9,105,ون,لون,ن
9,106,يم,كيم,م
9,107,ون,بون,ن
9,108,ين,رين,ن
9,109,ين,مين,ن
9,110,يم,كيم,م
9,111,يم,ظيم,م
9,112,ين,نين,ن
9,113,يم,حيم,م
9,114,يم,ليم,م
9,115,يم,ليم,م
9,116,ير,صير,ر
9,117,يم,حيم,م
9,118,يم,حيم,م
9,119,ين,قين,ن
9,120,ين,نين,ن
9,121,ون,لون,ن
9,122,ون,رون,ن
9,123,ين,قين,ن
9,124,ون,رون,ن
9,125,ون,رون,ن
9,126,ون,رون,ن
9,127,ون,هون,ن
9,128,يم,حيم,م
9,129,يم,ظيم,م
10,1,يم,كيم,م
10,2,ين,بين,ن
10,3,ون,رون,ن
10,4,ون,رون,ن
10,5,ون,مون,ن
10,6,ون,قون,ن
10,7,ون,لون,ن
10,8,ون,بون,ن
10,9,يم,عيم,م
10,10,ين,مين,ن
10,11,ون,هون,ن
10,12,ون,لون,ن
10,13,ين,مين,ن
10,14,ون,لون,ن
10,15,يم,ظيم,م
10,16,ون,لون,ن
10,17,ون,مون,ن
10,18,ون,كون,ن
10,19,ون,فون,ن
10,20,ين,رين,ن
10,21,ون,رون,ن
10,22,ين,رين,ن
10,23,ون,لون,ن
10,24,ون,رون,ن
10,25,يم,قيم,م
10,26,ون,دون,ن
10,27,ون,دون,ن
10,28,ون,دون,ن
10,29,ين,لين,ن
10,30,ون,رون,ن
10,31,ون,قون,ن
10,32,ون,فون,ن
10,33,ون,نون,ن
10,34,ون,كون,ن
10,35,ون,مون,ن
10,36,ون,لون,ن
10,37,ين,مين,ن
10,38,ين,قين,ن
10,39,ين,مين,ن
10,40,ين,دين,ن
10,41,ون,لون,ن
10,42,ون,لون,ن
10,43,ون,رون,ن
10,44,ون,مون,ن
10,45,ين,دين,ن
10,46,ون,لون,ن
10,47,ون,مون,ن
10,48,ين,قين,ن
10,49,ون,مون,ن
10,50,ون,مون,ن
10,51,ون,لون,ن
10,52,ون,بون,ن
10,53,ين,زين,ن
10,54,ون,مون,ن
10,55,ون,مون,ن
10,56,ون,عون,ن
10,57,ين,نين,ن
10,58,ون,عون,ن
10,59,ون,رون,ن
10,60,ون,رون,ن
10,61,ين,بين,ن
10,62,ون,نون,ن
10,63,ون,قون,ن
10,64,يم,ظيم,م
10,65,يم,ليم,م
10,66,ون,صون,ن
10,67,ون,عون,ن
10,68,ون,مون,ن
10,69,ون,حون,ن
10,70,ون,رون,ن
10,71,ون,رون,ن
10,72,ين,مين,ن
10,73,ين,رين,ن
10,74,ين,دين,ن
10,75,ين,مين,ن
10,76,ين,بين,ن
10,77,ون,رون,ن
10,78,ين,نين,ن
10,79,يم,ليم,م
10,80,ون,قون,ن
10,81,ين,دين,ن
10,82,ون,مون,ن
10,83,ين,فين,ن
10,84,ين,مين,ن
10,85,ين,مين,ن
10,86,ين,رين,ن
10,87,ين,نين,ن
10,88,يم,ليم,م
10,89,ون,مون,ن
10,90,ين,مين,ن
10,91,ين,دين,ن
10,92,ون,لون,ن
10,93,ون,فون,ن
10,94,ين,رين,ن
10,95,ين,رين,ن
10,96,ون,نون,ن
10,97,يم,ليم,م
10,98,ين,حين,ن
10,99,ين,نين,ن
10,100,ون,لون,ن
10,101,ون,نون,ن
10,102,ين,رين,ن
10,103,ين,نين,ن
10,104,ين,نين,ن
10,105,ين,كين,ن
10,106,ين,مين,ن
10,107,يم,حيم,م
10,108,يل,كيل,ل
10,109,ين,مين,ن
11,1,ير,بير,ر
11,2,ير,شير,ر
11,3,ير,بير,ر
11,4,ير,دير,ر
11,5,ور,دور,ر
11,6,ين,بين,ن
11,7,ين,بين,ن
11,8,ون,ءون,ن
11,9,ور,فور,ر
11,10,ور,خور,ر
11,11,ير,بير,ر
11,12,يل,كيل,ل
11,13,ين,قين,ن
11,14,ون,مون,ن
11,15,ون,سون,ن
11,16,ون,لون,ن
11,17,ون,نون,ن
11,18,ين,مين,ن
11,19,ون,رون,ن
11,20,ون,رون,ن
11,21,ون,رون,ن
11,22,ون,رون,ن
11,23,ون,دون,ن
11,24,ون,رون,ن
11,25,ين,بين,ن
11,26,يم,ليم,م
11,27,ين,بين,ن
11,28,ون,هون,ن
11,29,ون,لون,ن
11,30,ون,رون,ن
11,31,ين,مين,ن
11,32,ين,قين,ن
11,33,ين,زين,ن
11,34,ون,عون,ن
11,35,ون,مون,ن
11,36,ون,لون,ن
11,37,ون,قون,ن
11,38,ون,رون,ن
11,39,يم,قيم,م
11,40,يل,ليل,ل
11,41,يم,حيم,م
11,42,ين,رين,ن
11,43,ين,قين,ن
11,44,ين,مين,ن
11,45,ين,مين,ن
11,46,ين,لين,ن
11,47,ين,رين,ن
11,48,يم,ليم,م
11,49,ين,قين,ن
11,50,ون,رون,ن
11,51,ون,لون,ن
11,52,ين,مين,ن
11,53,ين,نين,ن
11,54,ون,كون,ن
11,55,ون,رون,ن
11,56,يم,قيم,م
11,57,يظ,فيظ,ظ
11,58,يظ,ليظ,ظ
11,59,يد,نيد,د
11,60,ود,هود,د
11,61,يب,جيب,ب
11,62,يب,ريب,ب
11,63,ير,سير,ر
11,64,يب,ريب,ب
11,65,وب,ذوب,ب
11,66,يز,زيز,ز
11,67,ين,مين,ن
11,68,ود,مود,د
11,69,يذ,نيذ,ذ
11,70,وط,لوط,ط
11,71,وب,قوب,ب
11,72,يب,جيب,ب
11,73,يد,جيد,د
11,74,وط,لوط,ط
11,75,يب,نيب,ب
11,76,ود,دود,د
11,77,يب,صيب,ب
11,78,يد,شيد,د
11,79,يد,ريد,د
11,80,يد,ديد,د
11,81,يب,ريب,ب
11,82,ود,ضود,د
11,83,يد,عيد,د
11,84,يط,حيط,ط
11,85,ين,دين,ن
11,86,يظ,فيظ,ظ
11,87,يد,شيد,د
11,88,يب,نيب,ب
11,89,يد,عيد,د
11,90,ود,دود,د
11,91,يز,زيز,ز
11,92,يط,حيط,ط
11,93,يب,قيب,ب
11,94,ين,مين,ن
11,95,ود,مود,د
11,96,ين,بين,ن
11,97,يد,شيد,د
11,98,ود,رود,د
11,99,ود,فود,د
11,100,يد,صيد,د
11,101,يب,بيب,ب
11,102,يد,ديد,د
11,103,ود,هود,د
11,104,ود,دود,د
11,105,يد,عيد,د
11,106,يق,هيق,ق
11,107,يد,ريد,د
11,108,وذ,ذوذ,ذ
11,109,وص,قوص,ص
11,110,يب,ريب,ب
11,111,ير,بير,ر
11,112,ير,صير,ر
11,113,ون,رون,ن
11,114,ين,رين,ن
11,115,ين,نين,ن
11,116,ين,مين,ن
11,117,ون,حون,ن
11,118,ين,فين,ن
11,119,ين,عين,ن
11,120,ين,نين,ن
11,121,ون,لون,ن
11,122,ون,رون,ن
11,123,ون,لون,ن
12,1,ين,بين,ن
12,2,ون,لون,ن
12,3,ين,لين,ن
12,4,ين,دين,ن
12,5,ين,بين,ن
12,6,يم,كيم,م
12,7,ين,لين,ن
12,8,ين,بين,ن
12,9,ين,حين,ن
12,10,ين,لين,ن
12,11,ون,حون,ن
12,12,ون,ظون,ن
12,13,ون,لون,ن
12,14,ون,رون,ن
12,15,ون,رون,ن
12,16,ون,كون,ن
12,17,ين,قين,ن
12,18,ون,فون,ن
12,19,ون,لون,ن
12,20,ين,دين,ن
12,21,ون,مون,ن
12,22,ين,نين,ن
12,23,ون,مون,ن
12,24,ين,صين,ن
12,25,يم,ليم,م
12,26,ين,بين,ن
12,27,ين,قين,ن
12,28,يم,ظيم,م
12,29,ين,طين,ن
12,30,ين,بين,ن
12,31,يم,ريم,م
12,32,ين,رين,ن
12,33,ين,لين,ن
12,34,يم,ليم,م
12,35,ين,حين,ن
12,36,ين,نين,ن
12,37,ون,رون,ن
12,38,ون,رون,ن
12,39,ار,هار,ر
12,40,ون,مون,ن
12,41,ان,يان,ن
12,42,ين,نين,ن
12,43,ون,رون,ن
12,44,ين,مين,ن
12,45,ون,لون,ن
12,46,ون,مون,ن
12,47,ون,لون,ن
12,48,ون,نون,ن
12,49,ون,رون,ن
12,50,يم,ليم,م
12,51,ين,قين,ن
12,52,ين,نين,ن
12,53,يم,حيم,م
12,54,ين,مين,ن
12,55,يم,ليم,م
12,56,ين,نين,ن
12,57,ون,قون,ن
12,58,ون,رون,ن
12,59,ين,لين,ن
12,60,ون,بون,ن
12,61,ون,لون,ن
12,62,ون,عون,ن
12,63,ون,ظون,ن
12,64,ين,مين,ن
12,65,ير,سير,ر
12,66,يل,كيل,ل
12,67,ون,لون,ن
12,68,ون,مون,ن
12,69,ون,لون,ن
12,70,ون,قون,ن
12,71,ون,دون,ن
12,72,يم,عيم,م
12,73,ين,قين,ن
12,74,ين,بين,ن
12,75,ين,مين,ن
12,76,يم,ليم,م
12,77,ون,فون,ن
12,78,ين,نين,ن
12,79,ون,مون,ن
12,80,ين,مين,ن
12,81,ين,ظين,ن
12,82,ون,قون,ن
12,83,يم,كيم,م
12,84,يم,ظيم,م
12,85,ين,كين,ن
12,86,ون,مون,ن
12,87,ون,رون,ن
12,88,ين,قين,ن
12,89,ون,لون,ن
12,90,ين,نين,ن
12,91,ين,طين,ن
12,92,ين,مين,ن
12,93,ين,عين,ن
12,94,ون,دون,ن
12,95,يم,ديم,م
12,96,ون,مون,ن
12,97,ين,طين,ن
12,98,يم,حيم,م
12,99,ين,نين,ن
12,100,يم,كيم,م
12,101,ين,حين,ن
12,102,ون,رون,ن
12,103,ين,نين,ن
12,104,ين,مين,ن
12,105,ون,ضون,ن
12,106,ون,كون,ن
12,107,ون,رون,ن
12,108,ين,كين,ن
12,109,ون,لون,ن
12,110,ين,مين,ن
12,111,ون,نون,ن
13,1,ون,نون,ن
13,2,ون,نون,ن
13,3,ون,رون,ن
13,4,ون,لون,ن
13,5,ون,دون,ن
13,6,اب,قاب,ب
13,7,اد,هاد,د
13,8,ار,دار,ر
13,9,ال,عال,ل
13,10,ار,هار,ر
13,11,ال,وال,ل
13,12,ال,قال,ل
13,13,ال,حال,ل
13,14,لل,ضلل,ل
13,15,ال,صال,ل
13,16,هر,قهر,ر
13,17,ال,ثال,ل
13,18,اد,هاد,د
13,19,بب,لبب,ب
13,20,ثق,يثق,ق
13,21,اب,ساب,ب
13,22,ار,دار,ر
13,23,اب,باب,ب
13,24,ار,دار,ر
13,25,ار,دار,ر
13,26,تع,متع,ع
13,27,اب,ناب,ب
13,28,وب,لوب,ب
13,29,اب,ماب,ب
13,30,اب,تاب,ب
13,31,اد,عاد,د
13,32,اب,قاب,ب
13,33,اد,هاد,د
13,34,اق,واق,ق
13,35,ار,نار,ر
13,36,اب,ماب,ب
13,37,اق,واق,ق
13,38,اب,تاب,ب
13,39,تب,كتب,ب
13,40,اب,ساب,ب
13,41,اب,ساب,ب
13,42,ار,دار,ر
13,43,تب,كتب,ب
14,1,يد,ميد,د
14,2,يد,ديد,د
14,3,يد,عيد,د
14,4,يم,كيم,م
14,5,ور,كور,ر
14,6,يم,ظيم,م
14,7,يد,ديد,د
14,8,يد,ميد,د
14,9,يب,ريب,ب
14,10,ين,بين,ن
14,11,ون,نون,ن
14,12,ون,لون,ن
14,13,ين,مين,ن
14,14,يد,عيد,د
14,15,يد,نيد,د
14,16,يد,ديد,د
14,17,يظ,ليظ,ظ
14,18,يد,عيد,د
14,19,يد,ديد,د
14,20,يز,زيز,ز
14,21,يص,حيص,ص
14,22,يم,ليم,م
14,23,لم,سلم,م
14,24,اء,ماء,ء
14,25,ون,رون,ن
14,26,ار,رار,ر
14,27,اء,شاء,ء
14,28,ار,وار,ر
14,29,ار,رار,ر
14,30,ار,نار,ر
14,31,لل,خلل,ل
14,32,هر,نهر,ر
14,33,ار,هار,ر
14,34,ار,فار,ر
14,35,ام,نام,م
14,36,يم,حيم,م
14,37,ون,رون,ن
14,38,اء,ماء,ء
14,39,اء,عاء,ء
14,40,اء,عاء,ء
14,41,اب,ساب,ب
14,42,صر,بصر,ر
14,43,اء,واء,ء
14,44,ال,وال,ل
14,45,ال,ثال,ل
14,46,ال,بال,ل
14,47,ام,قام,م
14,48,ار,هار,ر
14,49,اد,فاد,د
14,50,ار,نار,ر
14,51,اب,ساب,ب
14,52,بب,لبب,ب
15,1,ين,بين,ن
15,2,ين,مين,ن
15,3,ون,مون,ن
15,4,وم,لوم,م
15,5,ون,رون,ن
15,6,ون,نون,ن
15,7,ين,قين,ن
15,8,ين,رين,ن
15,9,ون,ظون,ن
15,10,ين,لين,ن
15,11,ون,ءون,ن
15,12,ين,مين,ن
15,13,ين,لين,ن
15,14,ون,جون,ن
15,15,ون,رون,ن
15,16,ين,رين,ن
15,17,يم,جيم,م
15,18,ين,بين,ن
15,19,ون,زون,ن
15,20,ين,قين,ن
15,21,وم,لوم,م
15,22,ين,نين,ن
15,23,ون,ثون,ن
15,24,ين,رين,ن
15,25,يم,ليم,م
15,26,ون,نون,ن
15,27,وم,موم,م
15,28,ون,نون,ن
15,29,ين,دين,ن
15,30,ون,عون,ن
15,31,ين,دين,ن
15,32,ين,دين,ن
15,33,ون,نون,ن
15,34,يم,جيم,م
15,35,ين,دين,ن
15,36,ون,ثون,ن
15,37,ين,رين,ن
15,38,وم,لوم,م
15,39,ين,عين,ن
15,40,ين,صين,ن
15,41,يم,قيم,م
15,42,ين,وين,ن
15,43,ين,عين,ن
15,44,وم,سوم,م
15,45,ون,يون,ن
15,46,ين,نين,ن
15,47,ين,لين,ن
15,48,ين,جين,ن
15,49,يم,حيم,م
15,50,يم,ليم,م
15,51,يم,هيم,م
15,52,ون,لون,ن
15,53,يم,ليم,م
15,54,ون,رون,ن
15,55,ين,طين,ن
15,56,ون,لون,ن
15,57,ون,لون,ن
15,58,ين,مين,ن
15,59,ين,عين,ن
15,60,ين,رين,ن
15,61,ون,لون,ن
15,62,ون,رون,ن
15,63,ون,رون,ن
15,64,ون,قون,ن
15,65,ون,رون,ن
15,66,ين,حين,ن
15,67,ون,رون,ن
15,68,ون,حون,ن
15,69,ون,زون,ن
15,70,ين,مين,ن
15,71,ين,لين,ن
15,72,ون,هون,ن
15,73,ين,قين,ن
15,74,يل,جيل,ل
15,75,ين,مين,ن
15,76,يم,قيم,م
15,77,ين,نين,ن
15,78,ين,مين,ن
15,79,ين,بين,ن
15,80,ين,لين,ن
15,81,ين,ضين,ن
15,82,ين,نين,ن
15,83,ين,حين,ن
15,84,ون,بون,ن
15,85,يل,ميل,ل
15,86,يم,ليم,م
15,87,يم,ظيم,م
15,88,ين,نين,ن
15,89,ين,بين,ن
15,90,ين,مين,ن
15,91,ين,ضين,ن
15,92,ين,عين,ن
15,93,ون,لون,ن
15,94,ين,كين,ن
15,95,ين,ءين,ن
15,96,ون,مون,ن
15,97,ون,لون,ن
15,98,ين,دين,ن
15,99,ين,قين,ن
16,1,ون,كون,ن
16,2,ون,قون,ن
16,3,ون,كون,ن
16,4,ين,بين,ن
16,5,ون,لون,ن
16,6,ون,حون,ن
16,7,يم,حيم,م
16,8,ون,مون,ن
16,9,ين,عين,ن
16,10,ون,مون,ن
16,11,ون,رون,ن
16,12,ون,لون,ن
16,13,ون,رون,ن
16,14,ون,رون,ن
16,15,ون,دون,ن
16,16,ون,دون,ن
16,17,ون,رون,ن
16,18,يم,حيم,م
16,19,ون,نون,ن
16,20,ون,قون,ن
16,21,ون,ثون,ن
16,22,ون,رون,ن
16,23,ين,رين,ن
16,24,ين,لين,ن
16,25,ون,رون,ن
16,26,ون,رون,ن
16,27,ين,رين,ن
16,28,ون,لون,ن
16,29,ين,رين,ن
16,30,ين,قين,ن
16,31,ين,قين,ن
16,32,ون,لون,ن
16,33,ون,مون,ن
16,34,ون,ءون,ن
16,35,ين,بين,ن
16,36,ين,بين,ن
16,37,ين,رين,ن
16,38,ون,مون,ن
16,39,ين,بين,ن
16,40,ون,كون,ن
16,41,ون,مون,ن
16,42,ون,لون,ن
16,43,ون,مون,ن
16,44,ون,رون,ن
16,45,ون,رون,ن
16,46,ين,زين,ن
16,47,يم,حيم,م
16,48,ون,رون,ن
16,49,ون,رون,ن
16,50,ون,رون,ن
16,51,ون,بون,ن
16,52,ون,قون,ن
16,53,ون,رون,ن
16,54,ون,كون,ن
16,55,ون,مون,ن
16,56,ون,رون,ن
16,57,ون,هون,ن
16,58,يم,ظيم,م
16,59,ون,مون,ن
16,60,يم,كيم,م
16,61,ون,مون,ن
16,62,ون,طون,ن
16,63,يم,ليم,م
16,64,ون,نون,ن
16,65,ون,عون,ن
16,66,ين,بين,ن
16,67,ون,لون,ن
16,68,ون,شون,ن
16,69,ون,رون,ن
16,70,ير,دير,ر
16,71,ون,دون,ن
16,72,ون,رون,ن
16,73,ون,عون,ن
16,74,ون,مون,ن
16,75,ون,مون,ن
16,76,يم,قيم,م
16,77,ير,دير,ر
16,78,ون,رون,ن
16,79,ون,نون,ن
16,80,ين,حين,ن
16,81,ون,مون,ن
16,82,ين,بين,ن
16,83,ون,رون,ن
16,84,ون,بون,ن
16,85,ون,رون,ن
16,86,ون,بون,ن
16,87,ون,رون,ن
16,88,ون,دون,ن
16,89,ين,مين,ن
16,90,ون,رون,ن
16,91,ون,لون,ن
16,92,ون,فون,ن
16,93,ون,لون,ن
16,94,يم,ظيم,م
16,95,ون,مون,ن
16,96,ون,لون,ن
16,97,ون,لون,ن
16,98,يم,جيم,م
16,99,ون,لون,ن
16,100,ون,كون,ن
16,101,ون,مون,ن
16,102,ين,مين,ن
16,103,ين,بين,ن
16,104,يم,ليم,م
16,105,ون,بون,ن
16,106,يم,ظيم,م
16,107,ين,رين,ن
16,108,ون,لون,ن
16,109,ون,رون,ن
16,110,يم,حيم,م
16,111,ون,مون,ن
16,112,ون,عون,ن
16,113,ون,مون,ن
16,114,ون,دون,ن
16,115,يم,حيم,م
16,116,ون,حون,ن
16,117,يم,ليم,م
16,118,ون,مون,ن
16,119,يم,حيم,م
16,120,ين,كين,ن
16,121,يم,قيم,م
16,122,ين,حين,ن
16,123,ين,كين,ن
16,124,ون,فون,ن
16,125,ين,دين,ن
16,126,ين,رين,ن
16,127,ون,رون,ن
16,128,ون,نون,ن
17,1,ير,صير,ر
17,2,لا,يلا,ا
17,3,را,ورا,ا
17,4,را,يرا,ا
17,5,لا,ولا,ا
17,6,را,يرا,ا
17,7,را,يرا,ا
17,8,را,يرا,ا
17,9,را,يرا,ا
17,10,ما,يما,ا
17,11,لا,ولا,ا
17,12,لا,يلا,ا
17,13,را,ورا,ا
17,14,با,يبا,ا
17,15,لا,ولا,ا
17,16,را,يرا,ا
17,17,را,يرا,ا
17,18,را,ورا,ا
17,19,را,ورا,ا
17,20,را,ورا,ا
17,21,لا,يلا,ا
17,22,لا,ولا,ا
17,23,ما,يما,ا
17,24,را,يرا,ا
17,25,را,ورا,ا
17,26,را,يرا,ا
17,27,را,ورا,ا
17,28,را,ورا,ا
17,29,را,ورا,ا
17,30,را,يرا,ا
17,31,را,يرا,ا
17,32,لا,يلا,ا
17,33,را,ورا,ا
17,34,لا,ولا,ا
17,35,لا,يلا,ا
17,36,لا,ولا,ا
17,37,لا,ولا,ا
17,38,ها,وها,ا
17,39,را,ورا,ا
17,40,ما,يما,ا
17,41,را,ورا,ا
17,42,لا,يلا,ا
17,43,را,يرا,ا
17,44,را,ورا,ا
17,45,را,ورا,ا
17,46,را,ورا,ا
17,47,را,ورا,ا
17,48,لا,يلا,ا
17,49,دا,يدا,ا
17,50,دا,يدا,ا
17,51,با,يبا,ا
17,52,لا,يلا,ا
17,53,نا,ينا,ا
17,54,لا,يلا,ا
17,55,را,ورا,ا
17,56,لا,يلا,ا
17,57,را,ورا,ا
17,58,را,ورا,ا
17,59,فا,يفا,ا
17,60,را,يرا,ا
17,61,نا,ينا,ا
17,62,لا,يلا,ا
17,63,را,ورا,ا
17,64,را,ورا,ا
17,65,لا,يلا,ا
17,66,ما,يما,ا
17,67,را,ورا,ا
17,68,لا,يلا,ا
17,69,عا,يعا,ا
17,70,لا,يلا,ا
17,71,لا,يلا,ا
17,72,لا,يلا,ا
17,73,لا,يلا,ا
17,74,لا,يلا,ا
17,75,را,يرا,ا
17,76,لا,يلا,ا
17,77,لا,يلا,ا
17,78,دا,ودا,ا
17,79,دا,ودا,ا
17,80,را,يرا,ا
17,81,قا,وقا,ا
17,82,را,ارا,ا
17,83,سا,وسا,ا
17,84,لا,يلا,ا
17,85,لا,يلا,ا
17,86,لا,يلا,ا
17,87,را,يرا,ا
17,88,را,يرا,ا
17,89,را,ورا,ا
17,90,عا,وعا,ا
17,91,را,يرا,ا
17,92,لا,يلا,ا
