surah,verse,count,text
29,50,2,وَقالوا لَولا أُنزِلَ عَلَيهِ ءايٰتٌ مِن رَبِّهِ ۖ قُل إِنَّمَا الءايٰتُ عِندَ اللَّهِ وَإِنَّما أَنا۠ نَذيرٌ مُبينٌ
31,12,1,وَلَقَد ءاتَينا لُقمٰنَ الحِكمَةَ أَنِ اشكُر لِلَّهِ ۚ وَمَن يَشكُر فَإِنَّما يَشكُرُ لِنَفسِهِ ۖ وَمَن كَفَرَ فَإِنَّ اللَّهَ غَنِىٌّ حَميدٌ
32,15,1,إِنَّما يُؤمِنُ بِـٔايٰتِنَا الَّذينَ إِذا ذُكِّروا بِها خَرّوا سُجَّدًا وَسَبَّحوا بِحَمدِ رَبِّهِم وَهُم لا يَستَكبِرونَ ۩
33,33,1,وَقَرنَ فى بُيوتِكُنَّ وَلا تَبَرَّجنَ تَبَرُّجَ الجٰهِلِيَّةِ الأولىٰ ۖ وَأَقِمنَ الصَّلوٰةَ وَءاتينَ الزَّكوٰةَ وَأَطِعنَ اللَّهَ وَرَسولَهُ ۚ إِنَّما يُريدُ اللَّهُ لِيُذهِبَ عَنكُمُ الرِّجسَ أَهلَ البَيتِ وَيُطَهِّرَكُم تَطهيرًا
33,63,1,يَسـَٔلُكَ النّاسُ عَنِ السّاعَةِ ۖ قُل إِنَّما عِلمُها عِندَ اللَّهِ ۚ وَما يُدريكَ لَعَلَّ السّاعَةَ تَكونُ قَريبًا
34,46,1,۞ قُل إِنَّما أَعِظُكُم بِوٰحِدَةٍ ۖ أَن تَقوموا لِلَّهِ مَثنىٰ وَفُرٰدىٰ ثُمَّ تَتَفَكَّروا ۚ ما بِصاحِبِكُم مِن جِنَّةٍ ۚ إِن هُوَ إِلّا نَذيرٌ لَكُم بَينَ يَدَى عَذابٍ شَديدٍ
34,50,1,قُل إِن ضَلَلتُ فَإِنَّما أَضِلُّ عَلىٰ نَفسى ۖ وَإِنِ اهتَدَيتُ فَبِما يوحى إِلَىَّ رَبّى ۚ إِنَّهُ سَميعٌ قَريبٌ
35,6,1,إِنَّ الشَّيطٰنَ لَكُم عَدُوٌّ فَاتَّخِذوهُ عَدُوًّا ۚ إِنَّما يَدعوا حِزبَهُ لِيَكونوا مِن أَصحٰبِ السَّعيرِ
35,18,2,وَلا تَزِرُ وازِرَةٌ وِزرَ أُخرىٰ ۚ وَإِن تَدعُ مُثقَلَةٌ إِلىٰ حِملِها لا يُحمَل مِنهُ شَيءٌ وَلَو كانَ ذا قُربىٰ ۗ إِنَّما تُنذِرُ الَّذينَ يَخشَونَ رَبَّهُم بِالغَيبِ وَأَقامُوا الصَّلوٰةَ ۚ وَمَن تَزَكّىٰ فَإِنَّما يَتَزَكّىٰ لِنَفسِهِ ۚ وَإِلَى اللَّهِ المَصيرُ
35,28,1,وَمِنَ النّاسِ وَالدَّوابِّ وَالأَنعٰمِ مُختَلِفٌ أَلوٰنُهُ كَذٰلِكَ ۗ إِنَّما يَخشَى اللَّهَ مِن عِبادِهِ العُلَمٰؤُا۟ ۗ إِنَّ اللَّهَ عَزيزٌ غَفورٌ
36,11,1,إِنَّما تُنذِرُ مَنِ اتَّبَعَ الذِّكرَ وَخَشِىَ الرَّحمٰنَ بِالغَيبِ ۖ فَبَشِّرهُ بِمَغفِرَةٍ وَأَجرٍ كَريمٍ
36,82,1,إِنَّما أَمرُهُ إِذا أَرادَ شَيـًٔا أَن يَقولَ لَهُ كُن فَيَكونُ
37,19,1,فَإِنَّما هِىَ زَجرَةٌ وٰحِدَةٌ فَإِذا هُم يَنظُرونَ
38,65,1,قُل إِنَّما أَنا۠ مُنذِرٌ ۖ وَما مِن إِلٰهٍ إِلَّا اللَّهُ الوٰحِدُ القَهّارُ
39,9,1,أَمَّن هُوَ قٰنِتٌ ءاناءَ الَّيلِ ساجِدًا وَقائِمًا يَحذَرُ الءاخِرَةَ وَيَرجوا رَحمَةَ رَبِّهِ ۗ قُل هَل يَستَوِى الَّذينَ يَعلَمونَ وَالَّذينَ لا يَعلَمونَ ۗ إِنَّما يَتَذَكَّرُ أُولُوا الأَلبٰبِ
39,10,1,قُل يٰعِبادِ الَّذينَ ءامَنُوا اتَّقوا رَبَّكُم ۚ لِلَّذينَ أَحسَنوا فى هٰذِهِ الدُّنيا حَسَنَةٌ ۗ وَأَرضُ اللَّهِ وٰسِعَةٌ ۗ إِنَّما يُوَفَّى الصّٰبِرونَ أَجرَهُم بِغَيرِ حِسابٍ
39,41,1,إِنّا أَنزَلنا عَلَيكَ الكِتٰبَ لِلنّاسِ بِالحَقِّ ۖ فَمَنِ اهتَدىٰ فَلِنَفسِهِ ۖ وَمَن ضَلَّ فَإِنَّما يَضِلُّ عَلَيها ۖ وَما أَنتَ عَلَيهِم بِوَكيلٍ
39,49,1,فَإِذا مَسَّ الإِنسٰنَ ضُرٌّ دَعانا ثُمَّ إِذا خَوَّلنٰهُ نِعمَةً مِنّا قالَ إِنَّما أوتيتُهُ عَلىٰ عِلمٍ ۚ بَل هِىَ فِتنَةٌ وَلٰكِنَّ أَكثَرَهُم لا يَعلَمونَ
40,39,1,يٰقَومِ إِنَّما هٰذِهِ الحَيوٰةُ الدُّنيا مَتٰعٌ وَإِنَّ الءاخِرَةَ هِىَ دارُ القَرارِ
40,68,1,هُوَ الَّذى يُحيۦ وَيُميتُ ۖ فَإِذا قَضىٰ أَمرًا فَإِنَّما يَقولُ لَهُ كُن فَيَكونُ
41,6,1,قُل إِنَّما أَنا۠ بَشَرٌ مِثلُكُم يوحىٰ إِلَىَّ أَنَّما إِلٰهُكُم إِلٰهٌ وٰحِدٌ فَاستَقيموا إِلَيهِ وَاستَغفِروهُ ۗ وَوَيلٌ لِلمُشرِكينَ
42,42,1,إِنَّمَا السَّبيلُ عَلَى الَّذينَ يَظلِمونَ النّاسَ وَيَبغونَ فِى الأَرضِ بِغَيرِ الحَقِّ ۚ أُولٰئِكَ لَهُم عَذابٌ أَليمٌ
44,58,1,فَإِنَّما يَسَّرنٰهُ بِلِسانِكَ لَعَلَّهُم يَتَذَكَّرونَ
46,23,1,قالَ إِنَّمَا العِلمُ عِندَ اللَّهِ وَأُبَلِّغُكُم ما أُرسِلتُ بِهِ وَلٰكِنّى أَرىٰكُم قَومًا تَجهَلونَ
47,36,1,إِنَّمَا الحَيوٰةُ الدُّنيا لَعِبٌ وَلَهوٌ ۚ وَإِن تُؤمِنوا وَتَتَّقوا يُؤتِكُم أُجورَكُم وَلا يَسـَٔلكُم أَموٰلَكُم
47,38,1,هٰأَنتُم هٰؤُلاءِ تُدعَونَ لِتُنفِقوا فى سَبيلِ اللَّهِ فَمِنكُم مَن يَبخَلُ ۖ وَمَن يَبخَل فَإِنَّما يَبخَلُ عَن نَفسِهِ ۚ وَاللَّهُ الغَنِىُّ وَأَنتُمُ الفُقَراءُ ۚ وَإِن تَتَوَلَّوا يَستَبدِل قَومًا غَيرَكُم ثُمَّ لا يَكونوا أَمثٰلَكُم
48,10,2,إِنَّ الَّذينَ يُبايِعونَكَ إِنَّما يُبايِعونَ اللَّهَ يَدُ اللَّهِ فَوقَ أَيديهِم ۚ فَمَن نَكَثَ فَإِنَّما يَنكُثُ عَلىٰ نَفسِهِ ۖ وَمَن أَوفىٰ بِما عٰهَدَ عَلَيهُ اللَّهَ فَسَيُؤتيهِ أَجرًا عَظيمًا
49,10,1,إِنَّمَا المُؤمِنونَ إِخوَةٌ فَأَصلِحوا بَينَ أَخَوَيكُم ۚ وَاتَّقُوا اللَّهَ لَعَلَّكُم تُرحَمونَ
49,15,1,إِنَّمَا المُؤمِنونَ الَّذينَ ءامَنوا بِاللَّهِ وَرَسولِهِ ثُمَّ لَم يَرتابوا وَجٰهَدوا بِأَموٰلِهِم وَأَنفُسِهِم فى سَبيلِ اللَّهِ ۚ أُولٰئِكَ هُمُ الصّٰدِقونَ
51,5,1,إِنَّما توعَدونَ لَصادِقٌ
52,16,1,اصلَوها فَاصبِروا أَو لا تَصبِروا سَواءٌ عَلَيكُم ۖ إِنَّما تُجزَونَ ما كُنتُم تَعمَلونَ
58,10,1,إِنَّمَا النَّجوىٰ مِنَ الشَّيطٰنِ لِيَحزُنَ الَّذينَ ءامَنوا وَلَيسَ بِضارِّهِم شَيـًٔا إِلّا بِإِذنِ اللَّهِ ۚ وَعَلَى اللَّهِ فَليَتَوَكَّلِ المُؤمِنونَ
60,9,1,إِنَّما يَنهىٰكُمُ اللَّهُ عَنِ الَّذينَ قٰتَلوكُم فِى الدّينِ وَأَخرَجوكُم مِن دِيٰرِكُم وَظٰهَروا عَلىٰ إِخراجِكُم أَن تَوَلَّوهُم ۚ وَمَن يَتَوَلَّهُم فَأُولٰئِكَ هُمُ الظّٰلِمونَ
64,12,1,وَأَطيعُوا اللَّهَ وَأَطيعُوا الرَّسولَ ۚ فَإِن تَوَلَّيتُم فَإِنَّما عَلىٰ رَسولِنَا البَلٰغُ المُبينُ
64,15,1,إِنَّما أَموٰلُكُم وَأَولٰدُكُم فِتنَةٌ ۚ وَاللَّهُ عِندَهُ أَجرٌ عَظيمٌ
66,7,1,يٰأَيُّهَا الَّذينَ كَفَروا لا تَعتَذِرُوا اليَومَ ۖ إِنَّما تُجزَونَ ما كُنتُم تَعمَلونَ
67,26,2,قُل إِنَّمَا العِلمُ عِندَ اللَّهِ وَإِنَّما أَنا۠ نَذيرٌ مُبينٌ
72,20,1,قُل إِنَّما أَدعوا رَبّى وَلا أُشرِكُ بِهِ أَحَدًا
76,9,1,إِنَّما نُطعِمُكُم لِوَجهِ اللَّهِ لا نُريدُ مِنكُم جَزاءً وَلا شُكورًا
79,13,1,فَإِنَّما هِىَ زَجرَةٌ وٰحِدَةٌ
79,45,1,إِنَّما أَنتَ مُنذِرُ مَن يَخشىٰها
88,21,1,فَذَكِّر إِنَّما أَنتَ مُذَكِّرٌ
