perm_index,abs_tau,signed_tau,adj_matches
2548,0.034932,0.034932,3
2549,0.030585,-0.030585,2
2550,0.061636,-0.061636,3
2551,0.029654,-0.029654,1
2552,0.061015,0.061015,2
2553,0.096414,-0.096414,2
2554,0.011644,0.011644,3
2555,0.035864,-0.035864,1
2556,0.062257,0.062257,1
2557,0.013197,0.013197,2
2558,0.017854,0.017854,2
2559,0.048905,-0.048905,6
2560,0.043627,-0.043627,3
2561,0.036175,-0.036175,2
2562,0.001397,-0.001397,3
2563,0.027480,0.027480,2
2564,0.064120,-0.064120,0
2565,0.015991,-0.015991,5
2566,0.041143,-0.041143,1
2567,0.054805,-0.054805,0
2568,0.033069,-0.033069,2
2569,0.024065,-0.024065,1
2570,0.081199,-0.081199,2
2571,0.135848,-0.135848,2
2572,0.026238,-0.026238,2
2573,0.113802,-0.113802,3
2574,0.003571,-0.003571,1
2575,0.038348,0.038348,0
2576,0.098277,-0.098277,0
2577,0.029033,-0.029033,1
2578,0.080578,-0.080578,2
2579,0.047974,0.047974,3
2580,0.011023,0.011023,0
2581,0.025307,-0.025307,5
2582,0.077162,0.077162,1
2583,0.020649,-0.020649,3
2584,0.006055,-0.006055,1
2585,0.040832,-0.040832,2
2586,0.028412,-0.028412,2
2587,0.021891,-0.021891,4
2588,0.021270,0.021270,2
2589,0.102624,-0.102624,2
2590,0.032448,-0.032448,5
2591,0.078404,0.078404,0
2592,0.056979,0.056979,3
2593,0.005744,0.005744,4
2594,0.000776,0.000776,3
2595,0.024065,0.024065,1
2596,0.078093,0.078093,1
2597,0.053253,-0.053253,2
2598,0.078714,-0.078714,1
2599,0.019407,0.019407,0
2600,0.122807,0.122807,5
2601,0.116597,-0.116597,0
2602,0.010092,0.010092,2
2603,0.014749,-0.014749,1
2604,0.117528,-0.117528,1
2605,0.045490,-0.045490,0
2606,0.055426,0.055426,2
2607,0.061947,-0.061947,4
2608,0.037417,0.037417,2
2609,0.049837,-0.049837,4
2610,0.087098,0.087098,2
2611,0.024375,0.024375,1
2612,0.006055,0.006055,0
2613,0.027791,0.027791,4
2614,0.050769,0.050769,2
2615,0.012265,0.012265,2
2616,0.065363,-0.065363,2
2617,0.114423,-0.114423,3
2618,0.031827,-0.031827,2
2619,0.032759,-0.032759,1
2620,0.046111,0.046111,2
2621,0.049837,-0.049837,0
2622,0.030896,-0.030896,3
2623,0.088961,0.088961,2
2624,0.073436,-0.073436,0
2625,0.069710,-0.069710,2
2626,0.023444,0.023444,3
2627,0.012886,-0.012886,1
2628,0.041453,0.041453,2
2629,0.017233,-0.017233,2
2630,0.014128,0.014128,0
2631,0.047042,0.047042,1
2632,0.102003,-0.102003,0
2633,0.073436,-0.073436,1
2634,0.043006,0.043006,2
2635,0.065984,-0.065984,1
2636,0.027480,-0.027480,2
2637,0.082751,0.082751,4
2638,0.045179,-0.045179,1
2639,0.037727,-0.037727,4
2640,0.076851,0.076851,2
2641,0.020028,-0.020028,5
2642,0.034001,-0.034001,5
2643,0.037727,0.037727,2
2644,0.047663,-0.047663,3
2645,0.114734,0.114734,1
2646,0.050147,0.050147,4
2647,0.078714,0.078714,2
2648,0.037727,-0.037727,2
2649,0.115355,0.115355,4
2650,0.037417,0.037417,1
2651,0.007608,0.007608,2
2652,0.049837,-0.049837,1
2653,0.158516,-0.158516,5
2654,0.100140,0.100140,0
2655,0.003571,0.003571,1
2656,0.061326,-0.061326,2
2657,0.007918,-0.007918,2
2658,0.066915,-0.066915,5
2659,0.050769,-0.050769,0
2660,0.077783,0.077783,3
2661,0.017233,-0.017233,0
2662,0.033069,0.033069,1
2663,0.026859,0.026859,3
2664,0.147648,-0.147648,1
2665,0.012265,0.012265,1
2666,0.016302,-0.016302,0
2667,0.037106,0.037106,3
2668,0.014439,-0.014439,2
2669,0.014749,0.014749,4
2670,0.011955,0.011955,2
2671,0.084925,0.084925,5
2672,0.075920,-0.075920,1
2673,0.043006,0.043006,4
2674,0.010092,0.010092,4
2675,0.119702,-0.119702,3
2676,0.187393,0.187393,3
2677,0.072194,0.072194,3
2678,0.057910,0.057910,1
2679,0.043316,-0.043316,1
2680,0.027480,0.027480,2
2681,0.038969,0.038969,2
2682,0.110697,-0.110697,6
2683,0.011334,-0.011334,1
2684,0.017854,-0.017854,1
2685,0.009471,0.009471,3
2686,0.038038,-0.038038,1
2687,0.069089,0.069089,4
2688,0.043316,-0.043316,1
2689,0.027170,-0.027170,1
2690,0.067226,0.067226,1
2691,0.080578,0.080578,1
2692,0.052632,-0.052632,1
2693,0.049837,-0.049837,3
2694,0.046111,0.046111,1
2695,0.025617,-0.025617,1
2696,0.052321,-0.052321,5
2697,0.010402,0.010402,1
2698,0.002639,-0.002639,0
2699,0.212855,-0.212855,4
2700,0.055116,0.055116,2
2701,0.026238,0.026238,5
2702,0.112560,-0.112560,1
2703,0.027791,-0.027791,5
2704,0.032448,-0.032448,2
2705,0.007608,-0.007608,1
2706,0.138954,-0.138954,4
2707,0.070020,-0.070020,3
2708,0.096414,-0.096414,1
2709,0.055116,-0.055116,1
2710,0.004813,0.004813,1
2711,0.102313,-0.102313,3
2712,0.037417,-0.037417,1
2713,0.122807,-0.122807,5
2714,0.014749,-0.014749,4
2715,0.055116,0.055116,2
2716,0.102934,0.102934,2
2717,0.070331,-0.070331,4
2718,0.087098,0.087098,3
2719,0.055737,-0.055737,0
2720,0.000466,0.000466,3
2721,0.002639,-0.002639,2
2722,0.024996,-0.024996,1
2723,0.016612,-0.016612,3
2724,0.069710,0.069710,0
2725,0.078714,-0.078714,9
2726,0.104797,0.104797,3
2727,0.052632,0.052632,0
2728,0.049216,0.049216,0
2729,0.029033,-0.029033,2
2730,0.065673,0.065673,2
2731,0.129017,0.129017,2
2732,0.000155,-0.000155,4
2733,0.034001,-0.034001,2
2734,0.031206,-0.031206,2
2735,0.054495,0.054495,0
2736,0.025928,0.025928,3
2737,0.022202,-0.022202,1
2738,0.029343,-0.029343,2
2739,0.038969,-0.038969,2
2740,0.157895,0.157895,3
2741,0.017854,-0.017854,1
2742,0.007918,-0.007918,3
2743,0.001087,-0.001087,1
2744,0.066605,-0.066605,1
2745,0.057600,0.057600,2
2746,0.104176,0.104176,0
2747,0.041143,-0.041143,4
2748,0.049216,0.049216,3
2749,0.069089,0.069089,0
2750,0.053253,-0.053253,1
2751,0.009471,0.009471,2
2752,0.033380,0.033380,1
2753,0.077472,0.077472,0
2754,0.088340,0.088340,4
2755,0.024065,-0.024065,2
2756,0.095482,0.095482,1
2757,0.001397,0.001397,1
2758,0.054805,0.054805,3
2759,0.067226,0.067226,4
2760,0.046111,-0.046111,1
2761,0.121254,-0.121254,2
2762,0.096103,-0.096103,1
2763,0.021580,-0.021580,1
2764,0.034311,-0.034311,2
2765,0.112871,-0.112871,3
2766,0.053253,0.053253,2
2767,0.015991,-0.015991,3
2768,0.017854,0.017854,2
2769,0.013197,-0.013197,0
2770,0.102313,-0.102313,3
2771,0.033690,0.033690,3
2772,0.074988,-0.074988,2
2773,0.045179,0.045179,1
2774,0.044558,-0.044558,0
2775,0.006055,0.006055,1
2776,0.018165,-0.018165,2
2777,0.128396,-0.128396,1
2778,0.028412,0.028412,0
2779,0.094551,0.094551,5
2780,0.041764,-0.041764,3
2781,0.054184,0.054184,1
2782,0.047974,-0.047974,2
2783,0.010402,-0.010402,1
2784,0.086477,0.086477,1
2785,0.086167,-0.086167,2
2786,0.022512,-0.022512,0
2787,0.122186,-0.122186,0
2788,0.021891,-0.021891,1
2789,0.036175,-0.036175,3
2790,0.031827,-0.031827,0
2791,0.062568,-0.062568,2
2792,0.138643,-0.138643,2
2793,0.039590,-0.039590,0
2794,0.083993,0.083993,1
2795,0.002950,-0.002950,1
2796,0.028101,0.028101,1
2797,0.075609,-0.075609,1
2798,0.002950,-0.002950,2
2799,0.090203,0.090203,1
2800,0.018786,-0.018786,2
2801,0.125602,-0.125602,4
2802,0.142059,-0.142059,2
2803,0.004502,0.004502,2
2804,0.073436,0.073436,0
2805,0.017233,0.017233,3
2806,0.133364,-0.133364,0
2807,0.106350,-0.106350,1
2808,0.053253,0.053253,3
2809,0.017544,0.017544,3
2810,0.014128,-0.014128,2
2811,0.138022,0.138022,2
2812,0.189256,0.189256,3
2813,0.048905,0.048905,1
2814,0.026549,0.026549,2
2815,0.037106,0.037106,0
2816,0.080578,0.080578,1
2817,0.011334,-0.011334,0
2818,0.083062,-0.083062,1
2819,0.003260,-0.003260,1
2820,0.018165,0.018165,0
2821,0.041764,-0.041764,0
2822,0.099519,0.099519,2
2823,0.069710,-0.069710,1
2824,0.080267,0.080267,2
2825,0.046732,0.046732,4
2826,0.027791,-0.027791,2
2827,0.017854,0.017854,1
2828,0.007918,-0.007918,4
2829,0.068468,-0.068468,1
2830,0.010402,-0.010402,0
2831,0.026238,-0.026238,2
2832,0.025307,-0.025307,3
2833,0.037417,0.037417,3
2834,0.076230,0.076230,0
2835,0.047042,0.047042,0
2836,0.023754,0.023754,2
2837,0.097345,-0.097345,4
2838,0.119702,-0.119702,0
2839,0.011644,0.011644,2
2840,0.018165,0.018165,2
2841,0.004192,-0.004192,2
2842,0.017233,0.017233,4
2843,0.035243,-0.035243,0
2844,0.069399,-0.069399,2
2845,0.008539,0.008539,1
2846,0.107902,-0.107902,1
2847,0.074057,-0.074057,1
2848,0.055116,-0.055116,4
2849,0.007608,0.007608,2
2850,0.082751,0.082751,0
2851,0.138333,0.138333,2
2852,0.026238,0.026238,0
2853,0.013197,-0.013197,0
2854,0.035243,0.035243,4
2855,0.071262,0.071262,2
2856,0.048905,0.048905,1
2857,0.016923,-0.016923,0
2858,0.082130,-0.082130,2
2859,0.105108,0.105108,2
2860,0.018475,-0.018475,3
2861,0.020028,-0.020028,1
2862,0.033380,0.033380,6
2863,0.013197,-0.013197,3
2864,0.028101,-0.028101,1
2865,0.057289,0.057289,1
2866,0.117528,0.117528,2
2867,0.051700,0.051700,3
2868,0.011644,-0.011644,5
2869,0.052321,0.052321,2
2870,0.034311,-0.034311,0
2871,0.052321,0.052321,1
2872,0.066294,-0.066294,6
2873,0.035243,-0.035243,1
2874,0.027791,0.027791,2
2875,0.024686,-0.024686,1
2876,0.050769,0.050769,2
2877,0.023754,-0.023754,1
2878,0.051079,-0.051079,1
2879,0.027791,-0.027791,2
2880,0.018475,-0.018475,3
2881,0.017233,-0.017233,0
2882,0.034001,-0.034001,1
2883,0.072194,-0.072194,5
2884,0.015370,-0.015370,1
2885,0.075299,0.075299,4
2886,0.033069,0.033069,4
2887,0.002018,-0.002018,1
2888,0.032759,-0.032759,0
2889,0.036796,0.036796,3
2890,0.118149,0.118149,1
2891,0.086788,0.086788,2
2892,0.105418,-0.105418,3
2893,0.070641,-0.070641,3
2894,0.099829,0.099829,0
2895,0.070331,-0.070331,3
2896,0.041143,0.041143,4
2897,0.026859,0.026859,2
2898,0.086477,0.086477,2
2899,0.092998,-0.092998,0
2900,0.056358,-0.056358,1
2901,0.047042,0.047042,2
2902,0.084614,-0.084614,0
2903,0.032138,-0.032138,1
2904,0.079646,-0.079646,3
2905,0.010713,-0.010713,3
2906,0.006986,0.006986,1
2907,0.024686,0.024686,2
2908,0.122807,-0.122807,3
2909,0.047974,0.047974,3
2910,0.040211,0.040211,1
2911,0.057910,-0.057910,1
2912,0.004813,-0.004813,2
2913,0.049837,-0.049837,2
2914,0.027170,-0.027170,2
2915,0.050458,0.050458,1
2916,0.016302,0.016302,0
2917,0.088340,-0.088340,3
2918,0.133054,0.133054,3
2919,0.012576,0.012576,2
2920,0.027480,0.027480,0
2921,0.032759,-0.032759,3
2922,0.013818,0.013818,3
2923,0.032138,0.032138,3
2924,0.045179,-0.045179,2
2925,0.013197,0.013197,1
2926,0.047974,-0.047974,2
2927,0.014439,0.014439,4
2928,0.083372,-0.083372,1
2929,0.016302,-0.016302,2
2930,0.031517,0.031517,1
2931,0.016923,-0.016923,1
2932,0.076851,0.076851,2
2933,0.059463,0.059463,2
2934,0.055116,0.055116,1
2935,0.099519,0.099519,1
2936,0.051390,0.051390,5
2937,0.039901,-0.039901,4
2938,0.026238,-0.026238,0
2939,0.049837,-0.049837,1
2940,0.090203,-0.090203,4
2941,0.068778,-0.068778,0
2942,0.029343,0.029343,1
2943,0.115355,0.115355,4
2944,0.078714,0.078714,1
2945,0.015681,-0.015681,1
2946,0.077472,-0.077472,1
2947,0.047663,0.047663,3
2948,0.001087,0.001087,2
2949,0.129328,0.129328,3
2950,0.055116,0.055116,1
2951,0.037417,0.037417,1
2952,0.022512,0.022512,1
2953,0.039280,-0.039280,1
2954,0.059152,0.059152,2
2955,0.021891,0.021891,1
2956,0.025928,-0.025928,7
2957,0.055426,0.055426,2
2958,0.051390,0.051390,4
2959,0.147958,-0.147958,2
2960,0.137401,0.137401,2
2961,0.038348,0.038348,0
2962,0.134917,-0.134917,4
2963,0.002950,-0.002950,1
2964,0.063810,0.063810,0
2965,0.041764,0.041764,3
2966,0.042385,-0.042385,1
2967,0.122497,-0.122497,2
2968,0.069399,0.069399,0
2969,0.038659,0.038659,2
2970,0.036485,0.036485,5
2971,0.010402,0.010402,2
2972,0.016612,0.016612,4
2973,0.003881,-0.003881,3
2974,0.063810,0.063810,2
2975,0.070952,-0.070952,1
2976,0.072504,-0.072504,4
2977,0.028412,-0.028412,1
2978,0.069089,-0.069089,0
2979,0.014749,-0.014749,1
2980,0.022202,-0.022202,4
2981,0.044869,-0.044869,1
2982,0.097345,-0.097345,2
2983,0.034932,0.034932,1
2984,0.027791,-0.027791,3
2985,0.149511,0.149511,3
2986,0.057910,0.057910,2
2987,0.008850,-0.008850,2
2988,0.045179,-0.045179,1
2989,0.037417,-0.037417,2
2990,0.103555,0.103555,4
2991,0.104797,0.104797,3
2992,0.008229,-0.008229,3
2993,0.055116,0.055116,2
2994,0.054184,-0.054184,2
2995,0.018475,-0.018475,2
2996,0.029654,0.029654,2
2997,0.008850,-0.008850,3
2998,0.050769,-0.050769,0
2999,0.017233,-0.017233,3
3000,0.037417,0.037417,0
3001,0.096103,-0.096103,2
3002,0.083993,0.083993,0
3003,0.100450,-0.100450,2
3004,0.006055,-0.006055,0
3005,0.001708,0.001708,1
3006,0.056047,-0.056047,3
3007,0.010402,0.010402,3
3008,0.086477,-0.086477,0
3009,0.015370,0.015370,2
3010,0.041453,-0.041453,4
3011,0.018165,-0.018165,0
3012,0.015370,-0.015370,3
3013,0.139575,-0.139575,2
3014,0.055426,-0.055426,4
3015,0.099829,-0.099829,2
3016,0.012886,-0.012886,2
3017,0.033069,-0.033069,2
3018,0.050769,-0.050769,1
3019,0.088651,-0.088651,0
3020,0.131812,-0.131812,1
3021,0.044248,-0.044248,1
3022,0.074057,0.074057,2
3023,0.011644,-0.011644,5
3024,0.013507,-0.013507,2
3025,0.162552,-0.162552,2
3026,0.013818,0.013818,1
3027,0.017544,-0.017544,1
3028,0.001708,-0.001708,2
3029,0.033380,-0.033380,0
3030,0.027170,0.027170,0
3031,0.023754,-0.023754,3
3032,0.024375,-0.024375,1
3033,0.205403,-0.205403,2
3034,0.049216,-0.049216,2
3035,0.029964,0.029964,3
3036,0.024065,-0.024065,2
3037,0.035864,-0.035864,0
3038,0.121875,-0.121875,3
3039,0.000776,0.000776,0
3040,0.009160,0.009160,1
3041,0.065984,-0.065984,2
3042,0.044248,0.044248,0
3043,0.011023,0.011023,1
3044,0.056668,-0.056668,1
3045,0.037106,0.037106,2
3046,0.001397,0.001397,2
3047,0.062257,0.062257,2
3048,0.012265,-0.012265,0
3049,0.154479,0.154479,1
3050,0.102934,-0.102934,1
3051,0.005744,-0.005744,2
3052,0.040522,0.040522,3
3053,0.082130,-0.082130,1
3054,0.085235,0.085235,2
3055,0.023444,-0.023444,2
3056,0.006055,0.006055,1
3057,0.040832,-0.040832,6
3058,0.037727,-0.037727,0
3059,0.047042,-0.047042,5
3060,0.074367,0.074367,0
3061,0.097345,0.097345,0
3062,0.002018,0.002018,2
3063,0.111318,0.111318,2
3064,0.047974,0.047974,2
3065,0.175904,-0.175904,4
3066,0.017544,0.017544,2
3067,0.004192,0.004192,3
3068,0.060705,0.060705,2
3069,0.046421,0.046421,2
3070,0.016302,0.016302,1
3071,0.011023,-0.011023,1
3072,0.069399,-0.069399,4
3073,0.004192,0.004192,3
3074,0.016302,-0.016302,2
3075,0.017854,-0.017854,2
3076,0.030275,-0.030275,2
3077,0.034622,-0.034622,2
3078,0.103245,0.103245,1
3079,0.018786,0.018786,4
3080,0.130570,0.130570,3
3081,0.020649,0.020649,1
3082,0.138643,0.138643,1
3083,0.083993,-0.083993,4
3084,0.023754,-0.023754,4
3085,0.006676,0.006676,2
3086,0.165036,-0.165036,4
3087,0.087719,-0.087719,1
3088,0.086477,-0.086477,0
3089,0.062257,0.062257,3
3090,0.025617,-0.025617,4
3091,0.011023,-0.011023,2
3092,0.044869,-0.044869,3
3093,0.005744,-0.005744,1
3094,0.160379,0.160379,4
3095,0.074057,0.074057,1
3096,0.068157,-0.068157,2
3097,0.029033,-0.029033,1
3098,0.014439,0.014439,2
3099,0.071573,-0.071573,0
3100,0.135848,0.135848,2
3101,0.037106,0.037106,1
3102,0.098277,0.098277,3
3103,0.035243,-0.035243,2
3104,0.079957,0.079957,1
3105,0.013197,-0.013197,0
3106,0.037727,0.037727,1
3107,0.078714,0.078714,2
3108,0.056668,0.056668,0
3109,0.079336,-0.079336,2
3110,0.034622,-0.034622,2
3111,0.061947,-0.061947,1
3112,0.004502,0.004502,1
3113,0.027170,-0.027170,1
3114,0.173110,-0.173110,3
3115,0.004502,0.004502,0
3116,0.010092,0.010092,3
3117,0.025617,-0.025617,2
3118,0.197951,0.197951,3
3119,0.098587,-0.098587,3
3120,0.085546,0.085546,1
3121,0.058221,0.058221,1
3122,0.039590,-0.039590,1
3123,0.115044,0.115044,1
3124,0.058842,-0.058842,3
3125,0.021270,-0.021270,1
3126,0.032448,-0.032448,2
3127,0.010713,0.010713,1
3128,0.021580,-0.021580,2
3129,0.089582,-0.089582,5
3130,0.078714,-0.078714,0
3131,0.009471,0.009471,4
3132,0.056047,-0.056047,1
3133,0.026549,0.026549,4
3134,0.103245,0.103245,2
3135,0.022202,0.022202,1
3136,0.037106,-0.037106,2
3137,0.103866,0.103866,2
3138,0.089582,-0.089582,4
3139,0.015681,-0.015681,1
3140,0.031827,0.031827,0
3141,0.059463,-0.059463,1
3142,0.024375,-0.024375,4
3143,0.057289,-0.057289,2
3144,0.026859,-0.026859,1
3145,0.050458,-0.050458,2
3146,0.080888,-0.080888,1
3147,0.034622,0.034622,1
3148,0.011955,-0.011955,1
3149,0.045490,-0.045490,1
3150,0.087409,0.087409,1
3151,0.057289,0.057289,2
3152,0.016302,-0.016302,2
3153,0.070020,-0.070020,1
3154,0.083993,0.083993,2
3155,0.006676,0.006676,4
3156,0.075920,0.075920,1
3157,0.037727,-0.037727,4
3158,0.042695,-0.042695,3
3159,0.036175,0.036175,4
3160,0.062568,0.062568,3
3161,0.042385,-0.042385,2
3162,0.026859,0.026859,0
3163,0.059773,-0.059773,0
3164,0.027170,0.027170,2
3165,0.004813,-0.004813,3
3166,0.006055,0.006055,3
3167,0.010092,0.010092,1
3168,0.012886,-0.012886,2
3169,0.011334,-0.011334,4
3170,0.019717,-0.019717,1
3171,0.046111,-0.046111,2
3172,0.120012,-0.120012,2
3173,0.029654,0.029654,3
3174,0.068778,-0.068778,1
3175,0.085235,-0.085235,0
3176,0.037727,0.037727,3
3177,0.072504,-0.072504,0
3178,0.030585,-0.030585,0
3179,0.039590,0.039590,1
3180,0.100450,0.100450,0
3181,0.089582,-0.089582,3
3182,0.002329,-0.002329,2
3183,0.004192,-0.004192,2
3184,0.006676,0.006676,2
3185,0.110697,-0.110697,3
3186,0.049526,0.049526,3
3187,0.036485,0.036485,2
3188,0.058221,0.058221,1
3189,0.065363,0.065363,2
3190,0.049526,0.049526,1
3191,0.033380,-0.033380,0
3192,0.001708,0.001708,4
3193,0.039901,0.039901,3
3194,0.026549,-0.026549,2
3195,0.070641,-0.070641,2
3196,0.099519,0.099519,4
3197,0.052942,0.052942,1
3198,0.018475,-0.018475,2
3199,0.017854,-0.017854,2
3200,0.006365,-0.006365,1
3201,0.031827,-0.031827,1
3202,0.002950,0.002950,1
3203,0.070641,0.070641,2
3204,0.113802,0.113802,3
3205,0.056358,-0.056358,1
3206,0.029654,0.029654,2
3207,0.002639,0.002639,1
3208,0.065052,0.065052,3
3209,0.027791,0.027791,2
3210,0.028101,0.028101,0
3211,0.023754,-0.023754,3
3212,0.040832,0.040832,1
3213,0.001708,0.001708,3
3214,0.090203,-0.090203,2
3215,0.073436,0.073436,3
3216,0.078714,0.078714,1
3217,0.015991,-0.015991,3
3218,0.073436,-0.073436,2
3219,0.041453,0.041453,6
3220,0.070641,0.070641,2
3221,0.066915,0.066915,2
3222,0.060705,0.060705,2
3223,0.133054,-0.133054,1
3224,0.029343,0.029343,2
3225,0.048905,0.048905,0
3226,0.133985,0.133985,0
3227,0.126223,-0.126223,1
3228,0.049526,0.049526,4
3229,0.037106,-0.037106,5
3230,0.053563,0.053563,1
3231,0.055116,0.055116,3
3232,0.098277,0.098277,1
3233,0.047663,0.047663,4
3234,0.111939,0.111939,5
3235,0.059773,0.059773,1
3236,0.028722,-0.028722,3
3237,0.014439,-0.014439,1
3238,0.051700,-0.051700,1
3239,0.022202,0.022202,2
3240,0.074367,-0.074367,1
3241,0.010402,0.010402,0
3242,0.064741,0.064741,2
3243,0.016923,0.016923,3
3244,0.070020,0.070020,0
3245,0.042695,-0.042695,6
3246,0.055737,0.055737,2
3247,0.042074,-0.042074,5
3248,0.040211,-0.040211,1
3249,0.136780,0.136780,0
3250,0.044558,-0.044558,1
3251,0.092998,-0.092998,3
3252,0.232417,-0.232417,1
3253,0.023754,0.023754,2
3254,0.056047,-0.056047,6
3255,0.022202,-0.022202,1
3256,0.042695,0.042695,0
3257,0.031827,0.031827,1
3258,0.067536,0.067536,0
3259,0.062257,-0.062257,1
3260,0.071883,-0.071883,4
3261,0.060394,-0.060394,4
3262,0.032448,-0.032448,0
3263,0.056047,-0.056047,1
3264,0.095172,-0.095172,5
3265,0.052321,-0.052321,2
3266,0.094861,0.094861,0
3267,0.018786,-0.018786,4
3268,0.056668,0.056668,0
3269,0.032138,-0.032138,1
3270,0.098277,0.098277,2
3271,0.036175,-0.036175,2
3272,0.111939,0.111939,2
3273,0.077162,0.077162,3
3274,0.070020,-0.070020,3
3275,0.121875,-0.121875,1
3276,0.028412,-0.028412,0
3277,0.036175,0.036175,2
3278,0.042074,-0.042074,1
3279,0.093930,0.093930,1
3280,0.073436,0.073436,0
3281,0.006676,-0.006676,1
3282,0.025307,-0.025307,0
3283,0.069089,-0.069089,4
3284,0.015370,0.015370,0
3285,0.077783,-0.077783,1
3286,0.118770,0.118770,2
3287,0.048284,0.048284,2
3288,0.068778,0.068778,5
3289,0.052942,-0.052942,1
3290,0.070020,-0.070020,1
3291,0.115976,0.115976,0
3292,0.059152,0.059152,3
3293,0.082751,-0.082751,2
3294,0.102624,-0.102624,2
3295,0.024996,-0.024996,2
3296,0.071262,0.071262,3
3297,0.115976,-0.115976,2
3298,0.083062,0.083062,1
3299,0.036485,0.036485,2
3300,0.051390,-0.051390,3
3301,0.084304,0.084304,2
3302,0.250427,-0.250427,1
3303,0.075609,0.075609,0
3304,0.054805,0.054805,3
3305,0.042695,-0.042695,1
3306,0.059773,-0.059773,2
3307,0.030585,0.030585,1
3308,0.188014,0.188014,0
3309,0.002950,0.002950,2
3310,0.026859,0.026859,3
3311,0.043316,0.043316,1
3312,0.003571,-0.003571,0
3313,0.038659,-0.038659,3
3314,0.011334,0.011334,1
3315,0.080888,0.080888,2
3316,0.031517,0.031517,1
3317,0.039280,0.039280,4
3318,0.012886,-0.012886,2
3319,0.104797,0.104797,1
3320,0.082441,-0.082441,2
3321,0.065984,0.065984,2
3322,0.030585,0.030585,1
3323,0.002018,0.002018,1
3324,0.004192,0.004192,3
3325,0.023133,-0.023133,1
3326,0.049526,-0.049526,2
3327,0.012576,-0.012576,2
3328,0.028101,0.028101,5
3329,0.003260,0.003260,1
3330,0.043937,0.043937,3
3331,0.004813,-0.004813,1
3332,0.002329,0.002329,0
3333,0.063810,0.063810,5
3334,0.077162,0.077162,5
3335,0.005744,-0.005744,3
3336,0.042695,-0.042695,0
3337,0.013197,-0.013197,2
3338,0.058531,-0.058531,3
3339,0.026859,-0.026859,1
3340,0.107281,-0.107281,2
3341,0.020959,-0.020959,1
3342,0.123739,0.123739,2
3343,0.018165,-0.018165,0
3344,0.028412,-0.028412,2
3345,0.028722,-0.028722,1
3346,0.044558,-0.044558,4
3347,0.029654,0.029654,0
3348,0.002950,0.002950,2
3349,0.057600,0.057600,3
3350,0.091756,-0.091756,2
3351,0.025617,0.025617,2
3352,0.008229,-0.008229,1
3353,0.055426,0.055426,3
3354,0.045490,-0.045490,4
3355,0.016302,0.016302,0
3356,0.034622,-0.034622,2
3357,0.002950,0.002950,6
3358,0.065984,0.065984,2
3359,0.029343,-0.029343,4
3360,0.011334,0.011334,0
3361,0.062257,0.062257,0
3362,0.001708,-0.001708,3
3363,0.092687,0.092687,2
3364,0.013197,-0.013197,0
3365,0.000776,0.000776,1
3366,0.056979,0.056979,1
3367,0.021580,-0.021580,1
3368,0.032759,-0.032759,1
3369,0.078404,0.078404,1
3370,0.084304,-0.084304,4
3371,0.052321,-0.052321,2
3372,0.090203,-0.090203,4
3373,0.040522,-0.040522,5
3374,0.067226,0.067226,3
3375,0.004192,-0.004192,2
3376,0.067847,0.067847,1
3377,0.000466,-0.000466,5
3378,0.021891,-0.021891,2
3379,0.038659,-0.038659,0
3380,0.109145,0.109145,3
3381,0.135848,-0.135848,1
3382,0.037417,0.037417,2
3383,0.134296,0.134296,4
3384,0.105418,0.105418,1
3385,0.052011,-0.052011,3
3386,0.071883,0.071883,3
3387,0.031206,0.031206,0
3388,0.140817,-0.140817,1
3389,0.001087,-0.001087,2
3390,0.014749,0.014749,0
3391,0.036175,0.036175,2
3392,0.033690,0.033690,1
3393,0.079025,0.079025,1
3394,0.065363,-0.065363,1
3395,0.046732,-0.046732,3
3396,0.030896,-0.030896,4
3397,0.014749,-0.014749,4
3398,0.042074,-0.042074,5
3399,0.063189,-0.063189,2
3400,0.041143,0.041143,2
3401,0.140817,0.140817,1
3402,0.026859,0.026859,0
3403,0.011955,-0.011955,3
3404,0.085235,0.085235,1
3405,0.007608,0.007608,3
3406,0.053874,0.053874,1
3407,0.098898,-0.098898,3
3408,0.048595,0.048595,1
3409,0.050147,-0.050147,2
3410,0.012265,0.012265,1
3411,0.060394,0.060394,3
3412,0.074988,-0.074988,2
3413,0.032759,-0.032759,1
3414,0.021580,0.021580,0
3415,0.029654,0.029654,4
3416,0.083062,-0.083062,3
3417,0.083062,0.083062,0
3418,0.008850,-0.008850,3
3419,0.008850,-0.008850,1
3420,0.037417,-0.037417,3
3421,0.019096,0.019096,1
3422,0.054805,0.054805,1
3423,0.027170,0.027170,1
3424,0.158205,0.158205,3
3425,0.067226,0.067226,0
3426,0.054805,0.054805,5
3427,0.011334,-0.011334,4
3428,0.033380,0.033380,1
3429,0.042074,0.042074,1
3430,0.095172,0.095172,1
3431,0.073125,-0.073125,2
3432,0.046421,0.046421,1
3433,0.002639,-0.002639,1
3434,0.010713,-0.010713,5
3435,0.020649,0.020649,4
3436,0.063810,0.063810,2
3437,0.068778,-0.068778,3
3438,0.038038,0.038038,1
3439,0.034622,-0.034622,0
3440,0.095793,0.095793,1
3441,0.111939,0.111939,4
3442,0.000776,0.000776,2
3443,0.049216,-0.049216,2
3444,0.038659,0.038659,0
3445,0.050147,0.050147,2
3446,0.094551,0.094551,3
3447,0.000155,-0.000155,4
