surah	verse	surah_name_translit	biqai_keyword	razi_keyword	confidence	biqai_snippet	razi_snippet
6	24	al-Anam	غاية	غاية	HIGH	ولعن بعضهم بعضا بحيث لا يزالون في ندم كما كان حالهم في الدنيا {انظر كيف كذبوا على أنفسهم وضل عنهم ما كانوا يفترون} [الأنعام: 24] فالآية من الاحتباك: ذكر الإشراك أولا دليلا على نفيهم له ثانيا، والدعاء ثانيا دليلا على تقديره أولا. # ول	رآن يبطله. وهو قوله: ثم لم تكن فتنتهم إلا أن قالوا والله ربنا ما كنا مشركين [الأنعام: # 23] انظر كيف كذبوا على أنفسهم [الأنعام: 24] والثاني: أن في حقهم يحسن ردهم عن ذلك السؤال وإسكاتهم، أما في حق الرسول عليه الصلاة والسلام فغير جائز،
6	38	al-Anam	مقصود	غرض	HIGH	ة من النعم الأربع، فقوله: {خلق السماوات والأرض} - الآية ثم {خلقكم من طين} ثم # {وما من # PageV07P005 # دابة في الأرض} [الأنعام: 38]- الآية، متكفل بتفصيل نعمة الإيجاد الأول لجميع العالمين من السماوات والأرض وما بينهما وما فيهما من آدمي و	ا بالفهم، وقال: ولكن تعمى القلوب التي في الصدور [الحج: 46] والقلب لا يكون إلا في الصدر، وقال: # ولا طائر يطير بجناحيه [الأنعام: 38] والطيران لا يكون إلا بالجناح، والغرض من كل ذلك التأكيد والمبالغة. # المسألة الرابعة: أنه تعالى وإن ذكر ا
6	63	al-Anam	غاية	المقصود	HIGH	} [الأنعام: 2] {يطعم ولا يطعم} [الأنعام: 14] {ويرسل ms1394 عليكم حفظة} [الأنعام: 61] {من ينجيكم من ظلمات البر والبحر} [الأنعام: 63] {الله ينجيكم منها ومن كل كرب} [الأنعام: 64] قدم النفع في قوله: {ما لا ينفعنا ولا يضرنا} أي لا يقدر على	، ويدل عليه القرآن، والمعقول. أما القرآن فقوله في سورة الأنعام قل من ينجيكم من ظلمات البر والبحر تدعونه تضرعا وخفية [الأنعام: 63] وأما المعقول: فلأن كمال حال الإنسان إنما يحصل بانكشاف أمرين: أحدهما: عزة الربوبية، وهذا المقصود، إنما يت
6	75	al-Anam	غرض	غاية	HIGH	، وقد أري المثال سبحانه وتعالى في ذلك في قصة إبراهيم عليه السلام في قوله: {وكذلك نري إبراهيم ملكوت السماوات والأرض} [الأنعام: 75] ، فكأنه يقول لعباده المتقين: تعالوا فانهجوا طريق الاعتبار ملة أبيكم # PageV07P012 # إبراهيم كيف نظر عليه	الى ما أراه إلا بعض الآيات، لأن كلمة (من) تفيد التبعيض، وقال في حق إبراهيم: وكذلك نري إبراهيم ملكوت السماوات والأرض [الأنعام: 75] فيلزم أن يكون معراج إبراهيم عليه السلام أفضل من معراج محمد صلى الله عليه وسلم. # قلنا: الذي رآه إبراهيم
6	76	al-Anam	مقصد	المقصود	HIGH	الحال أن تقلباتهما ms1306 تدل بأدنى النظر على أمرين: الأول بعدهما عن الصلاحية للإلهية لتغيرهما {قال لا أحب الآفلين} [الأنعام: 76] ، والثاني قدرة خالقهما ومغيرهما على البعث لإيجاد كل منهما بعد إعدامه كما هو شأن البعث - إلى غير ذلك من ا	اء، ثم انظر إلى إبراهيم عليه السلام كيف اشتغل في أول أمره بطلب العلم على ما قال تعالى: فلما جن عليه الليل رأى كوكبا [الأنعام: 76] ثم انتقل من الكواكب إلى القمر ومن القمر إلى الشمس ولم يزل ينتقل بفكره من شيء إلى شيء إلى أن وصل بالدلي
6	83	al-Anam	مقصود	المقصود	HIGH	قد اكتنفتهم عما يتوهمه المبطلون ويتقوله المفترون، ويشهد لما قلناه قوله تعالى: {وتلك حجتنا آتيناها إبراهيم على قومه} [الأنعام: 83] فهذه حال من علت درجته من الذين يسمعون، ms1312 فمن الخلق من جعله الله سامعا بأول وهلة وهذا مثال شاف في ذل	ري إبراهيم ملكوت السماوات والأرض [الأنعام # : 75] وقال أخرى: وتلك حجتنا آتيناها إبراهيم على قومه نرفع درجات من نشاء [الأنعام: 83] ثم إنه عليه السلام بعد الفراغ من معرفة المبدأ اشتغل بمعرفة المعاد فقال: وإذ قال إبراهيم رب أرني كيف تحي
6	90	al-Anam	المقصود	غاية	HIGH	ذ سبعة كما أن بين هارون ولوط سبعة، وإذا ضممت إليهم المقصود بالذات المخاطب بهذه الآيات المأمور بقوله {فبهداهم اقتده} [الأنعام: 90] كان منزله في السلك بين ابن عمه لوط وأبيه إبراهيم، ويكون من بين يديه تسعة، ومن خلفه تسعة، فمن إبراهيم إلى	علمه وبينه لغيره، ويدل عليه قوله تعالى: زادهم هدى ولم يقل اهتداء، والهدى مصدر من هدى، قال الله تعالى: فبهداهم اقتده [الأنعام: 90] أي خذ بما هدوا واهتد كما هدوا، وعلى هذا فقوله # PageV28P050 # تعالى: وآتاهم تقواهم معناه جنبهم عن القول
6	124	al-Anam	المقصود	غاية	HIGH	، وارتفاع الهمم، ولا شك أن الرسول دال على مرسله في مقدار علمه، وكثرة جنده، واتساع ملكه {الله أعلم حيث يجعل رسالاته} [الأنعام: 124] ثم علل إنزاله عليه بقوله: {ليكون} أي العبد أو الفرقان. # ولما كان العالم ما سوى الله، وكان ربما ادعى مد	لا معنى له إلا التخصيص بأنواع التشريفات وكل من جعله الله رسولا فقد خصه بذلك لقوله تعالى: # الله أعلم حيث يجعل رسالته [الأنعام: 124] . # المسألة الخامسة: ذكروا في قوله: إن كنتم صادقين وجوها: أحدها: معناه أعلموني أسماء هؤلاء إن علمتم أنك
6	148	al-Anam	غاية	غرض	HIGH	صبروا عليه وارضوا به كما كنتم ترضون أعمالكم السيئة ثم تحتجون على عبادنا بأنها مشيئتنا بنحو {ولو شاء الله ما أشركنا} [الأنعام: 148] فقد أوصلكم إلى ما ترون وانكشف أتم انكشاف أنه لا يكون شيء على خلاف مرادنا، ولا يقال لشيء قدرناه: لم؟ قال	الفعل جميعا كما وصفنا، وأما الثالثة: # وهي التي للجحد، كقوله: إن الحكم إلا لله [الأنعام: 57] وقال: إن تتبعون إلا الظن [الأنعام: 148] وقال: ولئن زالتا إن أمسكهما [فاطر: 41] أي ما يمسكهما، وأما الرابعة وهي الزائدة فكقولك: ما إن رأيت زيدا.
6	153	al-Anam	غاية	المقصود	HIGH	و ما يظهر الباديات حسا أو معنى - قاله الحرالي، ووحده لأن الصراط المستقيم واحد {ولا تتبعوا السبل فتفرق بكم عن سبيله} [الأنعام: 153] ومن المحامل الحسنة أن يشار بالجمع إلى ما ينشأ من الجهل عن المشاعر التي أخبر بالختم عليها، فصار البصر	لمستقيم [الفاتحة: 6] وقوله إن الذين قالوا ربنا الله ثم استقاموا [فصلت: 30] وقوله تعالى: وأن هذا صراطي مستقيما فاتبعوه [الأنعام: 153] وفي قوله تعالى: فاستقيموا إليه وجهان الأول: فاستقيموا متوجهين إليه الثاني: أن يكون قوله فاستقيموا إلي
6	164	al-Anam	مقصود	المقصود	HIGH	ي جعلكم خلائف الأرض} هو المراد بقوله: {هو الذي خلقكم من طين} [الأنعام: 2] وقوله: {أغير الله أبغي ربا وهو رب كل شيء} [الأنعام: 164] هو معنى قوله: {خلق السماوات والأرض وجعل الظلمات والنور ثم الذين كفروا بربهم يعدلون} [الأنعام: 1] ، - وا	عنهم جناية ولا ما يشبه الجناية، فوجب أن لا يلزمهم شيء للقرآن والخبر، أما القرآن فقوله تعالى: لا تزر وازرة وزر أخرى [الأنعام: 164] وقال تعالى: ولا تكسب كل نفس إلا عليها [الأنعام: 164] وقال: لها ما كسبت وعليها ما اكتسبت [البقرة: # 28
7	2	al-Araf	المقصد	المقصود	HIGH	يه. # ولما تقدمت الإشارة إلى الحث على اتباع الرسل بآيات المقصد الأول من مقاصد هذه السورة كقوله تعالى {كتاب أنزل إليك} [الأعراف: 2] و {لتنذر} [الأعراف: 2] و {اتبعوا ما أنزل إليكم} [الأعراف: 3] وقوله {فلنسئلن الذين أرسل إليهم} [الأعراف:	س مشركي مكة، وفي قوله لتنذر قراءتان التاء لكثرة ما ورد من هذا المعنى بالمخاطبة كقوله تعالى: # لتنذر به وذكرى للمؤمنين [الأعراف: 2] والياء لتقدم ذكر الكتاب فأسند الإنذار إلى الكتاب كما أسند إلى الرسول، وقوله تعالى: الحمد لله الذي أنزل
7	6	al-Araf	المقصد	المقصود	HIGH	زل إليك} [الأعراف: 2] و {لتنذر} [الأعراف: 2] و {اتبعوا ما أنزل إليكم} [الأعراف: 3] وقوله {فلنسئلن الذين أرسل إليهم} [الأعراف: 6] وقوله {قل أمر ربي بالقسط} [الأعراف: 29] ، {إنما حرم ربي الفواحش} [الأعراف: 33] والتحذير من الشياطين بقوله	الشاهدين أي اكتبنا في زمرة الأنبياء لأن كل نبي شاهد لقومه قال الله تعالى: فلنسئلن الذين أرسل إليهم ولنسئلن المرسلين [الأعراف: 6] . # وقد أجاب الله دعاءهم وجعلهم أنبياء ورسلا، فأحيوا الموتى، وصنعوا كل ما صنع عيسى عليه السلام. # والقول
7	12	al-Araf		غاية	HIGH	ما} فليست {لا} نافية على حد ما نفت معناه عائشة رضي الله تعالى عنها وإنما هي مؤكدة للإثبات بمنزلة {ما منعك ألا تسجد} [الأعراف: 12] و {لئلا ms0309 يعلم أهل الكتاب} [الحديد: 29] لأن من تمام المبهم استعماله في المتقابلين من النفي والإثبات	قناه من قبل من نار السموم [الحجر: 27] وقال تعالى حاكيا ms0095 عن إبليس لعنه الله أنه قال: خلقتني من نار وخلقته من طين [الأعراف: 12] واعلم أن حصول الحياة في النار غير مستبعد، ألا ترى أن الأطباء قالوا: المتعلق الأول للنفس هو القلب والرو
7	17	al-Araf	غاية	غاية	HIGH	ي في قوله: {لأحتنكن ذريته إلا قليلا} [الإسراء: 62] {ولأغوينهم أجمعين إلا عبادك} [الحجر: 39] {ولا تجد أكثرهم شاكرين} [الأعراف: 17] فكأنه لما قال ذلك على سبيل الظن تقاضاه ظنه الصدق فصدقه في إعمال الحيلة حتى كان ذلك الظن - هذا على قراءة	كله. # (ه) الفرق بين من وبين عن لا بد من ذكره قال الشيطان ثم لآتينهم من بين أيديهم ومن خلفهم وعن أيمانهم وعن شمائلهم [الأعراف: 17] وفيه سؤالان: الأول: لم خص الأولين بلفظ من والثالث والرابع بلفظ عن. الثاني: لما ذكر الشيطان لفظ من ولفظ
7	64	al-Araf	المقصود	المقصود	HIGH	كذبوا بآياتنا} وهي جارية مجرى التعليل لأخذهم مؤذنة بأنه لا يحصل منهم صلاح كما ختم قصة نوح بقول {إنهم كانوا قوما عمين} [الأعراف: 64] تعليلا لإغراقهم، أي أنا قطعنا دابرهم وهم مستحقون لذلك، لأنهم غير قابلين للايمان لما فيهم من شدة العناد	نوح في مواضع ولم يذكر تكذيب غير نوح صريحا وإن نبه عليه [في] واحد منها في الأعراف قال: فأنجيناه والذين معه في الفلك [الأعراف: 64] وقال حكاية عن نوح: قال رب إن قومي كذبون [الشعراء: 117] وقال: إنهم عصوني [نوح: 21] وفي هذه المواضع لم يصر
7	138	al-Araf	غاية	المقصود	HIGH	ك كله مما يتعجب الموفق من ارتكابه، أعقبه تعالى مبينا ومصورا ومحققا لوقوعه ومقررا قوله عطفا على {فأتوا على قوم يعكفون} [الأعراف: 138] مبينا لإسراعهم في الكفر: {واتخذ} أي بغاية الرغبة {قوم موسى} أي باتخاذ السامري ورضاهم، ولم يعتبروا شيئ	لك أتباع الأنبياء كانوا يطالبونهم بأشياء تارة باطلة وتارة حقة، كقولهم لموسى عليه السلام: اجعل لنا إلها كما لهم آلهة [الأعراف: 138] فسأل إبراهيم ذلك. # والمقصود أن يشاهده فيزول الإنكار عن قلوبهم. # الوجه الخامس: ما خطر ببالي فقلت: لا شك
7	163	al-Araf	المقصود	غرض	HIGH	راك الشيطان له أن كان {من الغاوين*} أي الضالين الراكبين هوى نفوسهم، وعبر في هذه القصة بقوله: {اتل} دون # {وأسألهم عن} [الأعراف: 163] نحو ما مضى في القرية، لأن هذا الخبر مما يحبون ذكره لأن سلخه من الآيات كان لأجلهم، فهو شرف لهم، فلو سأله	أكثر الحيتان يوم السبت دون سائر الأيام كما قال: # تأتيهم حيتانهم يوم سبتهم شرعا ويوم لا يسبتون لا تأتيهم كذلك نبلوهم [الأعراف: 163] وهل هذا إلا # PageV03P540 # إثارة الفتنة وإرادة الإضلال. قلنا: أما على مذهب أهل السنة فإرادة الإضلال جا
7	172	al-Araf	المقصود	المقصود	HIGH	ان إسراعهم في الكفر ونقضهم للعهود، واستمر سبحانه في هذا الاستدلال إلى آخر السورة، وما أنسب {وإذ أخذ ربك من بني آدم} [الأعراف: 172] الآية، لقوله {وما وجدنا لأكثرهم من عهد} [الأعراف: 102] وذكر في أول التي تليها تنازعهم في الأنفال تحذيرا	أخذه من الناس وهم على صورة الذر وأخرجهم من صلب آدم كذلك، وهو معنى قوله تعالى: وأشهدهم على أنفسهم ألست بربكم قالوا بلى [الأعراف: 172] قال المتكلمون هذا ساقط لأنه تعالى لا يحتج على العباد بعهد وميثاق لا يشعرون به كما لا يؤاخذهم بما ذهب
8	4	al-Anfal	غاية	مقصود	HIGH	لإيماء إلى ملاحظتها عند قراءتها، انظر إلى قوله تعالى: {الذين يقيمون الصلاة ومما رزقناهم ينفقون أولئك هم المؤمنون حقا} [الأنفال: 4] الآية {وإذا قالوا اللهم إن كان هذا هو الحق من عندك} [الأنفال: 32] الآية {وما كان صلاتهم عند البيت إلا م	يتخلص من الإعجاب بنفسه وعبادته، ويصير أقرب من المقربين، لأن من يذنب مقرب عند الله كما قال تعالى: لهم درجات عند ربهم [الأنفال: 4] والمذنب التائب النادم منكسر القلب والله عنده كما # قال صلى الله عليه وآله وسلم حاكيا عن ربه «أنا عند المن
9	71	al-Tawba	المقصود	غاية	HIGH	{لكم دينك ولي دين} {أنتم بريئون مما أعمل وأنا بريء مما تعملون} [يونس: 41] ، {والمؤمنون والمؤمنات بعضهم أولياء بعض} [التوبة: 71] وههنا انتهى الكتاب بجملته - انتهى. # ولما كان ربما خص التباب بالهلاك، وحمل على هلاك اليدين حقيقة، وكان ال	وميه وأنه غير جائز، ويمكن أن يجاب عنه فيقال: إن كلمة «من» للاتصال كقوله تعالى: # والمؤمنون والمؤمنات بعضهم أولياء بعض [التوبة: 71] # وقال عليه الصلاة والسلام: «ما أنا من دد ولا الدد مني» # ومعنى مطلق الاتصال حاصل في النساء والربائب معا. #
9	111	al-Tawba	مقصود	المقصود	HIGH	أنفسهم فيها من الله بالجنة وهذا معنى الإسلام، فكل من أسلم فقد باع نفسه سبحانه منه {إن الله اشترى من المؤمنين أنفسهم} [التوبة: 111] ، الآية. {إنما يبايعون الله} أي الملك الأعظم لأن عملك كله من قول وفعل له {وما ينطق عن الهوى} [النجم: 3	أو منصوبة كقوله: الله لطيف بعباده [الشورى: 19] قل هو الله أحد [الإخلاص: 1] وقوله: إن الله اشترى من المؤمنين أنفسهم [التوبة: 111] . # المسألة الثالثة: قالوا المقصود من هذا التفخيم أمران: الأول: الفرق بينه وبين لفظ اللام/ في الذكر، الث
9	128	al-Tawba	المقصود	غاية	HIGH	م فحسبك من تعرف رحمته ورفقه {وكان بالمؤمنين رحيما} [الأحزاب: 43] {عزيز عليه ما عنتم حريص عليكم بالمؤمنين رؤوف رحيم} [التوبة: 128] ثم تأمل استفتاح هذه السورة ومناسبة ذلك المقصود ولذلك السورة قبلها برفع القسم في الأولى بقوله: {والليل	كم من أنفسكم أزواجا [النحل: 72] وكقوله: إذ بعث فيهم رسولا من أنفسهم [آل عمران: 164] وقوله: لقد جاءكم رسول من أنفسكم [التوبة: 128] قال القاضي: # والقول الأول أقوى، لكي يصح قوله: خلقكم من نفس واحدة إذ لو كانت حواء مخلوقة ابتداء لكان الن
10	2	Yunus	مقصود	المقصود	HIGH	اية الكمال، وهذا التقدير يرشد إليه قوله تعالى أول التي قبلها {أكان للناس عجبا أن أوحينا إلى رجل منهم أن أنذر الناس} [يونس: 2] مع إيضاحه لما عطف عليه قوله تعالى: # {ولقد أرسلنا نوحا إلى قومه أن} [هود: 25] عطفناه عليه، وإظهاره لفائدة	لصفة الأولى: قوله: من أنفسكم وفي تفسيره وجوه: الأول: يريد أنه بشر مثلكم كقوله: أكان للناس عجبا أن أوحينا إلى رجل منهم [يونس: 2] وقوله: إنما أنا بشر مثلكم [فصلت: 6] والمقصود أنه لو كان من جنس الملائكة لصعب الأمر بسببه على الناس، على ما
10	25	Yunus	غاية	غاية	HIGH	لإبعاد في الأجل، للإفساد في العمل، والرحمن سبحانه إنما يدعو عباده ليكونوا من أهل النعيم {والله يدعو إلى دار السلام} [يونس: 25] . # PageV16P012 # ولما أنهى البيان في غرض الشيطان ms3885 إلى منتهاه، نبه على ما حكم به هو سبحانه في أشياعه	الانقطاع. # واعلم أن علماء الأصول قالوا: الثواب منفعة خالصة دائمة مقرونة بالتعظيم، فقوله: والله يدعوا إلى دار السلام [يونس: 25] يدل على غاية التعظيم. وقوله: للذين أحسنوا الحسنى وزيادة يدل على حصول المنفعة وقوله: ولا يرهق وجوههم قتر و
10	93	Yunus	المقصود	المقصود	HIGH	بائكم أن يعطيهم ويرثها نسلهم - وستأتي تتمته إن شاء الله تعالى عند # {ولقد بوأنا بني إسرائيل # PageV08P099 # مبوأ صدق} [يونس: 93] ، وفيه من المتشابه قوله: فم الله، وإصبع الله، والأول - لكونه لا يجوز إطلاقه في شرعنا - مؤول بالكلام، والثان	أنه القرآن ومعرفة نبوة الرسول صلى الله عليه وسلم. والثاني: أنه رجع ذلك إلى قوله تعالى: فما اختلفوا حتى جاءهم العلم [يونس: 93] والأول أولى، لأنه هو الأهم والحاجة إلى معرفته أتم. واعلم أنه تعالى لما بين هذا الطريق قال بعده: لقد جاءك
11	12	Hud	غاية	المقصود	HIGH	ه وسلم في قوله: {إنني لكم منه ms2139 نذير وبشير} [هود: 2] إرشادا إلى ما سيقت له القصة من تقرير معنى {إنما أنت نذير} [هود: 12] ولذلك صرح بالألم بخلاف الأعراف، وكذا ما أمر به النبي صلى الله عليه وسلم أول هذه من عذاب يوم كبير، وهما متقار	من التقريرات حتى إن بسببها تزول عن خاطره تلك الوساوس، ونظيره قوله تعالى: فلعلك تارك بعض ما يوحى إليك وضائق به صدرك [هود: 12] وأقول تمام التقرير في هذا الباب أن ms4841 قوله: فإن كنت في شك فافعل كذا وكذا قضية شرطية والقضية الشرطية لا
12	25	Yusuf	غاية	مقصود	HIGH	ن المصروف عنهم السوء، وأن السجن أحب إليه من ذلك، مع قيام القاطع على كذب ما تضمنه قولها {ما جزاء من أراد بأهلك سوءا} [يوسف: 25]- الآية، من مطلق الإرادة، ومع ما تحتم تقدير ما ذكر بعد «لولا» في خصوص هذا التركيب من أساليب كلام العرب، فإ	فسي عن الخيانة مطلقا فإني قد خنته حين قد أحلت الذنب عليه وقلت: ما جزاء من أراد بأهلك/ سوءا إلا أن يسجن أو عذاب أليم [يوسف: 25] وأودعته السجن كأنها أرادت الاعتذار مما كان. # فإن قيل جعل هذا الكلام كلاما ليوسف أولى أم جعله كلاما للمرأة؟ #
12	111	Yusuf	غرض	المقصود	HIGH	ى، وهو جميع المرادات لمن أمعن التدبر وأنعم التفكير، ولأنه من عند الله {ما كان حديثا يفترى ولكن تصديق الذي بين يديه} [يوسف: 111] و {موعظه وذكرى للمؤمنين} [هود: 120] ؛ والبيان: إظهار المعنى للنفس بما يفصله # PageV10P005 # عن غيره وهو غر	الآيات الواردة في القصص فالمقصود منها معرفة حكمة الله تعالى وقدرته على ما قال: لقد كان في قصصهم عبرة لأولي الألباب [يوسف: 111] فدل ذلك على أن هذا العلم أفضل، ونشير إلى معاقد الدلائل: أما الذي يدل على وجود الصانع فالقرآن مملوء منه.
14	34	Ibrahim	المقصود	المقصود	HIGH	نئذ ينفتح لك باب من المكاشفات لا آخر له، ويظهر لك أن نعم الله في خلقك غير متناهية # {وإن تعدوا نعمت الله لا تحصوها} [إبراهيم: 34]- والله الهادي. # PageV07P197 # ولما كان فلقهما عن النبات من جنس الإحياء لما فيه من النمو فسر معنى الفلق	باب من المكاشفات لا آخر لها، ويظهر لك أن أنواع نعم الله في حقك غير متناهية، كما قال: وإن تعدوا نعمة الله لا تحصوها [إبراهيم: 34] وكل ذلك إنما ظهر من كيفية خلقة تلك الورقة من الحبة والنواة، فهذا كلام مختصر في تفسير قوله: إن الله فالق
15	9	al-Hijr	غاية	المقصود	HIGH	نفسه {لا ينطق عن الهوى إن هو إلا وحي يوحى} [النجم: 3، 4] محفوظ عن تلبيس غيره {إنا نحن نزلنا الذكر وإنا له لحافظون} [الحجر: 9] {وإلى الله} أي الذي لا كفوء له، وحده {ترجع} أي بغاية السهولة بوعد فصل لا بد منه {الأمور*} يوم يتجلى لفصل ال	على وجه الدهر مصونا عن التحريف، وذلك يوجب تحقيق ما ms0253 وعد الله تعالى بقوله: إنا نحن نزلنا الذكر وإنا له لحافظون [الحجر: 9] أما إذا قلنا إنه لا يتوقف صحة الصلاة على قراءة هذا النظم العربي فإنه يختل هذا المقصود، فثبت أن المقتضى قائم
15	21	al-Hijr		غرض	HIGH	لذي يقول {يخلقكم في بطون أمهاتكم خلقا من بعد خلق} [الزمر: 6] {وإن من شيء إلا عندنا خزائنه وما ننزله إلا بقدر معلوم} [الحجر: 21] ومن ناشئة القدر الفرق والترتيب، ومن ناشئة # PageV19P475 # الفرق والترتيب الإحياء والإماتة، ومن معاد الفرق	ائنه وفي ماله وهو تعالى متعال عن النقصان والضرر، كما قال تعالى: وإن من شيء إلا عندنا خزائنه وما ننزله إلا بقدر معلوم. [الحجر: 21] الثالث: أن غيره من المحسنين إذا ألح الفقير عليه أبغضه وحرمه ومنعه، والحق تعالى بخلاف ذلك، كما # قال عليه
16	10	al-Nahl	مقصد	المقصود	HIGH	نه شراب ومنه شجر فيه تسيمون ينبت لكم به الزرع والزيتون والنخيل والأعناب ومن كل الثمرات إن في ذلك لآية لقوم يتفكرون} [النحل: 10] أفرد الآية لاستناد كثرته إلى وحدة الماء ابتداء ووحدة الانتفاع انتهاء؛ ثم يلي ما يدرك بفكر العقل الأدنى ما	ت ms2144 الشيء وقومته، وأجدته وجودته، وأنمته ونومته، والمقصود أنها إذا رعت ازدادت حسنا، ومنه قوله تعالى: فيه تسيمون [النحل: 10] . # والقول الثاني: المسومة المعلمة قال أبو مسلم الأصفهاني: وهو مأخوذ من السيما بالقصر والسيماء بالمد، ومعن
16	98	al-Nahl	غاية	المقصود	HIGH	ياطين الإنس والجن- {حجابا مستورا} [الإسراء: 45] وقوله تعالى: {فإذا قرأت القرآن فاستعذ بالله من الشيطان الرجيم} ms5725 [النحل: 98] . # ولما خصه تشريفا بإضافة هذا الوصف الشريف إليه، وصفه على جهة العموم بالخلق والأمر إعلاما بأن له التدبير	ع الدليل لا يوجب تركه في سائر المواضع لغير دليل. # أما جمهور الفقهاء فقالوا: لا شك أن قوله: فإذا قرأت القرآن فاستعذ [النحل: 98] يحتمل أن يكون المراد منه إذا أردت، وإذا ثبت الاحتمال وجب حمل اللفظ عليه توفيقا بين هذه الآية وبين الخبر ال
17	1	al-Isra	غاية	المقصود	HIGH	الماء على مرفقيه، وإنما كان الاعتماد على البيان لأن الغاية تارة تدل كقوله تعالى {من المسجد الحرام إلى المسجد الأقصى} [الإسراء: 1] وتارة لا تدخل كقوله تعالى {ثم أتموا الصيام إلى الليل} # [البقرة: 187] والمرفق ملتقى العظمين، وعفي عما فوق	بة: 28] قال الشافعي: قد يكون المراد من المسجد الحرام الحرم لقوله تعالى: سبحان الذي أسرى بعبده ليلا من المسجد الحرام [الإسراء: 1] وإنما أسري به من بيت خديجة. فالآية دالة إما على المسجد فقط، أو على الحرم كله، وعلى التقديرين فالمقصود حاص
17	15	al-Isra	المقصود	المقصود	HIGH	من سلكه ضل عن الوصول فهلك {وما كان الله ليضل قوما بعد إذ هداهم} [التوبة: 115] الآية {وما كنا معذبين حتى نبعث رسولا} [الإسراء: 15] فالآية من الاحتباك: ذكر أن عليه بيان القصد أولا دلالة على حذف أن عليه بيان الجائر ثانيا، وذكر أن من ال	نا من بشير ولا نذير [المائدة: 19] أما بعد مجيء الرسل فلم يبق عذر ولا علة كما قال تعالى: وما كنا معذبين حتى نبعث رسولا [الإسراء: 15] وهذه الآية تدل على أن الواجب لا يتحقق إلا بعد مجيء الشرع، ثم إن أولئك الملائكة يقولون للكفار ادعوا أنت
17	29	al-Isra	غاية	غرض	HIGH	من غير نظر إلى مدلول كل من ألفاظه على حياله أصلا، كما قال تعالى: {ولا تجعل يدك مغلولة إلى عنقك ولا تبسطها كل البسط} [الإسراء: 29] ولم يقصد من ذلك غير الجود وضده، لا غل ولا عنق ولا بسط أصلا، بل صار هذا الكلام عبارة عما وقع مجازا عنه، ك	وا إخوان الشياطين [الإسراء: 26، 27] وقال تعالى: ولا تجعل يدك مغلولة إلى عنقك ولا تبسطها كل البسط فتقعد ملوما محسورا [الإسراء: 29] وقال تعالى: والذين إذا أنفقوا لم يسرفوا ولم يقتروا [الفرقان: 67] وقد رغب الله في حفظ المال في آية المد
17	62	al-Isra	غاية	غرض	HIGH	ه - والإبلاس - وهو اليأس من كل خير - ليكون ذلك أعظم في التبكيت والتوبيخ {ظنه} أي في قوله: {لأحتنكن ذريته إلا قليلا} [الإسراء: 62] {ولأغوينهم أجمعين إلا عبادك} [الحجر: 39] {ولا تجد أكثرهم شاكرين} [الأعراف: 17] فكأنه لما قال ذلك على سبي	معت براع ... رد في الضرع ما قرى في العلاب # وقرأ ابن مسعود (أرأيتك) بزيادة حرف الخطاب كقوله: أرأيتك هذا الذي كرمت علي [الإسراء: 62] . # المسألة الثانية: قوله: أرأيت معناه هل عرفت الذي يكذب بالجزاء من هو، فإن لم تعرفه فهو الذي يدع اليتيم
17	90	al-Isra	غاية	المقصود	HIGH	ك قبل اقتراحهم لذلك بما حكاه الله تعالى عنهم في سورة الإسراء بقوله # {وقالوا لن نؤمن لك حتى تفجر لنا من الأرض ينبوعا} [الإسراء: 90]- إلى آخرها، فيكون إخبارا بمغيب. # ولما قطع الرجاء لهداية من حكم بشقاوته، وكان طلبهم لإنزال الملك ونحوه ~	~معجزا آخر، وهذا الجواب المذكور هاهنا هو الجواب المذكور في قوله تعالى: وقالوا لن نؤمن لك حتى تفجر لنا من الأرض ينبوعا [الإسراء: 90] إلى قوله قل سبحان ربي هل كنت إلا بشرا رسولا [الإسراء: 93] يعني أنك إنما ادعيت الرسالة، والرسول لا بد ل
17	108	al-Isra	مقصود	غرض	HIGH	ن} أي كونا هو سنة ماضية {وعده مأتيا *} أي مقصودا بالفعل، فلا بد من وقوعه، فهو كقوله تعالى {إن كان وعد ربنا لمفعولا} [الإسراء: 108] . # ولما كانت الجنة دار الحق، وكان أنكأ شيء لذوي الأقدار الباطل، وكان أقل ما ينكأ منه سماعه، نفى ذلك عن	«إن» المشددة كقولك: إن زيدا لقائم، قال الله تعالى: إن كل نفس لما عليها حافظ [الطارق: 4] وقال: إن كان وعد ربنا لمفعولا [الإسراء: 108] ومثله في القرآن كثير، والغرض في تخفيفها إيلاؤها ما لم يجز أن يليها من الفعل، وإنما لزمت اللام هذه الم
18	49	al-Kahf	غاية	المقصود	HIGH	ك، والصديقة رضي الله عنها عالمة بأن الكتاب يثبت فيه جميع الأعمال من قوله تعالى: {لا يغادر صغيرة ولا كبيرة إلا أحصاها} [الكهف: 49] ومن حديث الحافظين وغير ذلك، فرجع الأمر إلى أن بعض من يحاسب بجميع أعماله لا يهلك، وحينئذ فالظاهر التعارض	إنهم يكتبون الطاعات والمعاصي والمباحات بأسرها بدليل قوله تعالى: مال هذا الكتاب لا يغادر صغيرة ولا كبيرة إلا أحصاها [الكهف: 49] # وعن ابن عباس رضي الله عنهما أن مع كل إنسان ملكين: أحدهما عن يمينه والآخر عن يساره، فإذا تكلم الإنسان بحس
