surah	verse	surah_name_translit	source	peak_keyword_context	char_pos	confidence	snippet_verbatim
5	12	al-Maida	biqai-nazm-al-durar	غرض	1895111	MEDIUM	ي قوله تعالى # {أوفوا بعهدي} [البقرة: 40] فقال تعالى: {ولقد أخذ الله ميثاق بني إسرائيل} إلى قوله {فقد ضل سواء السبيل} [المائدة: 12] ثم بين نقضهم وبنى اللعنة وكل محنة ابتلوا بها عليه فقال {فبما نقضهم ميثاقهم} [النساء: 55 والمائدة: 13]
5	14	al-Maida	biqai-nazm-al-durar	غرض	1895303	MEDIUM	فبما نقضهم ميثاقهم} [النساء: 55 والمائدة: 13] وذكر تعالى عهد الآخرين فقال {ومن الذين قالوا إنا نصارى أخذنا ميثاقهم} [المائدة: 14] ثم فصل تعالى للمؤمنين أفعال الفريقين ليتبين لهم ما نقضوا فيه من ادعائهم في المسيح ما ادعوا، وقولهم نحن أ
5	20	al-Maida	biqai-nazm-al-durar	غرض	1957985	MEDIUM	ل أن تكون أنت ابنه، لما كان ذلك كذلك ناسب أن تعقب بقصة ابني آدم لما يذكر، فقال تعالى عاطفا على قوله: {وإذ قال موسى} [المائدة: 20] {واتل عليهم} # PageV06P112 # أي على المدعوين الذين من جملتهم اليهود تلاوة، وهي من أعظم الأدلة على نبوتك،
5	24	al-Maida	biqai-nazm-al-durar	غرض	753461	MEDIUM	نهم يتبلدون في الإنفاق تبلدا إسرائيليا ويتقاعدون عن الجهاد تقاعد أهل التيه منهم الذين قالوا: # {اذهب أنت وربك فقاتلا} [المائدة: 24] انتهى. {وهو كره} وهو ما يخالف غرض النفس وهواها، ولعله لكونه لما كان خيرا عبر باللام في {لكم} وهذا باعتبا
5	41	al-Maida	biqai-nazm-al-durar	غاية	2070781	MEDIUM	ى كثيرا منهم} [المائدة: 62] # PageV06P220 # مؤكدا لمضمون ما سبق من قوله {ومن يرد الله فتنته فلن تملك له من الله شيئا} [المائدة: 41] بأنه جعل سبب هذا القول منهم ما أتاهم من الهدى الأكمل في هذا الكتاب المعجز على لسان هذا النبي الذي هم به
5	60	al-Maida	biqai-nazm-al-durar		2807230	MEDIUM	ت من التوراة لاح لك هذا المعنى، وكذا ما ذكر من التوراة عند قوله في المائدة {قل هو أنبئكم بشر من ذلك مثوبة عند الله} [المائدة: 60] وفي هذه الجملة المختصرة بشارة يإتمام الوعد بنصرتهم عليهم بطاعتهم ونذارة على تقدير معصيتهم، فكأنه قيل: إن
5	62	al-Maida	biqai-nazm-al-durar	غاية	2070675	MEDIUM	ما هو دونه في الفحش، فكيف وقد انضم إلى ذلك ما أنزل في القرآن من واضح البيان، قال سبحانه عاطفا على {وترى كثيرا منهم} [المائدة: 62] # PageV06P220 # مؤكدا لمضمون ما سبق من قوله {ومن يرد الله فتنته فلن تملك له من الله شيئا} [المائدة: 41]
5	67	al-Maida	biqai-nazm-al-durar	غاية	1904675	MEDIUM	اود من وجه مرسل أنه قتل اليهودية. والأول هو الصحيح، وسيأتي لهذا الحديث ذكر في هذه السورة عند {والله يعصمك من الناس} [المائدة: 67] ، فهذا غاية العفو والإحسان امتثالا لأمر الله سبحانه. # ولما دخل النصارى فيما مضى ms1112 لأنهم من بني إسرائ
5	75	al-Maida	biqai-nazm-al-durar	مقصود	9849237	MEDIUM	كل حبة فبقي صفرا منه أو كتبن أكلته الدواب وراثته، ولكنه جاء على ما عليه آداب القرآن كقوله تعالى: {كانا يأكلان الطعام} [المائدة: 75] وهذا الإهلاك في إعجابه هو من معاني الاستفهام التقريري في أولها، فقد تعانق طرفاها، والتف أخراها بأولاها
5	76	al-Maida	biqai-nazm-al-durar	غاية	2265819	MEDIUM	لغ من البصير، وذلك مثل ما تقدم في قوله: {قل أتعبدون من دون الله ما لا يملك لكم ضرا ولا نفعا والله هو السميع العليم} [المائدة: 76] وهو ترجمة قوله: {يعلم سركم وجهركم ويعلم ما تكسبون} [الأنعام: 3] . # PageV07P034 # ولما نهض من الحجج ما ل
5	87	al-Maida	biqai-nazm-al-durar	غاية	2174723	MEDIUM	ما أرادوا من تحريم ما أحل لهم ميلا إلى الرهبانية والتعمق في الدين المنهي عنه بقوله: {لا تحرموا طيبات ما أحل الله لكم} [المائدة: 87] . # ولما فرغ من زجرهم عن أن يشرعوا لأنفسهم أو يسألوه عن أن يشرع لهم وأن ms1271 يسألوا من رحمهم بابتدائهم
5	103	al-Maida	biqai-nazm-al-durar	غاية	1846304	MEDIUM	نوا اتخذوه دينا، وفصلو فيه تفاصيل - كما سيأتي صريحا في آخر هذه السورة بقوله تعالى: {ما جعل الله من بحيرة ولا سائبة} [المائدة: 103] الآية، وكذا في آخر الأنعام، وفي الأمر بالوفاء بالعقود بعد الإخبار بأنه بكل شيء عليم غاية التحذير من ت
5	110	al-Maida	biqai-nazm-al-durar	المقصود	2221763	MEDIUM	تهديد لمن يكفر - عما كفر به النصارى، فلذلك قال تعالى عاطفا على قوله {إذا قال الله يا عيسى ابن مريم اذكر نعمتي عليك} [المائدة: 110] {وإذ قال الله} أي بما له من صفات الجلال والجمال مشيرا إلى ما له من علو الرتبة بأداة النداء: {يا عيسى بن
5	118	al-Maida	biqai-nazm-al-durar	غاية	6141495	MEDIUM	أن يفهم أنه قد يقع من بعض من عبدوه شفاعة، أو تلويح بها كقول عيسى عليه السلام {وإن تغفر لهم فإنك أنت العزيز الحكيم} [المائدة: 118] . # ولما ذكر حال الشفعاء معهم، ذكر حالهم مع الشفعاء فقال: {وكانوا} أي كونا هو في غاية الرسوخ {بشركائهم}
5	163	al-Maida	biqai-nazm-al-durar	غاية	2803858	MEDIUM	ى الله عليه وسلم آيتان: إحداهما يمكن أن تشير إلى الرؤية بالتعبير بالمسلمين دون المؤمنين في قوله {وأنا أول المسلمين} [المائدة: 163] والثانية تومي إلى عدمها وهي {آمن الرسول} [البقرة: 285] إلى قوله: {كل آمن بالله} [البقرة: 285]- والله أع
6	1	al-Anam	biqai-nazm-al-durar	مقصود	2591283	MEDIUM	ا وهو رب كل شيء} [الأنعام: 164] هو معنى قوله: {خلق السماوات والأرض وجعل الظلمات والنور ثم الذين كفروا بربهم يعدلون} [الأنعام: 1] ، - والله الموفق. # PageV07P346 # سورة الأعراف # مقصودها إنذار من أعراض عما إليه الكتاب في السورة الماضية م
6	2	al-Anam	biqai-nazm-al-durar	غاية	2383485	MEDIUM	لله} أي المنفرد بجميع الأمر. # ولما كان السياق لتعداد النعم {الذي خلق السماوات والأرض} [الأنعام: 73] {خلقكم من طين} [الأنعام: 2] {يطعم ولا يطعم} [الأنعام: 14] {ويرسل ms1394 عليكم حفظة} [الأنعام: 61] {من ينجيكم من ظلمات البر والبحر} [ا
6	3	al-Anam	biqai-nazm-al-durar	غاية	2265886	MEDIUM	ا لا يملك لكم ضرا ولا نفعا والله هو السميع العليم} [المائدة: 76] وهو ترجمة قوله: {يعلم سركم وجهركم ويعلم ما تكسبون} [الأنعام: 3] . # PageV07P034 # ولما نهض من الحجج ما لم يبق معه لذي بصيرة شك، كان لسان الحال مقتضيا لأن ينادي بالإنكار
6	4	al-Anam	biqai-nazm-al-durar	غاية	2332740	MEDIUM	عما يأتيهم به من الآيات الذي قدمنا الإخبار عنه بقولنا {وما تأتيهم من آية من آيات ربهم إلا كانوا ms1364 عنها معرضين} [الأنعام: 4] وأردت أن تنتقل - في إخبارنا لك بأنه لا ينفعهم الآيات المقترحات - من علم اليقين إلى عين اليقين {فإن استط
6	5	al-Anam	biqai-nazm-al-durar	غاية	2259753	MEDIUM	أنه فاعل ذلك في سياق متكفل بتسليته، وأن ذلك لم يزل سنته فيمن فعل فعلهم، فقال - عاطفا على قوله {فسوف يأتيهم أنباؤا} [الأنعام: 5]-: {ولقد} أي هذا منهم إنما هو استهزاء بك {ولقد استهزئ} أي أوقع الهزء وأوجد من الأمم، وبني للمفعول لأن المن
6	8	al-Anam	biqai-nazm-al-durar	غرض	4138452	MEDIUM	لبشر حتى قالوا: {أبشر يهدوننا} [التغابن: 6] ، {ما أنتم إلا بشر مثلنا} [يس: 15] وحتى قالت قريش: {لولا أنزل عليه ملك} [الأنعام: 8] ، {ما لهذا الرسول يأكل الطعام ويمشي في الأسواق} {وقالوا لولا أنزل هذا القرآن على رجل من القريتين عظيم} [ا
6	14	al-Anam	biqai-nazm-al-durar	غاية	2383514	MEDIUM	. # ولما كان السياق لتعداد النعم {الذي خلق السماوات والأرض} [الأنعام: 73] {خلقكم من طين} [الأنعام: 2] {يطعم ولا يطعم} [الأنعام: 14] {ويرسل ms1394 عليكم حفظة} [الأنعام: 61] {من ينجيكم من ظلمات البر والبحر} [الأنعام: 63] {الله ينجيكم من
6	23	al-Anam	biqai-nazm-al-durar	غاية	7273360	MEDIUM	ذلك أنهم لا يجدون دفاعا بغير الاعتذار وأنه غير نافعهم ms4267 لأنهم لا يعتذرون إلا بالكذب {والله ربنا ما كنا مشركين} [الأنعام: 23] أو بالقدر {ربنا غلبت علينا شقوتنا} [المؤمون: 106] {ولهم} أي خاصة {اللعنة} أي البعد عن كل خير، مع الإهانة
6	24	al-Anam	biqai-nazm-al-durar	غاية	7305984	MEDIUM	ولعن بعضهم بعضا بحيث لا يزالون في ندم كما كان حالهم في الدنيا {انظر كيف كذبوا على أنفسهم وضل عنهم ما كانوا يفترون} [الأنعام: 24] فالآية من الاحتباك: ذكر الإشراك أولا دليلا على نفيهم له ثانيا، والدعاء ثانيا دليلا على تقديره أولا. # ول
6	38	al-Anam	biqai-nazm-al-durar	مقصود	2235010	MEDIUM	ة من النعم الأربع، فقوله: {خلق السماوات والأرض} - الآية ثم {خلقكم من طين} ثم # {وما من # PageV07P005 # دابة في الأرض} [الأنعام: 38]- الآية، متكفل بتفصيل نعمة الإيجاد الأول لجميع العالمين من السماوات والأرض وما بينهما وما فيهما من آدمي و
6	42	al-Anam	biqai-nazm-al-durar	غاية	2353808	MEDIUM	يقة الرسالة إشارة إلى ظلمهم في طلبهم من الرسل ما لا يطلب إلا من الإله، فقال عاطفا على {ولقد أرسلنا إلى أمم من قبلك} [الأنعام: 42] {وما نرسل} أي بما لنا من العظمة {المرسلين} أي نوجد هذا الأمر في هذا الزمان وكل زمان من الماضي وغيره {إ
6	52	al-Anam	biqai-nazm-al-durar	غاية	5673807	MEDIUM	عرب {ما لهذا الرسول} الآيات، وقال: لو طردت هؤلاء الضعفاء لرجونا أن نتبعك حتى نزل في ذلك {ولا تطرد الذين يدعون ربهم} [الأنعام: 52] ونحوها من الآيات، بأن {قالوا} أي قومه، منكرين لاتباعه استنادا إلى داء الكبر الذي ينشأ منه ms3322 بطر الح
6	56	al-Anam	biqai-nazm-al-durar	المقصود	2383849	MEDIUM	ن ذلك، ليكونوا على غاية اليأس من اتباع حزب الله لهم، وهذا كالتعليل لقوله {إني نهيت أن أعبد الذين تدعون من دون الله} [الأنعام: 56] . # ولما ذكر عدم المنفعة في دعائهم، أشار إلى وجود الخسارة في # PageV07P150 # رجائهم فقال: {ونرد} أي برجوعن
6	60	al-Anam	biqai-nazm-al-durar	مقصود	2239303	MEDIUM	ويؤكده إثبات قوله: {عنده} في هذه الجملة وحذفها # PageV07P009 # من الأولى هنا وفي قوله {ثم يبعثكم فيه ليقضي أجل مسمى} [الأنعام: 60] ، وقدم المبتدأ مع تنكيره - والأصل تأخيره - إفادة لتعظيمه. # ولما كان في هذا البيان لوحدانيته وتمام قدرته
6	61	al-Anam	biqai-nazm-al-durar	غاية	2383556	MEDIUM	السماوات والأرض} [الأنعام: 73] {خلقكم من طين} [الأنعام: 2] {يطعم ولا يطعم} [الأنعام: 14] {ويرسل ms1394 عليكم حفظة} [الأنعام: 61] {من ينجيكم من ظلمات البر والبحر} [الأنعام: 63] {الله ينجيكم منها ومن كل كرب} [الأنعام: 64] قدم النفع في
6	63	al-Anam	biqai-nazm-al-durar	غاية	2383603	MEDIUM	} [الأنعام: 2] {يطعم ولا يطعم} [الأنعام: 14] {ويرسل ms1394 عليكم حفظة} [الأنعام: 61] {من ينجيكم من ظلمات البر والبحر} [الأنعام: 63] {الله ينجيكم منها ومن كل كرب} [الأنعام: 64] قدم النفع في قوله: {ما لا ينفعنا ولا يضرنا} أي لا يقدر على
6	64	al-Anam	biqai-nazm-al-durar	غاية	2383649	MEDIUM	ويرسل ms1394 عليكم حفظة} [الأنعام: 61] {من ينجيكم من ظلمات البر والبحر} [الأنعام: 63] {الله ينجيكم منها ومن كل كرب} [الأنعام: 64] قدم النفع في قوله: {ما لا ينفعنا ولا يضرنا} أي لا يقدر على شيء من ذلك، ليكونوا على غاية اليأس من اتباع ~
6	73	al-Anam	biqai-nazm-al-durar	غاية	2383454	MEDIUM	حقارة معبوداتهم فقال: {من دون الله} أي المنفرد بجميع الأمر. # ولما كان السياق لتعداد النعم {الذي خلق السماوات والأرض} [الأنعام: 73] {خلقكم من طين} [الأنعام: 2] {يطعم ولا يطعم} [الأنعام: 14] {ويرسل ms1394 عليكم حفظة} [الأنعام: 61] {من
6	75	al-Anam	biqai-nazm-al-durar	غرض	2242578	MEDIUM	، وقد أري المثال سبحانه وتعالى في ذلك في قصة إبراهيم عليه السلام في قوله: {وكذلك نري إبراهيم ملكوت السماوات والأرض} [الأنعام: 75] ، فكأنه يقول لعباده المتقين: تعالوا فانهجوا طريق الاعتبار ملة أبيكم # PageV07P012 # إبراهيم كيف نظر عليه
6	76	al-Anam	biqai-nazm-al-durar	مقصد	2234187	MEDIUM	الحال أن تقلباتهما ms1306 تدل بأدنى النظر على أمرين: الأول بعدهما عن الصلاحية للإلهية لتغيرهما {قال لا أحب الآفلين} [الأنعام: 76] ، والثاني قدرة خالقهما ومغيرهما على البعث لإيجاد كل منهما بعد إعدامه كما هو شأن البعث - إلى غير ذلك من ا
6	83	al-Anam	biqai-nazm-al-durar	مقصود	2244604	MEDIUM	قد اكتنفتهم عما يتوهمه المبطلون ويتقوله المفترون، ويشهد لما قلناه قوله تعالى: {وتلك حجتنا آتيناها إبراهيم على قومه} [الأنعام: 83] فهذه حال من علت درجته من الذين يسمعون، ms1312 فمن الخلق من جعله الله سامعا بأول وهلة وهذا مثال شاف في ذل
6	90	al-Anam	biqai-nazm-al-durar	المقصود	2412688	MEDIUM	ذ سبعة كما أن بين هارون ولوط سبعة، وإذا ضممت إليهم المقصود بالذات المخاطب بهذه الآيات المأمور بقوله {فبهداهم اقتده} [الأنعام: 90] كان منزله في السلك بين ابن عمه لوط وأبيه إبراهيم، ويكون من بين يديه تسعة، ومن خلفه تسعة، فمن إبراهيم إلى
6	124	al-Anam	biqai-nazm-al-durar	المقصود	5505785	MEDIUM	، وارتفاع الهمم، ولا شك أن الرسول دال على مرسله في مقدار علمه، وكثرة جنده، واتساع ملكه {الله أعلم حيث يجعل رسالاته} [الأنعام: 124] ثم علل إنزاله عليه بقوله: {ليكون} أي العبد أو الفرقان. # ولما كان العالم ما سوى الله، وكان ربما ادعى مد
6	130	al-Anam	biqai-nazm-al-durar	غاية	8327774	MEDIUM	روج الإنسان إلى جميع البلد، وإنما خرج من دار منها كما نسب الرسل إلى الجن والإنس بجمعهما في خطاب واحد فقال: {رسل منكم} [الأنعام: 130] وكذا {وجعل القمر فيهن نورا} [نوح: 16] ومثله كثير {اللؤلؤ} وهو الدر الذي هو في غاية البياض والإشراق وا
6	132	al-Anam	biqai-nazm-al-durar	مقصود	7834275	MEDIUM	م *} واقتصارهم على المغفرة تذكير بذنوبهم لأن مقصودهم الإنذار لا ينافي صريح قوله ي هذه السورة {ولكل درجات مما عملوا} [الأنعام: 132] في إثبات الثواب، ونقله أبو حيان عن ابن عباس رضي الله عنهما قال: لهم ثواب وعليهم عقاب يلتقون في الجنة وي
6	148	al-Anam	biqai-nazm-al-durar	غاية	8294445	MEDIUM	صبروا عليه وارضوا به كما كنتم ترضون أعمالكم السيئة ثم تحتجون على عبادنا بأنها مشيئتنا بنحو {ولو شاء الله ما أشركنا} [الأنعام: 148] فقد أوصلكم إلى ما ترون وانكشف أتم انكشاف أنه لا يكون شيء على خلاف مرادنا، ولا يقال لشيء قدرناه: لم؟ قال
6	153	al-Anam	biqai-nazm-al-durar	غاية	953984	MEDIUM	و ما يظهر الباديات حسا أو معنى - قاله الحرالي، ووحده لأن الصراط المستقيم واحد {ولا تتبعوا السبل فتفرق بكم عن سبيله} [الأنعام: 153] ومن المحامل الحسنة أن يشار بالجمع إلى ما ينشأ من الجهل عن المشاعر التي أخبر بالختم عليها، فصار البصر
6	164	al-Anam	biqai-nazm-al-durar	مقصود	2591182	MEDIUM	ي جعلكم خلائف الأرض} هو المراد بقوله: {هو الذي خلقكم من طين} [الأنعام: 2] وقوله: {أغير الله أبغي ربا وهو رب كل شيء} [الأنعام: 164] هو معنى قوله: {خلق السماوات والأرض وجعل الظلمات والنور ثم الذين كفروا بربهم يعدلون} [الأنعام: 1] ، - وا
7	2	al-Araf	biqai-nazm-al-durar	المقصد	2642691	MEDIUM	يه. # ولما تقدمت الإشارة إلى الحث على اتباع الرسل بآيات المقصد الأول من مقاصد هذه السورة كقوله تعالى {كتاب أنزل إليك} [الأعراف: 2] و {لتنذر} [الأعراف: 2] و {اتبعوا ما أنزل إليكم} [الأعراف: 3] وقوله {فلنسئلن الذين أرسل إليهم} [الأعراف:
7	3	al-Araf	biqai-nazm-al-durar	المقصد	2642754	MEDIUM	الأول من مقاصد هذه السورة كقوله تعالى {كتاب أنزل إليك} [الأعراف: 2] و {لتنذر} [الأعراف: 2] و {اتبعوا ما أنزل إليكم} [الأعراف: 3] وقوله {فلنسئلن الذين أرسل إليهم} [الأعراف: 6] وقوله {قل أمر ربي بالقسط} [الأعراف: 29] ، {إنما حرم ربي ا
7	6	al-Araf	biqai-nazm-al-durar	المقصد	2642802	MEDIUM	زل إليك} [الأعراف: 2] و {لتنذر} [الأعراف: 2] و {اتبعوا ما أنزل إليكم} [الأعراف: 3] وقوله {فلنسئلن الذين أرسل إليهم} [الأعراف: 6] وقوله {قل أمر ربي بالقسط} [الأعراف: 29] ، {إنما حرم ربي الفواحش} [الأعراف: 33] والتحذير من الشياطين بقوله
7	7	al-Araf	biqai-nazm-al-durar	المقصود	2597050	MEDIUM	اختتمت يلح لك ما أشرت إليه - والله أعلم بمراده، وتأمل افتتاح سورة الأعراف بقوله {فلنقصن عليهم بعلم وما كنا غائبين} [الأعراف: 7] وختم القصص فيها بقوله: {فاقصص القصص لعلهم يتفكرون} [الأعراف: 176] بعد تعقيب قصص بني إسرائيل بقصة بلعام {و
7	12	al-Araf	biqai-nazm-al-durar		532120	MEDIUM	ما} فليست {لا} نافية على حد ما نفت معناه عائشة رضي الله تعالى عنها وإنما هي مؤكدة للإثبات بمنزلة {ما منعك ألا تسجد} [الأعراف: 12] و {لئلا ms0309 يعلم أهل الكتاب} [الحديد: 29] لأن من تمام المبهم استعماله في المتقابلين من النفي والإثبات
7	17	al-Araf	biqai-nazm-al-durar	غاية	6565821	MEDIUM	ي في قوله: {لأحتنكن ذريته إلا قليلا} [الإسراء: 62] {ولأغوينهم أجمعين إلا عبادك} [الحجر: 39] {ولا تجد أكثرهم شاكرين} [الأعراف: 17] فكأنه لما قال ذلك على سبيل الظن تقاضاه ظنه الصدق فصدقه في إعمال الحيلة حتى كان ذلك الظن - هذا على قراءة
7	25	al-Araf	biqai-nazm-al-durar	المقصد	2642419	MEDIUM	حين المستقر والمتاع أشد من استشرافها إلى هذا لكونه أخفى منه، فهو أبعد من خطوره في البال؛ قدم قوله: {قال فيها تحيون} [الأعراف: 25] ولما كان ذكر الدواء لداء هتك السوءة أهم قدم {أنزلنا عليكم لباسا} [الأعراف: 26] ثم ما بعده حتى كان الأنسب
7	26	al-Araf	biqai-nazm-al-durar	المقصد	2642500	MEDIUM	في البال؛ قدم قوله: {قال فيها تحيون} [الأعراف: 25] ولما كان ذكر الدواء لداء هتك السوءة أهم قدم {أنزلنا عليكم لباسا} [الأعراف: 26] ثم ما بعده حتى كان الأنسب بهذه الاية هذا الموضع فنظمت فيه. # ولما تقدمت الإشارة إلى الحث على اتباع الرسل
7	29	al-Araf	biqai-nazm-al-durar	المقصد	2642841	MEDIUM	راف: 2] و {اتبعوا ما أنزل إليكم} [الأعراف: 3] وقوله {فلنسئلن الذين أرسل إليهم} [الأعراف: 6] وقوله {قل أمر ربي بالقسط} [الأعراف: 29] ، {إنما حرم ربي الفواحش} [الأعراف: 33] والتحذير من الشياطين بقوله {ولا تتبعوا من دونه أولياء} [الأعراف
7	33	al-Araf	biqai-nazm-al-durar	المقصد	2642882	MEDIUM	: 3] وقوله {فلنسئلن الذين أرسل إليهم} [الأعراف: 6] وقوله {قل أمر ربي بالقسط} [الأعراف: 29] ، {إنما حرم ربي الفواحش} [الأعراف: 33] والتحذير من الشياطين بقوله {ولا تتبعوا من دونه أولياء} [الأعراف: 3] وبقوله {لأقعدن لهم صراطك المستقيم} [
7	38	al-Araf	biqai-nazm-al-durar	غاية	4763754	MEDIUM	: 28] أي بالقلوب أي جعلنا ما كان بينهم من الوصلة عداوة، ومثل قوله تعالى {ربنا هؤلاء أضلونا فأتهم عذابا ضعفا من النار} [الأعراف: 38] {هؤلاء شركاؤنا الذين كنا ندعو من دونك} [النحل: 86] ونحوه، لأن معنى ذلك كله أنه يبدل ما كان بينهم من ال
7	52	al-Araf	biqai-nazm-al-durar	مقصد	2643782	MEDIUM	لعلم كما تقدم في {فلنقصن عليهم بعلم وما ms1547 كنا غائبين} [الأعراف: 7] ويأتي في {ولقد جئناهم بكتاب فصلناه على علم} [الأعراف: 52] وغيرها، كان التعبير بالقص - الذي هو تتبع الأثر كما تقدم في الأنعام - أليق فقال: {يقصون عليكم آياتي} أي ي
7	53	al-Araf	biqai-nazm-al-durar	مقصود	6350061	MEDIUM	نوع ارتياب، وأيضا فأولها في التذكيب بتنزيله، وآخرها في الاستهزاء بتأويله، {يوم يأتي تأويله يقول الذين نسوه من قبل} [الأعراف: 53]- الآية، وأيضا فالأول في التكذيب بإنزال الروح المعنوي، والآخر في التكذيب بإعادة الروح العيني الحسي الذي
7	57	al-Araf	biqai-nazm-al-durar	المقصود	9392882	MEDIUM	الفصول وتجدد الحالات وإحياء الأرض بعد موتها، جرى ذلك في البعث واطراد الحكم، وإليه الإشارة بقوله: # {كذلك نخرج الموتى} [الأعراف: 57] وقال تعالى منبها على ما ذكرناه {ألم نجعل الأرض مهادا} [النبأ: 6] إلى قوله: {وجنات ألفافا} [النبأ: 16] فه
7	61	al-Araf	biqai-nazm-al-durar	مقصود	8182149	MEDIUM	غواية الشياطين وغيرها، وقد دفع سبحانه عن نبينا صلى الله عليه وسلم، وأما بقية الأنبياء فدفعوا أنفسهم {ليس بي ضلالة} [الأعراف: 61] {ليس بي سفاهة} [الأعراف: 67] ، ونحو ذلك - قاله القشيري. # ولما كان قد يكون مع الهدى مصادفة قال: {وما ينط
7	64	al-Araf	biqai-nazm-al-durar	المقصود	2696166	MEDIUM	كذبوا بآياتنا} وهي جارية مجرى التعليل لأخذهم مؤذنة بأنه لا يحصل منهم صلاح كما ختم قصة نوح بقول {إنهم كانوا قوما عمين} [الأعراف: 64] تعليلا لإغراقهم، أي أنا قطعنا دابرهم وهم مستحقون لذلك، لأنهم غير قابلين للايمان لما فيهم من شدة العناد
7	67	al-Araf	biqai-nazm-al-durar	مقصود	8182180	MEDIUM	فع سبحانه عن نبينا صلى الله عليه وسلم، وأما بقية الأنبياء فدفعوا أنفسهم {ليس بي ضلالة} [الأعراف: 61] {ليس بي سفاهة} [الأعراف: 67] ، ونحو ذلك - قاله القشيري. # ولما كان قد يكون مع الهدى مصادفة قال: {وما ينطق} # PageV19P042 # أي يجاوز نطق
7	102	al-Araf	biqai-nazm-al-durar	المقصود	2793696	MEDIUM	ود من قصة موسى عليه السلام وفرعون - عليه اللعنة والملام - هذا الاستدلال الوجودي على قوله # {وإن وجدنا أكثرهم لفاسقين} [الأعراف: 102] ومن هنا تعلم أن سياق قصة بني إسرائيل بعد الخلاص من عدوهم لبيان إسراعهم في الكفر ونقضهم للعهود، واستمر ~
7	133	al-Araf	biqai-nazm-al-durar	غاية	3057303	MEDIUM	ن يتصف بالعظمة والنقمة وإلا لم تتم ربوبيته، وهذا واضح مما تقدم في الأعراف عن التوراة في شرح {فأرسلنا عليهم الطوفان} [الأعراف: 133]- إلى آخرها، من ms1790 أن فرعون كان يسأل موسى عليه السلام عند كل نازلة الدعاء برفعها معتلا بأن الرب ذو ح
7	138	al-Araf	biqai-nazm-al-durar	غاية	2810770	MEDIUM	ك كله مما يتعجب الموفق من ارتكابه، أعقبه تعالى مبينا ومصورا ومحققا لوقوعه ومقررا قوله عطفا على {فأتوا على قوم يعكفون} [الأعراف: 138] مبينا لإسراعهم في الكفر: {واتخذ} أي بغاية الرغبة {قوم موسى} أي باتخاذ السامري ورضاهم، ولم يعتبروا شيئ
7	159	al-Araf	biqai-nazm-al-durar	غاية	2879930	MEDIUM	م قالوا على الله غير الحق فلا يغفر لهم، بين ما للصالحين المذكورين في قوله {ومن قوم موسى أمة يهدون بالحق وبه يعدلون} [الأعراف: 159] فقال عاطفا على تقديره: أولئك حبطت أعمالهم فيما # PageV08P148 # درسوا من الكتاب، ولا يغفر لهم ما أتوا من ا
7	163	al-Araf	biqai-nazm-al-durar	المقصود	2890044	MEDIUM	راك الشيطان له أن كان {من الغاوين*} أي الضالين الراكبين هوى نفوسهم، وعبر في هذه القصة بقوله: {اتل} دون # {وأسألهم عن} [الأعراف: 163] نحو ما مضى في القرية، لأن هذا الخبر مما يحبون ذكره لأن سلخه من الآيات كان لأجلهم، فهو شرف لهم، فلو سأله
7	169	al-Araf	biqai-nazm-al-durar	المقصود	2890397	MEDIUM	وقع ما لو أخبرهم به قبل، ولعل المقصود الأعظم من هذه الآية والتي قبلها الاستدلال على كذب دعواهم في قولهم {سيغفر لنا} [الأعراف: 169] بما هم قائلون به، فيكون من باب الإلزام، وكأنه قيل: أنتم قائلون بأن من أشرك لا يغفر له لتركه ما نصب له م
7	172	al-Araf	biqai-nazm-al-durar	المقصود	2793893	MEDIUM	ان إسراعهم في الكفر ونقضهم للعهود، واستمر سبحانه في هذا الاستدلال إلى آخر السورة، وما أنسب {وإذ أخذ ربك من بني آدم} [الأعراف: 172] الآية، لقوله {وما وجدنا لأكثرهم من عهد} [الأعراف: 102] وذكر في أول التي تليها تنازعهم في الأنفال تحذيرا
7	175	al-Araf	biqai-nazm-al-durar	المقصود	2597206	MEDIUM	{فاقصص القصص لعلهم يتفكرون} [الأعراف: 176] بعد تعقيب قصص بني إسرائيل بقصة بلعام {واتل عليهم نبأ الذي آتيناه آياتنا} [الأعراف: 175] ، ثم قال: {ذلك مثل القوم الذين كذبوا بآياتنا} [الأعراف: 176] فتأمل هذا الإيماء بعد ذكر القصص، وكيف أل
7	176	al-Araf	biqai-nazm-al-durar	المقصود	2597116	MEDIUM	رة الأعراف بقوله {فلنقصن عليهم بعلم وما كنا غائبين} [الأعراف: 7] وختم القصص فيها بقوله: {فاقصص القصص لعلهم يتفكرون} [الأعراف: 176] بعد تعقيب قصص بني إسرائيل بقصة بلعام {واتل عليهم نبأ الذي آتيناه آياتنا} [الأعراف: 175] ، ثم قال: {ذلك
7	185	al-Araf	biqai-nazm-al-durar	مقصود	9206878	MEDIUM	عراض عنه حب العاجلة التي هي عين النقصان، وختم المرسلات بنهاية ما تخيل الأوهام والظنون، فقال # {فبأي حديث بعده يؤمنون} [الأعراف: 185] فسبحان من نظمه هذا النظام، وجعله أقصى المراد وغاية المرام، وصلى الله على من لا نبي بعده على الدوام. # P
